resultId,raceId,driverId,constructorId,grid,positionOrder,points,laps,statusId,stop,pit_stop_lap,pit_stop_duration
21297,862,808,207,19,18,0.0,55,11,1,10,21851
21298,862,10,206,20,19,0.0,55,11,2,36,21515
21298,862,10,206,20,19,0.0,55,11,1,18,21327
21299,862,819,206,21,20,0.0,55,11,2,37,23579
21299,862,819,206,21,20,0.0,55,11,3,48,13981
21299,862,819,206,21,20,0.0,55,11,1,19,22306
21300,862,37,164,22,21,0.0,55,11,2,31,23488
21300,862,37,164,22,21,0.0,55,11,1,17,23634
21301,862,39,164,23,22,0.0,54,12,2,32,23151
21301,862,39,164,23,22,0.0,54,12,1,16,24937
21302,862,5,207,18,23,0.0,53,13,2,28,22606
21302,862,5,207,18,23,0.0,53,13,3,29,37748
21302,862,5,207,18,23,0.0,53,13,1,12,22713
21303,862,30,131,2,24,0.0,12,61,1,12,21746
21304,863,20,9,1,1,25.0,57,1,1,11,22017
21304,863,20,9,1,1,25.0,57,1,2,25,22717
21304,863,20,9,1,1,25.0,57,1,3,39,21800
21305,863,8,208,11,2,18.0,57,1,1,11,22412
21305,863,8,208,11,2,18.0,57,1,2,24,22362
21305,863,8,208,11,2,18.0,57,1,3,39,22597
21306,863,154,208,7,3,15.0,57,1,1,10,23246
21306,863,154,208,7,3,15.0,57,1,2,25,22896
21306,863,154,208,7,3,15.0,57,1,3,40,22763
21307,863,17,9,3,4,12.0,57,1,1,9,22236
21307,863,17,9,3,4,12.0,57,1,2,23,22649
21307,863,17,9,3,4,12.0,57,1,3,39,21705
21308,863,3,131,5,5,10.0,57,1,1,8,22228
21308,863,3,131,5,5,10.0,57,1,2,22,22903
21308,863,3,131,5,5,10.0,57,1,3,36,21888
21309,863,814,10,10,6,8.0,57,1,1,14,22069
21309,863,814,10,10,6,8.0,57,1,2,33,22483
21310,863,4,6,9,7,6.0,57,1,1,9,22094
21310,863,4,6,9,7,6.0,57,1,2,23,23449
21310,863,4,6,9,7,6.0,57,1,3,37,23207
21311,863,1,1,2,8,4.0,57,1,1,9,28341
21311,863,1,1,2,8,4.0,57,1,2,23,30622
21311,863,1,1,2,8,4.0,57,1,3,36,23696
21312,863,13,6,14,9,2.0,57,1,1,8,23557
21312,863,13,6,14,9,2.0,57,1,2,22,21963
21312,863,13,6,14,9,2.0,57,1,3,38,21938
21313,863,30,131,22,10,1.0,57,1,1,9,21979
21313,863,30,131,22,10,1.0,57,1,2,23,22105
21313,863,30,131,22,10,1.0,57,1,3,37,22192
21314,863,815,15,8,11,0.0,57,1,1,9,23408
21314,863,815,15,8,11,0.0,57,1,2,21,23428
21314,863,815,15,8,11,0.0,57,1,3,37,22924
21315,863,807,10,13,12,0.0,57,1,1,9,22413
21315,863,807,10,13,12,0.0,57,1,2,19,22446
21315,863,807,10,13,12,0.0,57,1,3,36,22560
21316,863,155,15,12,13,0.0,57,1,1,14,22758
21316,863,155,15,12,13,0.0,57,1,2,31,25590
21316,863,155,15,12,13,0.0,57,1,3,50,24674
21317,863,818,5,17,14,0.0,57,1,1,10,22763
21317,863,818,5,17,14,0.0,57,1,2,25,23353
21317,863,818,5,17,14,0.0,57,1,3,40,22241
21318,863,817,5,6,15,0.0,56,11,1,7,25829
21318,863,817,5,6,15,0.0,56,11,2,23,22295
21318,863,817,5,6,15,0.0,56,11,3,38,22495
21319,863,808,207,18,16,0.0,56,11,1,10,23411
21319,863,808,207,18,16,0.0,56,11,2,23,23421
21319,863,808,207,18,16,0.0,56,11,3,39,23167
21320,863,5,207,16,17,0.0,56,11,1,1,25047
21320,863,5,207,16,17,0.0,56,11,2,13,23323
21320,863,5,207,16,17,0.0,56,11,3,25,23639
21320,863,5,207,16,17,0.0,56,11,4,38,23173
21321,863,18,1,4,18,0.0,55,43,1,8,23016
21321,863,18,1,4,18,0.0,55,43,2,22,22270
21321,863,18,1,4,18,0.0,55,43,3,37,22616
21321,863,18,1,4,18,0.0,55,43,4,53,23943
21322,863,10,206,23,19,0.0,55,12,1,10,23423
21322,863,10,206,23,19,0.0,55,12,2,23,29648
21322,863,10,206,23,19,0.0,55,12,3,38,22933
21323,863,37,164,20,20,0.0,55,12,1,9,24241
21323,863,37,164,20,20,0.0,55,12,2,22,23420
21323,863,37,164,20,20,0.0,55,12,3,38,24520
21324,863,39,164,24,21,0.0,55,12,1,10,25896
21324,863,39,164,24,21,0.0,55,12,2,21,25204
21324,863,39,164,24,21,0.0,55,12,3,32,26417
21324,863,39,164,24,21,0.0,55,12,4,45,24317
21325,863,811,3,15,22,0.0,54,76,1,9,23405
21325,863,811,3,15,22,0.0,54,76,2,24,22310
21325,863,811,3,15,22,0.0,54,76,3,38,22796
21326,863,813,3,21,23,0.0,25,29,1,11,22868
21326,863,813,3,21,23,0.0,25,29,2,23,22330
21327,863,819,206,19,24,0.0,24,5,1,12,24020
21328,864,813,3,1,1,25.0,66,1,1,11,20620
21328,864,813,3,1,1,25.0,66,1,2,24,20218
21328,864,813,3,1,1,25.0,66,1,3,41,22829
21329,864,4,6,2,2,18.0,66,1,1,10,19456
21329,864,4,6,2,2,18.0,66,1,2,26,20028
21329,864,4,6,2,2,18.0,66,1,3,44,20105
21330,864,8,208,4,3,15.0,66,1,1,11,19777
21330,864,8,208,4,3,15.0,66,1,2,27,21301
21330,864,8,208,4,3,15.0,66,1,3,48,20073
21331,864,154,208,3,4,12.0,66,1,1,10,20223
21331,864,154,208,3,4,12.0,66,1,2,26,21215
21331,864,154,208,3,4,12.0,66,1,3,51,21035
21332,864,155,15,9,5,10.0,66,1,1,8,22260
21332,864,155,15,9,5,10.0,66,1,2,26,20381
21332,864,155,15,9,5,10.0,66,1,3,41,21311
21333,864,20,9,7,6,8.0,66,1,1,7,19745
21333,864,20,9,7,6,8.0,66,1,2,27,19624
21333,864,20,9,7,6,8.0,66,1,3,30,13335
21333,864,20,9,7,6,8.0,66,1,4,42,26143
21334,864,3,131,6,7,6.0,66,1,1,9,20502
21334,864,3,131,6,7,6.0,66,1,2,22,20059
21334,864,3,131,6,7,6.0,66,1,3,40,20197
21335,864,1,1,24,8,4.0,66,1,1,14,21963
21335,864,1,1,24,8,4.0,66,1,2,35,19980
21336,864,18,1,10,9,2.0,66,1,1,9,20333
21336,864,18,1,10,9,2.0,66,1,2,25,21061
21336,864,18,1,10,9,2.0,66,1,3,38,19888
21337,864,807,10,13,10,1.0,65,11,1,10,20521
21337,864,807,10,13,10,1.0,65,11,2,19,20558
21337,864,807,10,13,10,1.0,65,11,3,39,20515
21338,864,17,9,11,11,0.0,65,11,1,6,20119
21338,864,17,9,11,11,0.0,65,11,2,17,24864
21338,864,17,9,11,11,0.0,65,11,3,40,20129
21339,864,818,5,14,12,0.0,65,11,1,10,20388
21339,864,818,5,14,12,0.0,65,11,2,23,22645
21339,864,818,5,14,12,0.0,65,11,3,40,20460
21340,864,817,5,15,13,0.0,65,11,1,11,21101
21340,864,817,5,15,13,0.0,65,11,2,25,20114
21340,864,817,5,15,13,0.0,65,11,3,39,20059
21341,864,814,10,12,14,0.0,65,11,1,9,19987
21341,864,814,10,12,14,0.0,65,11,2,23,21680
21341,864,814,10,12,14,0.0,65,11,3,42,19867
21342,864,13,6,16,15,0.0,65,11,1,10,20130
21342,864,13,6,16,15,0.0,65,11,2,28,13259
21342,864,13,6,16,15,0.0,65,11,3,29,19699
21342,864,13,6,16,15,0.0,65,11,4,45,22645
21343,864,5,207,19,16,0.0,65,11,1,13,21290
21343,864,5,207,19,16,0.0,65,11,2,27,22566
21343,864,5,207,19,16,0.0,65,11,3,43,21275
21344,864,808,207,18,17,0.0,65,11,1,10,24856
21344,864,808,207,18,17,0.0,65,11,2,28,23072
21344,864,808,207,18,17,0.0,65,11,3,44,21817
21345,864,10,206,21,18,0.0,64,12,1,14,21082
21345,864,10,206,21,18,0.0,64,12,2,26,20902
21345,864,10,206,21,18,0.0,64,12,3,47,20669
21346,864,37,164,22,19,0.0,63,13,1,10,22275
21346,864,37,164,22,19,0.0,63,13,2,19,22135
21346,864,37,164,22,19,0.0,63,13,3,35,21543
21346,864,37,164,22,19,0.0,63,13,4,51,21471
21347,864,815,15,5,20,0.0,37,61,1,1,21864
21347,864,815,15,5,20,0.0,37,61,2,17,21055
21347,864,815,15,5,20,0.0,37,61,3,37,28531
21348,864,819,206,20,21,0.0,35,26,1,15,20936
21348,864,819,206,20,21,0.0,35,26,2,27,21338
21349,864,39,164,23,22,0.0,22,26,1,11,21518
21349,864,39,164,23,22,0.0,22,26,2,22,22515
21351,864,30,131,8,24,0.0,12,4,1,10,20113
21352,865,17,9,1,1,25.0,78,1,1,29,25566
21353,865,3,131,2,2,18.0,78,1,1,27,24874
21354,865,4,6,5,3,15.0,78,1,1,30,25220
21355,865,20,9,9,4,12.0,78,1,1,46,25079
21356,865,1,1,3,5,10.0,78,1,1,29,25748
21357,865,13,6,7,6,8.0,78,1,1,31,24993
21358,865,814,10,14,7,6.0,78,1,1,35,25642
21359,865,807,10,10,8,4.0,78,1,1,29,26447
21360,865,8,208,8,9,2.0,78,1,1,29,26380
21361,865,811,3,13,10,1.0,78,1,1,29,26410
21362,865,815,15,23,11,0.0,77,11,1,34,25666
21362,865,815,15,23,11,0.0,77,11,2,39,19677
21363,865,818,5,16,12,0.0,77,11,1,17,26063
21363,865,818,5,16,12,0.0,77,11,2,70,26157
21364,865,5,207,17,13,0.0,77,11,1,30,26066
21364,865,5,207,17,13,0.0,77,11,2,73,31293
21365,865,10,206,19,14,0.0,77,11,1,30,25567
21365,865,10,206,19,14,0.0,77,11,2,54,36503
21366,865,39,164,22,15,0.0,76,12,1,29,27306
21366,865,39,164,22,15,0.0,76,12,2,74,26973
21367,865,18,1,12,16,0.0,70,4,1,38,25219
21368,865,817,5,15,17,0.0,65,31,1,40,25335
21369,865,819,206,21,18,0.0,64,31,1,33,27186
21370,865,30,131,6,19,0.0,63,32,1,34,25117
21371,865,808,207,18,20,0.0,15,10,1,3,39391
21372,865,155,15,11,21,0.0,5,3,1,1,28390
21376,866,1,1,2,1,25.0,70,1,1,17,21375
21376,866,1,1,2,1,25.0,70,1,2,50,22530
21377,866,154,208,7,2,18.0,70,1,1,21,21830
21378,866,815,15,15,3,15.0,70,1,1,41,21407
21379,866,20,9,1,4,12.0,70,1,1,16,21639
21379,866,20,9,1,4,12.0,70,1,2,63,22428
21380,866,4,6,3,5,10.0,70,1,1,19,21133
21381,866,3,131,5,6,8.0,70,1,1,19,21222
21381,866,3,131,5,6,8.0,70,1,2,38,21179
21382,866,17,9,4,7,6.0,70,1,1,17,21199
21382,866,17,9,4,7,6.0,70,1,2,52,21254
21383,866,8,208,12,8,4.0,70,1,1,40,21534
21384,866,155,15,11,9,2.0,70,1,1,24,21453
21385,866,13,6,6,10,1.0,70,1,1,12,21128
21385,866,13,6,6,10,1.0,70,1,2,58,21115
21386,866,814,10,8,11,0.0,70,1,1,13,21489
21386,866,814,10,8,11,0.0,70,1,2,44,21734
21387,866,807,10,13,12,0.0,70,1,1,21,24583
21387,866,807,10,13,12,0.0,70,1,2,42,23660
21388,866,813,3,22,13,0.0,70,1,1,29,22704
21389,866,817,5,14,14,0.0,70,1,1,17,21689
21389,866,817,5,14,14,0.0,70,1,2,58,21558
21390,866,818,5,19,15,0.0,69,11,1,16,22278
21390,866,818,5,19,15,0.0,69,11,2,43,23163
21390,866,818,5,19,15,0.0,69,11,3,47,14641
21391,866,18,1,10,16,0.0,69,11,1,15,21748
21391,866,18,1,10,16,0.0,69,11,2,33,21845
21391,866,18,1,10,16,0.0,69,11,3,52,21363
21392,866,811,3,16,17,0.0,69,11,1,23,22781
21393,866,5,207,17,18,0.0,69,11,1,17,21733
21393,866,5,207,17,18,0.0,69,11,2,42,21704
21394,866,808,207,18,19,0.0,69,11,1,18,21888
21394,866,808,207,18,19,0.0,69,11,2,43,21403
21395,866,819,206,23,20,0.0,69,13,1,28,23291
21396,866,10,206,21,21,0.0,56,22,1,24,25520
21397,866,30,131,9,22,0.0,43,65,1,13,21807
21397,866,30,131,9,22,0.0,43,65,2,43,22524
21400,867,4,6,11,1,25.0,57,1,1,15,19789
21400,867,4,6,11,1,25.0,57,1,2,28,20718
21401,867,8,208,5,2,18.0,57,1,1,14,21879
21401,867,8,208,5,2,18.0,57,1,2,28,21103
21402,867,30,131,12,3,15.0,57,1,1,19,20477
21402,867,30,131,12,3,15.0,57,1,2,41,20041
21403,867,17,9,19,4,12.0,57,1,1,19,20246
21403,867,17,9,19,4,12.0,57,1,2,38,20222
21404,867,807,10,8,5,10.0,57,1,1,14,21198
21404,867,807,10,8,5,10.0,57,1,2,28,20332
21405,867,3,131,6,6,8.0,57,1,1,20,20625
21405,867,3,131,6,6,8.0,57,1,2,46,20115
21406,867,814,10,10,7,6.0,57,1,1,23,20295
21407,867,18,1,9,8,4.0,57,1,1,10,20246
21407,867,18,1,9,8,4.0,57,1,2,26,19640
21408,867,815,15,15,9,2.0,57,1,1,10,21032
21408,867,815,15,15,9,2.0,57,1,2,25,20904
21409,867,811,3,14,10,1.0,57,1,1,20,28440
21409,867,811,3,14,10,1.0,57,1,2,24,14659
21410,867,817,5,17,11,0.0,57,1,1,14,21209
21410,867,817,5,17,11,0.0,57,1,2,37,22597
21411,867,813,3,3,12,0.0,57,1,1,14,21342
21411,867,813,3,3,12,0.0,57,1,2,28,21525
21412,867,808,207,20,13,0.0,57,1,1,13,20726
21412,867,808,207,20,13,0.0,57,1,2,25,21224
21412,867,808,207,20,13,0.0,57,1,3,28,21407
21412,867,808,207,20,13,0.0,57,1,4,47,30800
21413,867,5,207,16,14,0.0,57,1,1,12,21040
21413,867,5,207,16,14,0.0,57,1,2,27,24445
21414,867,819,206,23,15,0.0,57,1,1,11,31636
21414,867,819,206,23,15,0.0,57,1,2,28,22838
21415,867,13,6,13,16,0.0,56,11,1,11,20498
21415,867,13,6,13,16,0.0,56,11,2,27,20126
21415,867,13,6,13,16,0.0,56,11,3,34,39041
21415,867,13,6,13,16,0.0,56,11,4,53,20476
21416,867,37,164,21,17,0.0,56,11,1,14,23127
21416,867,37,164,21,17,0.0,56,11,2,28,23125
21417,867,39,164,22,18,0.0,56,11,1,15,22930
21417,867,39,164,22,18,0.0,56,11,2,29,26370
21417,867,39,164,22,18,0.0,56,11,3,39,14780
21418,867,1,1,2,19,0.0,55,4,1,13,19355
21418,867,1,1,2,19,0.0,55,4,2,28,31081
21419,867,154,208,4,20,0.0,40,40,1,16,20479
21419,867,154,208,4,20,0.0,40,40,2,28,23183
21420,867,20,9,1,21,0.0,33,6,1,16,20357
21420,867,20,9,1,21,0.0,33,6,2,29,20023
21421,867,155,15,7,22,0.0,33,4,1,14,23071
21421,867,155,15,7,22,0.0,33,4,2,20,25719
21422,867,818,5,18,23,0.0,26,4,1,17,21303
21424,868,17,9,2,1,25.0,52,1,2,33,25179
21424,868,17,9,2,1,25.0,52,1,1,14,25854
21425,868,4,6,1,2,18.0,52,1,1,15,25372
21425,868,4,6,1,2,18.0,52,1,2,37,24998
21426,868,20,9,4,3,15.0,52,1,2,31,25319
21426,868,20,9,4,3,15.0,52,1,1,10,25829
21427,868,13,6,5,4,12.0,52,1,1,13,25325
21427,868,13,6,5,4,12.0,52,1,2,35,25110
21428,868,8,208,6,5,10.0,52,1,1,13,25581
21428,868,8,208,6,5,10.0,52,1,2,34,25871
21429,868,154,208,9,6,8.0,52,1,2,26,25388
21429,868,154,208,9,6,8.0,52,1,1,2,34201
21430,868,30,131,3,7,6.0,52,1,1,12,25938
21430,868,30,131,3,7,6.0,52,1,2,34,25552
21431,868,1,1,8,8,4.0,52,1,1,21,24498
21431,868,1,1,8,8,4.0,52,1,2,28,25003
21432,868,811,3,13,9,2.0,52,1,1,14,25983
21432,868,811,3,13,9,2.0,52,1,2,30,26573
21433,868,18,1,16,10,1.0,52,1,1,16,25138
21433,868,18,1,16,10,1.0,52,1,2,31,24762
21434,868,155,15,17,11,0.0,52,1,1,16,26845
21434,868,155,15,17,11,0.0,52,1,2,37,39208
21435,868,807,10,14,12,0.0,52,1,1,16,26060
21435,868,807,10,14,12,0.0,52,1,2,35,25444
21436,868,817,5,12,13,0.0,52,1,1,16,25626
21436,868,817,5,12,13,0.0,52,1,2,29,25613
21437,868,818,5,23,14,0.0,52,1,1,14,26489
21437,868,818,5,23,14,0.0,52,1,2,32,26200
21438,868,3,131,11,15,0.0,52,1,1,15,25189
21438,868,3,131,11,15,0.0,52,1,2,37,33529
21439,868,813,3,7,16,0.0,51,11,2,12,33068
21439,868,813,3,7,16,0.0,51,11,1,11,25630
21440,868,5,207,19,17,0.0,51,11,2,29,26434
21440,868,5,207,19,17,0.0,51,11,1,12,26196
21441,868,10,206,20,18,0.0,51,11,1,18,26165
21441,868,10,206,20,18,0.0,51,11,2,38,25241
21442,868,819,206,24,19,0.0,51,11,2,32,26164
21442,868,819,206,24,19,0.0,51,11,1,13,26313
21443,868,37,164,21,20,0.0,50,12,1,27,27715
21444,868,39,164,22,21,0.0,50,12,1,16,29908
21444,868,39,164,22,21,0.0,50,12,2,35,27944
21445,868,815,15,15,22,0.0,11,4,1,11,25192
21446,868,814,10,10,23,0.0,2,4,1,1,32790
21448,869,4,6,1,1,25.0,67,1,1,18,17570
21448,869,4,6,1,1,25.0,67,1,2,41,17942
21449,869,18,1,6,2,18.0,67,1,1,19,17867
21449,869,18,1,6,2,18.0,67,1,2,40,16831
21450,869,8,208,10,3,15.0,67,1,1,11,18002
21450,869,8,208,10,3,15.0,67,1,2,38,17735
21451,869,155,15,12,4,12.0,67,1,1,22,18904
21451,869,155,15,12,4,12.0,67,1,2,43,19177
21452,869,20,9,2,5,10.0,67,1,1,20,17512
21452,869,20,9,2,5,10.0,67,1,2,41,17859
21453,869,815,15,17,6,8.0,67,1,1,17,18143
21453,869,815,15,17,6,8.0,67,1,2,40,18199
21454,869,30,131,3,7,6.0,67,1,1,14,18497
21454,869,30,131,3,7,6.0,67,1,2,36,17928
21454,869,30,131,3,7,6.0,67,1,3,52,18163
21455,869,17,9,8,8,4.0,67,1,1,12,18253
21455,869,17,9,8,8,4.0,67,1,2,40,17290
21456,869,807,10,4,9,2.0,67,1,1,12,18442
21456,869,807,10,4,9,2.0,67,1,2,31,18286
21456,869,807,10,4,9,2.0,67,1,3,46,18365
21457,869,3,131,21,10,1.0,67,1,1,12,18395
21457,869,3,131,21,10,1.0,67,1,2,32,17894
21457,869,3,131,21,10,1.0,67,1,3,50,18741
21458,869,814,10,9,11,0.0,67,1,1,10,17899
21458,869,814,10,9,11,0.0,67,1,2,39,17968
21459,869,13,6,13,12,0.0,67,1,1,1,23049
21459,869,13,6,13,12,0.0,67,1,2,24,19137
21459,869,13,6,13,12,0.0,67,1,3,47,19680
21460,869,817,5,11,13,0.0,67,1,1,19,18374
21460,869,817,5,11,13,0.0,67,1,2,38,17990
21461,869,818,5,15,14,0.0,67,1,1,6,18901
21461,869,818,5,15,14,0.0,67,1,2,27,18425
21461,869,818,5,15,14,0.0,67,1,3,45,19949
21462,869,813,3,5,15,0.0,66,11,1,13,19646
21462,869,813,3,5,15,0.0,66,11,2,38,19210
21462,869,813,3,5,15,0.0,66,11,3,57,18085
21463,869,808,207,18,16,0.0,66,11,1,14,19802
21463,869,808,207,18,16,0.0,66,11,2,32,18323
21463,869,808,207,18,16,0.0,66,11,3,50,18354
21464,869,811,3,14,17,0.0,66,11,1,1,47942
21464,869,811,3,14,17,0.0,66,11,2,25,18822
21464,869,811,3,14,17,0.0,66,11,3,47,18313
21465,869,154,208,19,18,0.0,66,11,1,1,32766
21465,869,154,208,19,18,0.0,66,11,2,24,20388
21465,869,154,208,19,18,0.0,66,11,3,42,22743
21466,869,5,207,16,19,0.0,65,12,1,13,19385
21466,869,5,207,16,19,0.0,65,12,2,31,18801
21466,869,5,207,16,19,0.0,65,12,3,44,19233
21466,869,5,207,16,19,0.0,65,12,4,53,28988
21467,869,819,206,20,20,0.0,65,12,1,21,17821
21467,869,819,206,20,20,0.0,65,12,2,43,19391
21468,869,37,164,23,21,0.0,64,13,1,20,19850
21468,869,37,164,23,21,0.0,64,13,2,45,20664
21469,869,10,206,22,22,0.0,64,13,1,19,21399
21469,869,10,206,22,22,0.0,64,13,2,40,18952
21470,869,39,164,24,23,0.0,64,13,1,22,19535
21470,869,39,164,24,23,0.0,64,13,2,46,19382
21471,869,1,1,7,24,0.0,56,29,1,3,21012
21471,869,1,1,7,24,0.0,56,29,2,31,17598
21471,869,1,1,7,24,0.0,56,29,3,47,18877
21472,870,1,1,1,1,25.0,69,1,1,18,20436
21472,870,1,1,1,1,25.0,69,1,2,40,19059
21473,870,8,208,5,2,18.0,69,1,1,20,20087
21473,870,8,208,5,2,18.0,69,1,2,45,19772
21474,870,154,208,2,3,15.0,69,1,1,19,22151
21474,870,154,208,2,3,15.0,69,1,2,39,20231
21475,870,20,9,3,4,12.0,69,1,1,17,19380
21475,870,20,9,3,4,12.0,69,1,2,38,19331
21475,870,20,9,3,4,12.0,69,1,3,58,18964
21476,870,4,6,6,5,10.0,69,1,1,17,19669
21476,870,4,6,6,5,10.0,69,1,2,43,19365
21477,870,18,1,4,6,8.0,69,1,1,15,19408
21477,870,18,1,4,6,8.0,69,1,2,34,19083
21477,870,18,1,4,6,8.0,69,1,3,45,20355
21478,870,811,3,9,7,6.0,69,1,1,16,20213
21478,870,811,3,9,7,6.0,69,1,2,42,20604
21479,870,17,9,11,8,4.0,69,1,1,20,19611
21479,870,17,9,11,8,4.0,69,1,2,39,19175
21479,870,17,9,11,8,4.0,69,1,3,55,19386
21480,870,13,6,7,9,2.0,69,1,1,18,19981
21480,870,13,6,7,9,2.0,69,1,2,43,19917
21481,870,3,131,13,10,1.0,69,1,1,16,20352
21481,870,3,131,13,10,1.0,69,1,2,40,20632
21482,870,807,10,10,11,0.0,69,1,1,15,20736
21482,870,807,10,10,11,0.0,69,1,2,39,20607
21483,870,814,10,12,12,0.0,69,1,1,16,20460
21483,870,814,10,12,12,0.0,69,1,2,38,20352
21484,870,813,3,8,13,0.0,69,1,1,15,20304
21484,870,813,3,8,13,0.0,69,1,2,41,19755
21484,870,813,3,8,13,0.0,69,1,3,52,13206
21485,870,815,15,14,14,0.0,69,1,1,21,20320
21485,870,815,15,14,14,0.0,69,1,2,47,20216
21486,870,817,5,18,15,0.0,68,11,1,14,20510
21486,870,817,5,18,15,0.0,68,11,2,34,19630
21486,870,817,5,18,15,0.0,68,11,3,47,20027
21487,870,818,5,16,16,0.0,68,11,1,12,20363
21487,870,818,5,16,16,0.0,68,11,2,30,19858
21487,870,818,5,16,16,0.0,68,11,3,46,19644
21487,870,818,5,16,16,0.0,68,11,4,64,19600
21488,870,5,207,19,17,0.0,68,11,1,17,20780
21488,870,5,207,19,17,0.0,68,11,2,36,21855
21488,870,5,207,19,17,0.0,68,11,3,56,20567
21489,870,155,15,15,18,0.0,67,12,1,8,20234
21489,870,155,15,15,18,0.0,67,12,2,40,20065
21490,870,808,207,20,19,0.0,67,12,1,18,21070
21490,870,808,207,20,19,0.0,67,12,2,35,20592
21490,870,808,207,20,19,0.0,67,12,3,51,20515
21491,870,819,206,21,20,0.0,67,12,1,20,20915
21491,870,819,206,21,20,0.0,67,12,2,39,21378
21492,870,10,206,22,21,0.0,66,13,1,18,21337
21492,870,10,206,22,21,0.0,66,13,2,40,20383
21493,870,37,164,23,22,0.0,66,13,1,22,22332
21493,870,37,164,23,22,0.0,66,13,2,41,21877
21494,870,39,164,24,23,0.0,60,22,1,18,21259
21494,870,39,164,24,23,0.0,60,22,2,39,22031
21495,870,30,131,17,24,0.0,58,45,1,1,21336
21495,870,30,131,17,24,0.0,58,45,2,4,13199
21495,870,30,131,17,24,0.0,58,45,3,32,20503
21496,871,18,1,1,1,25.0,44,1,1,20,19668
21497,871,20,9,10,2,18.0,44,1,1,21,20811
21498,871,8,208,3,3,15.0,44,1,1,11,20383
21498,871,8,208,3,3,15.0,44,1,2,28,20289
21499,871,807,10,11,4,12.0,44,1,1,13,22152
21499,871,807,10,11,4,12.0,44,1,2,27,20696
21500,871,13,6,14,5,10.0,44,1,1,12,20306
21500,871,13,6,14,5,10.0,44,1,2,27,21049
21501,871,17,9,12,6,8.0,44,1,1,11,20908
21501,871,17,9,12,6,8.0,44,1,2,27,20385
21502,871,30,131,13,7,6.0,44,1,1,19,21664
21502,871,30,131,13,7,6.0,44,1,2,35,20835
21503,871,818,5,15,8,4.0,44,1,1,15,20660
21503,871,818,5,15,8,4.0,44,1,2,29,21077
21504,871,817,5,16,9,2.0,44,1,1,12,20287
21504,871,817,5,16,9,2.0,44,1,2,28,21060
21505,871,814,10,9,10,1.0,44,1,1,10,21402
21505,871,814,10,9,10,1.0,44,1,2,26,21115
21506,871,3,131,23,11,0.0,44,1,1,20,21062
21506,871,3,131,23,11,0.0,44,1,2,36,20534
21507,871,811,3,17,12,0.0,44,1,1,16,21690
21507,871,811,3,17,12,0.0,44,1,2,39,22030
21508,871,155,15,2,13,0.0,44,1,1,1,27248
21508,871,155,15,2,13,0.0,44,1,2,7,21669
21508,871,155,15,2,13,0.0,44,1,3,24,22106
21509,871,808,207,19,14,0.0,43,11,1,12,25972
21509,871,808,207,19,14,0.0,43,11,2,26,21180
21510,871,10,206,20,15,0.0,43,11,1,11,22463
21510,871,10,206,20,15,0.0,43,11,2,25,20660
21511,871,819,206,22,16,0.0,43,11,1,18,21611
21512,871,5,207,18,17,0.0,43,11,1,14,52206
21512,871,5,207,18,17,0.0,43,11,2,27,21931
21513,871,37,164,21,18,0.0,43,11,1,1,29107
21513,871,37,164,21,18,0.0,43,11,2,15,25027
21513,871,37,164,21,18,0.0,43,11,3,27,22064
21514,871,39,164,24,19,0.0,29,20,1,14,23953
21514,871,39,164,24,19,0.0,29,20,2,28,22523
21515,871,813,3,6,20,0.0,4,4,1,1,21842
21520,872,1,1,1,1,25.0,53,1,1,23,20736
21521,872,815,15,12,2,18.0,53,1,1,29,22472
21522,872,4,6,10,3,15.0,53,1,1,20,21515
21523,872,13,6,3,4,12.0,53,1,1,19,22161
21524,872,8,208,7,5,10.0,53,1,1,17,21730
21525,872,30,131,4,6,8.0,53,1,1,15,22247
21525,872,30,131,4,6,8.0,53,1,2,37,22310
21526,872,3,131,6,7,6.0,53,1,1,14,22346
21526,872,3,131,6,7,6.0,53,1,2,38,21854
21527,872,814,10,9,8,4.0,53,1,1,21,22190
21528,872,155,15,8,9,2.0,53,1,1,20,22874
21529,872,811,3,13,10,1.0,53,1,1,24,22985
21530,872,813,3,22,11,0.0,53,1,1,13,22970
21530,872,813,3,22,11,0.0,53,1,2,35,21814
21531,872,817,5,14,12,0.0,53,1,1,24,21720
21532,872,816,208,15,13,0.0,53,1,1,27,21962
21533,872,5,207,17,14,0.0,52,11,1,17,22737
21533,872,5,207,17,14,0.0,52,11,2,39,21910
21534,872,808,207,18,15,0.0,52,11,1,19,22182
21534,872,808,207,18,15,0.0,52,11,2,40,22811
21535,872,819,206,20,16,0.0,52,11,1,18,24039
21535,872,819,206,20,16,0.0,52,11,2,35,22046
21536,872,10,206,19,17,0.0,52,11,1,7,28747
21536,872,10,206,19,17,0.0,52,11,2,32,22581
21537,872,37,164,23,18,0.0,52,11,1,22,23488
21538,872,39,164,21,19,0.0,52,11,1,23,31745
21539,872,17,9,11,20,0.0,51,76,1,21,21556
21540,872,807,10,24,21,0.0,50,23,1,27,22746
21541,872,20,9,5,22,0.0,47,91,1,20,22303
21541,872,20,9,5,22,0.0,47,91,2,34,15008
21542,872,18,1,2,23,0.0,32,32,1,22,23375
21544,873,20,9,3,1,25.0,59,1,2,33,31137
21544,873,20,9,3,1,25.0,59,1,1,10,29117
21545,873,18,1,4,2,18.0,59,1,2,33,29662
21545,873,18,1,4,2,18.0,59,1,1,14,30019
