resultId,raceId,driverId,constructorId,grid,positionOrder,points,laps,statusId,total_pitstops,total_pitstop_duration,avg_points,total_wins,avg_pitstops,avg_pitstop_duration,circuitId
20893,845,39,164,22,21,0.0,61,15,3,73589,0.0,0,2.0416666666666665,52388.291666666664,4
20894,845,13,6,8,22,0.0,58,6,3,64854,5.130769230769231,0,2.4076923076923076,118260.22307692308,4
20895,845,5,205,15,23,0.0,48,3,3,64894,0.0,0,2.475,60906.45,4
20896,845,24,164,21,24,0.0,28,6,1,23157,0.0,0,2.5625,70219.875,4
20897,846,20,9,1,1,25.0,78,1,1,28536,12.107142857142858,43,2.0669642857142856,161710.7232142857,6
20898,846,4,6,4,2,18.0,78,1,2,56734,6.76605504587156,6,2.091743119266055,200918.623853211,6
20899,846,18,1,2,3,15.0,78,1,3,76371,6.252252252252252,6,2.3333333333333335,106312.72972972973,6
20900,846,17,9,3,4,12.0,78,1,2,64004,11.357142857142858,3,2.5357142857142856,59732.67857142857,6
20901,846,155,15,12,5,10.0,78,1,1,28642,1.8,0,2.14,74539.4,6
20902,846,1,1,9,6,8.0,78,1,3,77769,15.39607843137255,80,2.023529411764706,183009.99607843137,6
20903,846,16,10,14,7,6.0,77,11,2,52916,1.392156862745098,0,2.372549019607843,82185.35294117648,6
20904,846,2,4,15,8,4.0,77,11,2,52132,3.4,0,2.5,57333.3,6
20905,846,22,3,11,9,2.0,77,11,2,51596,0.2222222222222222,0,2.7777777777777777,68380.61111111111,6
20906,846,67,5,16,10,1.0,77,11,2,51118,0.8823529411764706,0,2.411764705882353,57941.0,6
20907,846,3,131,7,11,0.0,76,12,3,75615,12.405405405405405,23,2.2432432432432434,111625.33333333333,6
20908,846,814,10,13,12,0.0,76,12,3,91556,2.086206896551724,0,2.189655172413793,52736.224137931036,6
20909,846,15,205,18,13,0.0,76,12,2,51660,0.0,0,2.235294117647059,56120.41176470588,6
20910,846,5,205,17,14,0.0,76,12,2,52355,0.0,0,2.475,60906.45,6
20911,846,816,166,21,15,0.0,75,13,2,54041,0.0,0,2.3333333333333335,57956.555555555555,6
20912,846,24,164,23,16,0.0,75,13,1,28298,0.0,0,2.5625,70219.875,6
20913,846,39,164,22,17,0.0,74,14,2,68242,0.0,0,2.0416666666666665,52388.291666666664,6
20914,846,813,3,8,18,0.0,73,3,2,52155,0.9382716049382716,1,2.4074074074074074,72802.79012345678,6
20915,846,808,4,10,19,0.0,67,4,1,28856,1.0,0,2.3513513513513513,55713.2972972973,6
20916,846,153,5,19,20,0.0,66,4,2,53457,1.4444444444444444,0,2.388888888888889,57004.5,6
20917,846,13,6,6,21,0.0,32,3,1,26615,5.130769230769231,0,2.4076923076923076,118260.22307692308,6
20918,846,30,131,5,22,0.0,32,5,1,35084,3.289473684210526,0,2.3684210526315788,53388.10526315789,6
20919,846,10,166,20,23,0.0,30,22,1,26827,0.0,0,2.0833333333333335,49466.555555555555,6
20920,847,18,1,7,1,25.0,70,1,6,141067,6.252252252252252,6,2.3333333333333335,106312.72972972973,7
20921,847,20,9,1,2,18.0,70,1,3,69356,12.107142857142858,43,2.0669642857142856,161710.7232142857,7
20922,847,17,9,4,3,15.0,70,1,3,74718,11.357142857142858,3,2.5357142857142856,59732.67857142857,7
20923,847,30,131,8,4,12.0,70,1,4,94369,3.289473684210526,0,2.3684210526315788,53388.10526315789,7
20924,847,808,4,10,5,10.0,70,1,2,47961,1.0,0,2.3513513513513513,55713.2972972973,7
20925,847,13,6,3,6,8.0,70,1,4,98534,5.130769230769231,0,2.4076923076923076,118260.22307692308,7
20926,847,155,15,13,7,6.0,70,1,2,48305,1.8,0,2.14,74539.4,7
20927,847,153,5,24,8,4.0,70,1,3,74246,1.4444444444444444,0,2.388888888888889,57004.5,7
20928,847,22,3,16,9,2.0,70,1,4,96114,0.2222222222222222,0,2.7777777777777777,68380.61111111111,7
20929,847,67,5,15,10,1.0,70,1,4,99129,0.8823529411764706,0,2.411764705882353,57941.0,7
20930,847,3,131,6,11,0.0,70,1,4,91528,12.405405405405405,23,2.2432432432432434,111625.33333333333,7
20931,847,37,15,17,12,0.0,70,1,2,54327,0.0,0,2.176470588235294,54951.23529411765,7
20932,847,24,164,20,13,0.0,69,11,3,95377,0.0,0,2.5625,70219.875,7
20933,847,39,164,22,14,0.0,69,11,2,58655,0.0,0,2.0416666666666665,52388.291666666664,7
20934,847,816,166,23,15,0.0,69,11,5,124547,0.0,0,2.3333333333333335,57956.555555555555,7
20935,847,10,166,21,16,0.0,69,11,2,49504,0.0,0,2.0833333333333335,49466.555555555555,7
20936,847,15,205,18,17,0.0,69,11,3,100156,0.0,0,2.235294117647059,56120.41176470588,7
20937,847,814,10,11,18,0.0,67,3,4,88776,2.086206896551724,0,2.189655172413793,52736.224137931036,7
20938,847,813,3,12,19,0.0,61,31,5,127508,0.9382716049382716,1,2.4074074074074074,72802.79012345678,7
20939,847,2,4,9,20,0.0,55,3,2,46477,3.4,0,2.5,57333.3,7
20940,847,16,10,14,21,0.0,49,3,4,93989,1.392156862745098,0,2.372549019607843,82185.35294117648,7
20941,847,4,6,2,22,0.0,36,4,3,76370,6.76605504587156,6,2.091743119266055,200918.623853211,7
20942,847,5,205,19,23,0.0,28,7,1,44037,0.0,0,2.475,60906.45,7
20944,848,20,9,1,1,25.0,57,1,3,61778,12.107142857142858,43,2.0669642857142856,161710.7232142857,12
20945,848,4,6,4,2,18.0,57,1,3,62164,6.76605504587156,6,2.091743119266055,200918.623853211,12
20946,848,17,9,2,3,15.0,57,1,3,61151,11.357142857142858,3,2.5357142857142856,59732.67857142857,12
20947,848,1,1,3,4,12.0,57,1,3,61587,15.39607843137255,80,2.023529411764706,183009.99607843137,12
20948,848,13,6,5,5,10.0,57,1,3,66659,5.130769230769231,0,2.4076923076923076,118260.22307692308,12
20949,848,18,1,6,6,8.0,57,1,3,61801,6.252252252252252,6,2.3333333333333335,106312.72972972973,12
20950,848,3,131,7,7,6.0,57,1,3,65497,12.405405405405405,23,2.2432432432432434,111625.33333333333,12
20951,848,153,5,18,8,4.0,56,11,2,42494,1.4444444444444444,0,2.388888888888889,57004.5,12
20952,848,16,10,10,9,2.0,56,11,3,61998,1.392156862745098,0,2.372549019607843,82185.35294117648,12
20953,848,2,4,9,10,1.0,56,11,3,65871,3.4,0,2.5,57333.3,12
20954,848,815,15,16,11,0.0,56,11,1,21939,6.0625,6,2.01953125,189425.61328125,12
20955,848,22,3,13,12,0.0,56,11,3,63711,0.2222222222222222,0,2.7777777777777777,68380.61111111111,12
20956,848,67,5,17,13,0.0,56,11,3,62776,0.8823529411764706,0,2.411764705882353,57941.0,12
20957,848,814,10,12,14,0.0,56,11,3,62454,2.086206896551724,0,2.189655172413793,52736.224137931036,12
20958,848,808,4,11,15,0.0,56,11,3,64377,1.0,0,2.3513513513513513,55713.2972972973,12
20959,848,155,15,14,16,0.0,56,11,2,44037,1.8,0,2.14,74539.4,12
20960,848,30,131,8,17,0.0,56,11,3,73034,3.289473684210526,0,2.3684210526315788,53388.10526315789,12
20961,848,813,3,15,18,0.0,56,11,3,64596,0.9382716049382716,1,2.4074074074074074,72802.79012345678,12
20962,848,5,205,19,19,0.0,55,12,3,66999,0.0,0,2.475,60906.45,12
20963,848,15,205,20,20,0.0,55,12,2,45458,0.0,0,2.235294117647059,56120.41176470588,12
20964,848,10,166,21,21,0.0,55,12,2,43930,0.0,0,2.0833333333333335,49466.555555555555,12
20965,848,816,166,23,22,0.0,55,12,2,44193,0.0,0,2.3333333333333335,57956.555555555555,12
20966,848,24,164,22,23,0.0,54,13,3,69460,0.0,0,2.5625,70219.875,12
20967,848,39,164,24,24,0.0,54,13,3,78764,0.0,0,2.0416666666666665,52388.291666666664,12
20968,849,4,6,3,1,25.0,52,1,3,74014,6.76605504587156,6,2.091743119266055,200918.623853211,9
20969,849,20,9,2,2,18.0,52,1,3,79513,12.107142857142858,43,2.0669642857142856,161710.7232142857,9
20970,849,17,9,1,3,15.0,52,1,3,73248,11.357142857142858,3,2.5357142857142856,59732.67857142857,9
20971,849,1,1,10,4,12.0,52,1,3,72505,15.39607843137255,80,2.023529411764706,183009.99607843137,9
20972,849,13,6,4,5,10.0,52,1,3,71326,5.130769230769231,0,2.4076923076923076,118260.22307692308,9
20973,849,3,131,9,6,8.0,52,1,2,49121,12.405405405405405,23,2.2432432432432434,111625.33333333333,9
20974,849,815,15,12,7,6.0,52,1,2,51005,6.0625,6,2.01953125,189425.61328125,9
20975,849,2,4,16,8,4.0,52,1,2,49150,3.4,0,2.5,57333.3,9
20976,849,30,131,13,9,2.0,52,1,3,86644,3.289473684210526,0,2.3684210526315788,53388.10526315789,9
20977,849,153,5,18,10,1.0,52,1,2,48814,1.4444444444444444,0,2.388888888888889,57004.5,9
20978,849,16,10,11,11,0.0,52,1,3,77054,1.392156862745098,0,2.372549019607843,82185.35294117648,9
20979,849,808,4,14,12,0.0,52,1,2,49052,1.0,0,2.3513513513513513,55713.2972972973,9
20980,849,22,3,15,13,0.0,51,11,2,49815,0.2222222222222222,0,2.7777777777777777,68380.61111111111,9
20981,849,813,3,7,14,0.0,51,11,3,74379,0.9382716049382716,1,2.4074074074074074,72802.79012345678,9
20982,849,814,10,6,15,0.0,51,11,3,103374,2.086206896551724,0,2.189655172413793,52736.224137931036,9
20983,849,10,166,20,16,0.0,50,12,2,50375,0.0,0,2.0833333333333335,49466.555555555555,9
20984,849,816,166,22,17,0.0,50,12,2,54170,0.0,0,2.3333333333333335,57956.555555555555,9
20985,849,24,164,23,18,0.0,50,12,2,52148,0.0,0,2.5625,70219.875,9
20986,849,817,164,24,19,0.0,49,13,2,52814,5.407563025210084,7,1.9369747899159664,185574.78151260506,9
20987,849,18,1,5,20,0.0,39,61,3,72649,6.252252252252252,6,2.3333333333333335,106312.72972972973,9
20988,849,67,5,19,21,0.0,25,3,2,50899,0.8823529411764706,0,2.411764705882353,57941.0,9
20989,849,155,15,8,22,0.0,23,5,2,59999,1.8,0,2.14,74539.4,9
20992,850,1,1,2,1,25.0,60,1,3,61881,15.39607843137255,80,2.023529411764706,183009.99607843137,20
20993,850,4,6,4,2,18.0,60,1,3,60440,6.76605504587156,6,2.091743119266055,200918.623853211,20
20994,850,17,9,1,3,15.0,60,1,3,62063,11.357142857142858,3,2.5357142857142856,59732.67857142857,20
20995,850,20,9,3,4,12.0,60,1,3,60778,12.107142857142858,43,2.0669642857142856,161710.7232142857,20
20996,850,13,6,5,5,10.0,60,1,3,62432,5.130769230769231,0,2.4076923076923076,118260.22307692308,20
20997,850,16,10,8,6,8.0,60,1,2,41718,1.392156862745098,0,2.372549019607843,82185.35294117648,20
20998,850,3,131,6,7,6.0,59,11,3,61370,12.405405405405405,23,2.2432432432432434,111625.33333333333,20
20999,850,30,131,10,8,4.0,59,11,3,60997,3.289473684210526,0,2.3684210526315788,53388.10526315789,20
21000,850,155,15,17,9,2.0,59,11,2,42149,1.8,0,2.14,74539.4,20
21001,850,808,4,9,10,1.0,59,11,2,42021,1.0,0,2.3513513513513513,55713.2972972973,20
21002,850,815,15,15,11,0.0,59,11,2,48892,6.0625,6,2.01953125,189425.61328125,20
21003,850,153,5,16,12,0.0,59,11,2,42751,1.4444444444444444,0,2.388888888888889,57004.5,20
21004,850,814,10,12,13,0.0,59,11,2,46211,2.086206896551724,0,2.189655172413793,52736.224137931036,20
21005,850,813,3,13,14,0.0,59,11,2,42658,0.9382716049382716,1,2.4074074074074074,72802.79012345678,20
21006,850,67,5,24,15,0.0,59,11,2,48255,0.8823529411764706,0,2.411764705882353,57941.0,20
21007,850,5,205,18,16,0.0,58,12,2,43263,0.0,0,2.475,60906.45,20
21008,850,10,166,19,17,0.0,57,13,2,43504,0.0,0,2.0833333333333335,49466.555555555555,20
21009,850,816,166,21,18,0.0,57,13,2,44350,0.0,0,2.3333333333333335,57956.555555555555,20
21010,850,817,164,22,19,0.0,57,13,2,46372,5.407563025210084,7,1.9369747899159664,185574.78151260506,20
21011,850,812,205,20,20,0.0,56,14,3,76668,0.0,0,3.0,76668.0,20
21012,850,24,164,23,21,0.0,37,10,1,22048,0.0,0,2.5625,70219.875,20
21013,850,18,1,7,22,0.0,35,9,1,20952,6.252252252252252,6,2.3333333333333335,106312.72972972973,20
21016,851,18,1,3,1,25.0,70,1,3,62897,6.252252252252252,6,2.3333333333333335,106312.72972972973,11
21017,851,20,9,1,2,18.0,70,1,3,60965,12.107142857142858,43,2.0669642857142856,161710.7232142857,11
21018,851,4,6,5,3,15.0,70,1,4,86156,6.76605504587156,6,2.091743119266055,200918.623853211,11
21019,851,1,1,2,4,12.0,70,1,6,119200,15.39607843137255,80,2.023529411764706,183009.99607843137,11
21020,851,17,9,6,5,10.0,70,1,5,103364,11.357142857142858,3,2.5357142857142856,59732.67857142857,11
21021,851,13,6,4,6,8.0,70,1,4,87041,5.130769230769231,0,2.4076923076923076,118260.22307692308,11
21022,851,814,10,11,7,6.0,69,11,3,63998,2.086206896551724,0,2.189655172413793,52736.224137931036,11
21023,851,67,5,23,8,4.0,69,11,3,64169,0.8823529411764706,0,2.411764705882353,57941.0,11
21024,851,3,131,7,9,2.0,69,11,4,84513,12.405405405405405,23,2.2432432432432434,111625.33333333333,11
21025,851,153,5,16,10,1.0,69,11,3,67631,1.4444444444444444,0,2.388888888888889,57004.5,11
21026,851,155,15,13,11,0.0,69,11,3,67835,1.8,0,2.14,74539.4,11
21027,851,808,4,12,12,0.0,69,11,4,92688,1.0,0,2.3513513513513513,55713.2972972973,11
21028,851,22,3,15,13,0.0,68,12,5,122572,0.2222222222222222,0,2.7777777777777777,68380.61111111111,11
21029,851,16,10,8,14,0.0,68,12,4,85790,1.392156862745098,0,2.372549019607843,82185.35294117648,11
21030,851,815,15,10,15,0.0,68,12,4,76903,6.0625,6,2.01953125,189425.61328125,11
21031,851,813,3,17,16,0.0,68,12,5,103850,0.9382716049382716,1,2.4074074074074074,72802.79012345678,11
21032,851,10,166,20,17,0.0,66,14,3,63764,0.0,0,2.0833333333333335,49466.555555555555,11
21033,851,817,164,22,18,0.0,66,14,3,68058,5.407563025210084,7,1.9369747899159664,185574.78151260506,11
21034,851,816,166,24,19,0.0,65,15,4,118572,0.0,0,2.3333333333333335,57956.555555555555,11
21035,851,24,164,21,20,0.0,65,15,5,119441,0.0,0,2.5625,70219.875,11
21036,851,5,205,18,21,0.0,55,47,5,109988,0.0,0,2.475,60906.45,11
21037,851,30,131,9,22,0.0,26,6,2,42019,3.289473684210526,0,2.3684210526315788,53388.10526315789,11
21038,851,2,4,14,23,0.0,23,42,2,46805,3.4,0,2.5,57333.3,11
21039,851,15,205,19,24,0.0,17,44,1,23118,0.0,0,2.235294117647059,56120.41176470588,11
21040,852,20,9,1,1,25.0,44,1,3,63095,12.107142857142858,43,2.0669642857142856,161710.7232142857,13
21041,852,17,9,3,2,18.0,44,1,2,41962,11.357142857142858,3,2.5357142857142856,59732.67857142857,13
21042,852,18,1,13,3,15.0,44,1,3,69442,6.252252252252252,6,2.3333333333333335,106312.72972972973,13
21043,852,4,6,8,4,12.0,44,1,2,42237,6.76605504587156,6,2.091743119266055,200918.623853211,13
21044,852,30,131,24,5,10.0,44,1,3,61698,3.289473684210526,0,2.3684210526315788,53388.10526315789,13
21045,852,3,131,5,6,8.0,44,1,2,44261,12.405405405405405,23,2.2432432432432434,111625.33333333333,13
21046,852,16,10,15,7,6.0,44,1,2,43756,1.392156862745098,0,2.372549019607843,82185.35294117648,13
21047,852,13,6,4,8,4.0,44,1,3,65608,5.130769230769231,0,2.4076923076923076,118260.22307692308,13
21048,852,808,4,10,9,2.0,44,1,2,43374,1.0,0,2.3513513513513513,55713.2972972973,13
21049,852,813,3,21,10,1.0,44,1,2,43724,0.9382716049382716,1,2.4074074074074074,72802.79012345678,13
21050,852,814,10,17,11,0.0,44,1,2,42684,2.086206896551724,0,2.189655172413793,52736.224137931036,13
21051,852,155,15,12,12,0.0,44,1,2,45430,1.8,0,2.14,74539.4,13
21052,852,811,4,7,13,0.0,44,1,3,65519,1.2692307692307692,0,2.3461538461538463,56163.53846153846,13
