driverId,constructorId,grid,winner,laps,circuitId
64,15,15,False,49,6
44,20,18,False,40,6
14,1,3,False,36,6
63,16,12,False,36,6
68,21,19,False,36,6
35,16,8,False,32,6
65,24,13,False,32,6
37,21,21,False,30,6
48,18,22,False,24,6
69,18,20,False,10,6
71,17,17,False,3,6
57,1,1,True,65,4
14,1,3,False,65,4
30,6,4,False,65,4
56,6,2,False,65,4
23,3,10,False,65,4
15,20,9,False,64,4
71,17,11,False,64,4
63,16,16,False,64,4
21,22,13,False,64,4
25,22,18,False,64,4
37,21,19,False,63,4
68,21,20,False,62,4
69,18,22,False,50,4
35,16,6,False,40,4
64,15,12,False,40,4
65,24,14,False,40,4
49,17,8,False,35,4
55,15,5,False,27,4
70,3,17,False,24,4
44,20,15,False,24,4
48,18,21,False,0,4
22,24,7,False,64,4
57,1,2,True,69,7
21,22,7,False,69,7
56,6,3,False,69,7
23,3,13,False,69,7
65,24,10,False,69,7
64,15,18,False,69,7
14,1,4,False,69,7
48,18,22,False,68,7
44,20,15,False,68,7
69,18,21,False,67,7
49,17,6,False,65,7
70,3,12,False,50,7
68,21,19,False,41,7
35,16,16,False,34,7
30,6,1,False,29,7
37,21,20,False,22,7
71,17,14,False,14,7
22,24,5,False,14,7
41,16,17,False,2,7
55,15,8,False,0,7
15,20,9,False,0,7
25,22,11,False,0,7
49,17,5,True,72,8
57,1,14,False,72,8
22,24,1,False,72,8
23,3,16,False,72,8
30,6,6,False,72,8
56,6,17,False,72,8
15,20,8,False,72,8
44,20,3,False,72,8
41,16,10,False,72,8
69,18,20,False,71,8
37,21,21,False,71,8
21,22,7,False,42,8
71,17,18,False,31,8
70,3,15,False,26,8
35,16,12,False,25,8
25,22,13,False,25,8
48,18,19,False,25,8
55,15,2,False,24,8
14,1,4,False,9,8
64,15,11,False,6,8
65,24,9,False,4,8
68,21,22,False,71,8
14,1,3,True,60,9
56,6,4,False,60,9
23,3,8,False,60,9
49,17,5,False,60,9
71,17,6,False,60,9
64,15,12,False,60,9
21,22,17,False,60,9
22,24,7,False,60,9
15,20,14,False,60,9
25,22,18,False,60,9
70,3,13,False,60,9
65,24,11,False,60,9
44,20,15,False,60,9
55,15,10,False,59,9
48,18,22,False,58,9
68,21,19,False,58,9
41,16,16,False,41,9
57,1,1,False,35,9
35,16,9,False,29,9
69,18,21,False,6,9
37,21,20,False,0,9
30,6,2,False,0,9
56,6,3,True,71,70
14,1,2,False,71,70
57,1,1,False,71,70
49,17,4,False,71,70
25,22,10,False,71,70
64,15,16,False,71,70
15,20,13,False,70,70
71,17,11,False,70,70
63,6,7,False,70,70
44,20,18,False,70,70
48,18,22,False,70,70
21,22,12,False,68,70
69,18,19,False,68,70
65,24,6,False,67,70
41,16,15,False,63,70
22,24,5,False,55,70
55,15,17,False,49,70
37,21,21,False,38,70
70,3,14,False,35,70
35,16,9,False,34,70
68,21,20,False,25,70
23,3,8,False,8,70
56,6,5,True,45,10
63,6,4,False,45,10
49,17,2,False,45,10
23,3,11,False,45,10
14,1,3,False,45,10
44,20,7,False,45,10
25,22,13,False,45,10
55,15,21,False,45,10
48,18,15,False,45,10
69,18,19,False,44,10
65,24,17,False,40,10
37,21,20,False,37,10
57,1,1,False,25,10
70,3,14,False,21,10
41,16,18,False,20,10
68,21,22,False,15,10
71,17,8,False,13,10
15,20,9,False,10,10
21,22,10,False,7,10
22,24,6,False,6,10
35,16,12,False,0,10
64,15,16,False,0,10
57,1,1,True,77,11
14,1,3,False,77,11
56,6,2,False,77,11
49,17,5,False,77,11
22,24,8,False,77,11
71,17,6,False,77,11
25,22,7,False,77,11
15,20,13,False,76,11
23,3,16,False,76,11
44,20,14,False,76,11
65,24,10,False,76,11
63,6,18,False,75,11
41,16,17,False,75,11
69,18,19,False,75,11
37,21,20,False,75,11
55,15,11,False,74,11
48,18,22,False,74,11
35,16,9,False,60,11
21,22,4,False,52,11
68,21,21,False,26,11
64,15,12,False,19,11
70,3,15,False,10,11
14,1,2,True,44,13
57,1,1,False,44,13
49,17,3,False,44,13
56,6,6,False,44,13
23,3,5,False,44,13
71,17,4,False,44,13
63,6,9,False,44,13
70,3,8,False,44,13
55,15,16,False,44,13
22,24,7,False,44,13
21,22,13,False,44,13
15,20,12,False,44,13
44,20,17,False,44,13
25,22,15,False,44,13
35,16,11,False,43,13
48,18,21,False,43,13
37,21,22,False,35,13
69,18,20,False,33,13
41,16,14,False,33,13
65,24,10,False,27,13
64,15,18,False,19,13
68,21,19,False,0,13
49,17,2,True,53,14
23,3,5,False,53,14
63,6,6,False,53,14
22,24,7,False,53,14
14,1,3,False,53,14
56,6,8,False,53,14
70,3,4,False,53,14
35,16,11,False,53,14
55,15,13,False,53,14
71,17,9,False,53,14
44,20,10,False,52,14
65,24,15,False,40,14
68,21,22,False,35,14
37,21,21,False,35,14
57,1,1,False,29,14
15,20,12,False,29,14
41,16,18,False,25,14
69,18,19,False,23,14
25,22,14,False,11,14
64,15,16,False,1,14
21,22,17,False,1,14
48,18,20,False,0,14
65,24,14,True,66,20
15,20,10,False,66,20
22,24,15,False,66,20
23,3,4,False,66,20
57,1,3,False,66,20
48,18,20,False,66,20
56,6,9,False,66,20
41,16,17,False,65,20
44,20,5,False,65,20
35,16,8,False,61,20
69,18,19,False,53,20
37,21,22,False,52,20
21,22,6,False,48,20
63,6,12,False,44,20
68,21,21,False,42,20
14,1,2,False,37,20
55,15,16,False,35,20
49,17,1,False,32,20
70,3,18,False,10,20
71,17,7,False,0,20
25,22,11,False,0,20
64,15,13,False,0,20
56,6,2,True,56,2
30,6,1,False,56,2
57,1,4,False,56,2
65,24,5,False,56,2
22,24,6,False,56,2
49,17,14,False,56,2
55,15,15,False,56,2
25,22,7,False,56,2
48,18,19,False,55,2
70,3,16,False,55,2
21,22,11,False,52,2
35,16,10,False,48,2
64,15,17,False,44,2
37,21,20,False,30,2
69,18,21,False,15,2
14,1,3,False,14,2
23,3,8,False,7,2
68,21,22,False,7,2
41,16,13,False,6,2
44,20,12,False,5,2
71,17,9,False,0,2
15,20,18,False,0,2
57,1,2,True,53,22
30,6,1,False,53,22
56,6,5,False,53,22
49,17,4,False,53,22
23,3,9,False,53,22
55,15,10,False,52,22
65,24,8,False,52,22
22,24,13,False,52,22
35,16,11,False,52,22
25,22,15,False,52,22
64,15,17,False,52,22
41,16,18,False,52,22
37,21,21,False,51,22
21,22,14,False,47,22
68,21,19,False,43,22
69,18,22,False,43,22
14,1,3,False,39,22
48,18,20,False,31,22
71,17,12,False,21,22
44,20,6,False,19,22
15,20,7,False,3,22
70,3,8,False,0,22
57,1,1,True,58,1
14,1,2,False,58,1
49,3,6,False,57,1
56,6,8,False,57,1
35,3,4,False,57,1
65,15,5,False,57,1
25,22,11,False,57,1
71,17,10,False,57,1
44,20,21,False,57,1
21,22,7,False,43,1
55,15,12,False,41,1
15,20,15,False,26,1
73,25,19,False,25,1
63,21,16,False,23,1
74,18,17,False,22,1
75,18,22,False,8,1
30,6,3,False,5,1
64,21,20,False,2,1
23,17,9,False,1,1
76,24,18,False,1,1
68,25,13,False,1,1
22,24,14,False,0,1
57,1,1,True,72,18
14,1,2,False,72,18
30,6,4,False,72,18
25,22,5,False,72,18
49,3,3,False,71,18
21,22,7,False,71,18
35,3,10,False,71,18
56,6,6,False,71,18
55,15,15,False,71,18
76,24,16,False,70,18
65,15,14,False,67,18
71,17,11,False,70,18
44,20,9,False,63,18
22,24,13,False,56,18
73,25,21,False,52,18
74,18,19,False,44,18
64,21,22,False,26,18
68,25,17,False,19,18
63,21,20,False,18,18
15,20,12,False,17,18
75,18,18,False,3,18
23,17,8,False,0,18
30,6,2,True,72,25
57,1,3,False,72,25
56,6,4,False,72,25
25,22,8,False,72,25
55,15,11,False,72,25
14,1,1,False,72,25
21,22,10,False,72,25
71,17,9,False,71,25
49,3,6,False,71,25
22,24,14,False,70,25
15,20,16,False,70,25
68,25,13,False,70,25
75,18,19,False,69,25
73,25,21,False,68,25
44,20,15,False,65,25
74,18,20,False,63,25
35,3,7,False,52,25
65,15,12,False,46,25
23,17,5,False,22,25
63,21,17,False,18,25
76,24,22,False,17,25
64,21,18,False,13,25
14,1,1,True,62,21
30,6,3,False,62,21
56,6,4,False,62,21
35,3,6,False,62,21
49,3,8,False,62,21
55,15,12,False,61,21
23,17,9,False,60,21
74,18,19,False,60,21
63,21,14,False,60,21
71,17,7,False,57,21
44,20,13,False,56,21
73,25,22,False,48,21
68,25,15,False,40,21
15,20,16,False,34,21
75,18,21,False,27,21
64,21,18,False,18,21
57,1,2,False,17,21
21,22,10,False,17,21
25,22,5,False,17,21
65,15,11,False,12,21
76,24,20,False,8,21
22,24,17,False,0,21
57,1,1,True,65,4
14,1,2,False,65,4
30,6,3,False,65,4
25,22,5,False,65,4
22,24,9,False,64,4
35,3,10,False,64,4
65,15,7,False,64,4
49,3,13,False,63,4
15,20,16,False,63,4
55,15,14,False,63,4
23,17,11,False,63,4
76,24,18,False,63,4
68,25,21,False,63,4
75,18,20,False,63,4
74,18,19,False,63,4
44,20,12,False,60,4
71,17,8,False,46,4
56,6,6,False,28,4
21,22,4,False,28,4
63,21,17,False,21,4
64,21,15,False,20,4
57,1,1,True,78,6
21,22,3,False,78,6
56,6,7,False,78,6
63,21,8,False,78,6
35,3,13,False,77,6
64,21,12,False,77,6
65,15,9,False,77,6
71,17,15,False,76,6
75,18,19,False,76,6
30,6,4,False,76,6
68,25,20,False,76,6
55,15,11,False,72,6
15,20,10,False,56,6
44,20,18,False,49,6
23,17,16,False,44,6
25,22,6,False,42,6
76,24,17,False,30,6
14,1,2,False,17,6
22,24,14,False,11,6
49,3,5,False,5,6
74,18,21,False,0,6
73,25,0,False,0,6
30,6,3,True,69,7
21,22,4,False,69,7
56,6,8,False,69,7
25,22,11,False,69,7
22,24,13,False,69,7
76,24,20,False,68,7
75,18,18,False,68,7
73,25,22,False,68,7
64,21,19,False,68,7
35,3,6,False,63,7
74,18,21,False,53,7
71,17,10,False,42,7
44,20,15,False,39,7
49,3,7,False,20,7
14,1,1,False,18,7
65,15,12,False,18,7
63,21,17,False,18,7
57,1,2,False,0,7
23,17,5,False,0,7
55,15,9,False,0,7
15,20,14,False,0,7
68,25,16,False,0,7
30,6,2,True,71,8
56,6,4,False,71,8
57,1,1,False,71,8
35,3,5,False,71,8
25,22,10,False,70,8
14,1,3,False,70,8
55,15,11,False,70,8
65,15,13,False,70,8
21,22,9,False,70,8
22,24,14,False,69,8
44,20,16,False,69,8
50,24,15,False,69,8
63,21,19,False,69,8
64,21,17,False,69,8
49,3,8,False,68,8
23,17,6,False,68,8
75,18,21,False,65,8
68,25,20,False,60,8
15,20,12,False,55,8
74,18,22,False,41,8
71,17,7,False,19,8
73,25,18,False,16,8
30,6,2,True,60,9
57,1,1,False,60,9
56,6,5,False,60,9
25,22,11,False,59,9
21,22,10,False,59,9
23,17,21,False,59,9
35,3,3,False,59,9
75,18,19,False,58,9
68,25,17,False,56,9
55,15,8,False,53,9
64,21,12,False,45,9
44,20,22,False,40,9
22,24,16,False,39,9
50,24,15,False,38,9
14,1,4,False,37,9
15,20,14,False,37,9
73,25,20,False,29,9
74,18,18,False,29,9
65,15,9,False,27,9
63,21,13,False,27,9
49,3,6,False,15,9
71,17,7,False,13,9
57,1,3,True,71,70
14,1,14,False,71,70
30,6,4,False,71,70
56,6,8,False,71,70
23,17,9,False,71,70
35,3,11,False,71,70
71,17,15,False,71,70
65,15,18,False,70,70
25,22,17,False,70,70
15,20,16,False,70,70
75,18,21,False,70,70
73,25,22,False,69,70
50,24,12,False,51,70
74,18,19,False,30,70
21,22,1,False,21,70
55,15,2,False,21,70
49,3,7,False,16,70
22,24,5,False,8,70
64,21,13,False,3,70
63,21,6,False,1,70
44,20,10,False,0,70
68,25,20,False,0,70
57,1,1,True,45,10
14,1,2,False,45,10
35,3,3,False,45,10
71,17,5,False,45,10
30,6,9,False,45,10
23,17,4,False,45,10
21,22,8,False,45,10
56,6,6,False,45,10
49,3,10,False,45,10
55,15,11,False,45,10
25,22,7,False,45,10
15,20,14,False,44,10
68,25,15,False,44,10
63,21,17,False,44,10
44,20,16,False,44,10
74,18,21,False,43,10
65,15,12,False,37,10
75,18,20,False,36,10
22,24,13,False,27,10
50,24,19,False,24,10
64,21,18,False,2,10
30,6,3,True,77,11
14,1,2,False,77,11
35,3,6,False,77,11
71,17,4,False,77,11
49,3,7,False,77,11
57,1,1,False,76,11
55,15,11,False,76,11
21,22,8,False,76,11
23,17,10,False,76,11
65,15,15,False,76,11
64,21,12,False,74,11
44,20,20,False,74,11
50,24,17,False,74,11
68,25,18,False,74,11
75,18,19,False,74,11
25,22,9,False,69,11
22,24,14,False,54,11
15,20,16,False,28,11
63,21,13,False,18,11
56,6,5,False,13,11
74,18,21,False,13,11
71,17,3,True,44,13
23,17,8,False,44,13
55,15,10,False,44,13
49,3,9,False,44,13
64,21,16,False,44,13
15,20,13,False,42,13
14,1,2,False,39,13
75,18,21,False,39,13
21,22,7,False,26,13
30,6,4,False,25,13
56,6,5,False,25,13
74,18,22,False,17,13
35,3,6,False,16,13
68,25,19,False,10,13
50,24,17,False,8,13
57,1,1,False,0,13
25,22,11,False,0,13
65,15,12,False,0,13
22,24,15,False,0,13
44,20,14,False,0,13
63,21,18,False,0,13
73,25,20,False,0,13
30,6,1,True,53,14
56,6,5,False,53,14
23,17,6,False,53,14
57,1,3,False,53,14
55,15,8,False,53,14
71,17,14,False,53,14
49,3,12,False,52,14
21,22,11,False,52,14
68,25,19,False,52,14
22,24,13,False,52,14
74,18,22,False,51,14
73,25,18,False,51,14
15,20,10,False,50,14
50,24,17,False,39,14
35,3,2,False,37,14
63,21,16,False,32,14
25,22,7,False,24,14
14,1,4,False,16,14
44,20,9,False,15,14
75,18,21,False,13,14
65,15,15,False,12,14
64,21,20,False,10,14
57,1,3,True,67,20
30,6,1,False,67,20
14,1,5,False,67,20
56,6,2,False,67,20
49,3,7,False,67,20
21,22,4,False,67,20
25,22,8,False,67,20
35,3,9,False,66,20
71,17,10,False,66,20
55,15,11,False,66,20
22,24,12,False,65,20
44,20,15,False,65,20
50,24,18,False,65,20
63,21,16,False,65,20
75,18,20,False,65,20
68,25,19,False,65,20
74,18,21,False,56,20
23,17,6,False,53,20
65,15,13,False,37,20
73,25,22,False,36,20
15,20,14,False,6,20
64,21,17,False,6,20
57,1,2,True,51,22
56,6,4,False,51,22
14,1,3,False,51,22
71,17,8,False,51,22
49,3,5,False,51,22
35,3,6,False,51,22
55,15,12,False,51,22
21,22,10,False,51,22
25,22,9,False,50,22
65,15,11,False,50,22
44,20,13,False,50,22
15,20,14,False,48,22
75,18,20,False,40,22
30,6,1,False,31,22
68,25,17,False,28,22
74,18,21,False,28,22
22,24,16,False,25,22
50,24,19,False,21,22
63,21,15,False,14,22
23,17,7,False,13,22
64,21,18,False,2,22
73,25,0,False,0,22
14,1,4,True,58,1
30,6,3,False,58,1
57,1,6,False,58,1
77,22,10,False,58,1
44,20,9,False,58,1
78,15,13,False,58,1
75,20,16,False,56,1
49,3,2,False,55,1
15,18,17,False,55,1
64,21,22,False,54,1
22,24,11,False,49,1
63,25,18,False,42,1
76,24,19,False,36,1
55,22,8,False,34,1
79,18,15,False,32,1
21,17,14,False,14,1
50,25,21,False,2,1
23,17,12,False,1,1
35,3,1,False,0,1
56,6,5,False,0,1
65,15,7,False,0,1
71,21,20,False,0,1
80,26,23,False,0,1
73,26,24,False,0,1
35,3,1,True,72,18
77,22,3,False,72,18
44,20,5,False,72,18
57,1,4,False,72,18
30,6,2,False,72,18
55,22,6,False,72,18
65,15,13,False,72,18
21,17,7,False,72,18
49,3,8,False,72,18
14,1,12,False,71,18
78,15,19,False,71,18
15,18,17,False,71,18
63,25,22,False,71,18
75,20,15,False,71,18
50,25,21,False,70,18
56,6,14,False,70,18
71,21,9,False,68,18
79,18,18,False,67,18
23,17,10,False,52,18
22,24,11,False,16,18
64,21,16,False,15,18
76,24,20,False,0,18
35,3,1,True,72,25
56,6,7,False,72,25
23,17,6,False,72,25
65,15,8,False,72,25
57,1,17,False,72,25
77,22,12,False,72,25
55,22,11,False,72,25
63,25,19,False,71,25
15,18,18,False,71,25
76,24,15,False,66,25
78,15,14,False,63,25
64,21,22,False,50,25
75,20,20,False,49,25
50,25,16,False,43,25
79,18,21,False,37,25
71,21,13,False,33,25
21,17,9,False,24,25
22,24,5,False,24,25
44,20,3,False,18,25
49,3,2,False,5,25
30,6,4,False,0,25
14,1,10,False,0,25
49,3,2,True,62,21
30,6,3,False,62,21
56,6,9,False,62,21
21,17,6,False,62,21
55,22,14,False,61,21
57,1,8,False,61,21
78,15,12,False,61,21
44,20,4,False,61,21
63,25,19,False,60,21
50,25,21,False,60,21
79,18,22,False,59,21
64,21,17,False,53,21
35,3,1,False,40,21
14,1,10,False,38,21
22,24,13,False,32,21
65,15,7,False,18,21
23,17,5,False,17,21
75,20,18,False,11,21
71,21,15,False,11,21
77,22,11,False,4,21
76,24,16,False,2,21
15,18,20,False,0,21
30,6,2,True,62,6
22,24,10,False,62,6
56,6,15,False,62,6
44,20,12,False,62,6
63,25,14,False,61,6
21,17,4,False,61,6
76,24,19,False,61,6
50,25,22,False,60,6
77,22,17,False,60,6
79,18,20,False,60,6
49,3,1,False,39,6
75,20,21,False,36,6
78,15,11,False,24,6
55,22,9,False,16,6
35,3,3,False,16,6
23,17,6,False,10,6
65,15,7,False,9,6
15,18,18,False,7,6
14,1,5,False,1,6
57,1,8,False,1,6
71,21,13,False,1,6
64,21,16,False,0,6
35,3,1,True,64,4
44,20,12,False,64,4
55,22,4,False,64,4
30,6,7,False,64,4
65,15,10,False,64,4
14,1,3,False,64,4
57,1,5,False,64,4
49,3,2,False,64,4
21,17,8,False,64,4
77,22,6,False,64,4
50,25,19,False,63,4
56,6,11,False,63,4
76,24,22,False,63,4
81,15,13,False,62,4
15,18,18,False,62,4
64,21,21,False,53,4
23,17,9,False,50,4
22,24,17,False,37,4
63,25,14,False,35,4
75,20,16,False,34,4
71,21,15,False,17,4
79,18,20,False,11,4
30,6,1,True,54,7
55,22,8,False,54,7
21,17,6,False,54,7
49,3,4,False,54,7
65,15,13,False,54,7
75,20,19,False,54,7
14,1,5,False,54,7
64,21,16,False,53,7
71,21,15,False,53,7
81,15,18,False,53,7
44,20,10,False,51,7
63,25,17,False,46,7
50,25,14,False,42,7
25,22,11,False,35,7
22,24,3,False,33,7
15,18,20,False,32,7
23,17,7,False,14,7
79,18,22,False,5,7
35,3,2,False,1,7
57,1,9,False,0,7
56,6,12,False,0,7
76,24,21,False,0,7
30,6,1,True,72,8
49,3,2,False,72,8
56,6,5,False,72,8
35,3,4,False,72,8
55,22,8,False,72,8
23,17,3,False,72,8
14,1,9,False,71,8
65,15,14,False,71,8
21,17,11,False,71,8
15,20,6,False,70,8
79,18,21,False,70,8
71,21,17,False,69,8
63,25,19,False,61,8
25,22,7,False,60,8
64,21,16,False,58,8
82,15,20,False,40,8
22,24,13,False,36,8
76,24,15,False,33,8
57,1,10,False,18,8
50,25,18,False,15,8
75,20,12,False,7,8
58,18,22,False,5,8
35,3,1,True,59,9
55,22,11,False,59,9
25,22,8,False,59,9
14,1,6,False,59,9
23,17,5,False,59,9
71,21,12,False,59,9
21,17,10,False,58,9
15,20,13,False,58,9
82,15,14,False,58,9
58,18,21,False,58,9
75,20,15,False,57,9
57,1,3,False,52,9
76,24,16,False,50,9
50,25,20,False,45,9
56,6,7,False,44,9
63,25,18,False,44,9
65,15,9,False,42,9
30,6,4,False,38,9
22,24,22,False,37,9
64,21,17,False,29,9
49,3,2,False,0,9
79,18,19,False,0,9
77,22,1,True,45,10
30,6,4,False,45,10
57,1,3,False,45,10
15,20,11,False,45,10
23,17,7,False,45,10
55,22,6,False,45,10
75,20,17,False,45,10
71,21,13,False,44,10
82,15,18,False,44,10
50,25,20,False,44,10
21,17,2,False,40,10
22,24,12,False,33,10
63,25,19,False,33,10
35,3,9,False,33,10
76,24,15,False,27,10
79,18,22,False,23,10
65,15,14,False,8,10
64,21,16,False,8,10
14,1,8,False,1,10
49,3,5,False,1,10
56,6,10,False,1,10
58,18,21,False,0,10
35,3,2,True,77,11
71,21,3,False,77,11
65,15,10,False,77,11
30,6,1,False,77,11
23,17,14,False,77,11
75,20,16,False,77,11
15,20,12,False,77,11
77,22,7,False,77,11
56,6,5,False,76,11
79,18,20,False,76,11
55,22,9,False,76,11
58,18,22,False,75,11
63,25,21,False,75,11
14,1,8,False,65,11
50,25,18,False,61,11
64,21,19,False,53,11
21,17,13,False,42,11
49,3,6,False,29,11
22,24,11,False,29,11
57,1,4,False,12,11
81,15,15,False,7,11
76,24,17,False,5,11
30,6,3,True,44,13
21,17,4,False,44,13
49,3,7,False,44,13
65,15,11,False,44,13
35,3,1,False,44,13
77,22,15,False,44,13
64,21,8,False,44,13
55,22,2,False,44,13
81,15,13,False,44,13
56,6,17,False,43,13
63,25,19,False,43,13
76,24,18,False,43,13
71,21,9,False,42,13
79,18,20,False,42,13
15,20,14,False,42,13
57,1,5,False,44,13
50,25,21,False,25,13
23,17,6,False,21,13
14,1,10,False,19,13
58,18,22,False,18,13
22,24,12,False,8,13
75,20,16,False,5,13
14,1,6,True,53,14
55,22,1,False,53,14
49,3,2,False,53,14
21,17,3,False,53,14
35,3,4,False,53,14
30,6,9,False,53,14
77,22,7,False,53,14
56,6,10,False,53,14
57,1,5,False,53,14
15,20,16,False,53,14
75,20,15,False,53,14
81,15,18,False,52,14
22,24,11,False,52,14
58,18,22,False,50,14
71,21,14,False,46,14
23,17,8,False,39,14
65,15,12,False,38,14
63,25,19,False,33,14
76,24,13,False,31,14
50,25,20,False,12,14
79,18,21,False,8,14
64,21,17,False,4,14
35,3,1,True,71,70
14,1,10,False,71,70
49,3,4,False,71,70
21,17,14,False,71,70
23,17,11,False,71,70
30,6,9,False,71,70
71,21,7,False,71,70
65,15,12,False,71,70
81,15,13,False,71,70
77,22,18,False,70,70
79,18,19,False,69,70
50,25,20,False,69,70
64,21,17,False,67,70
22,24,5,False,64,70
15,20,3,False,58,70
76,24,6,False,58,70
75,20,16,False,57,70
63,25,21,False,48,70
56,6,8,False,38,70
55,22,15,False,37,70
57,1,2,False,1,70
58,18,0,False,0,70
35,3,2,True,67,20
55,22,10,False,67,20
49,3,3,False,67,20
77,22,7,False,67,20
64,21,15,False,67,20
44,20,11,False,67,20
65,15,16,False,67,20
71,21,13,False,67,20
81,15,19,False,66,20
63,25,20,False,66,20
50,25,21,False,50,20
57,1,1,False,43,20
22,24,9,False,43,20
14,1,6,False,42,20
76,24,12,False,40,20
56,6,14,False,22,20
75,20,17,False,16,20
30,6,5,False,2,20
58,18,18,False,1,20
79,18,22,False,1,20
21,17,4,False,0,20
23,17,8,False,0,20
30,6,2,True,53,22
49,3,6,False,53,22
56,6,3,False,53,22
57,1,4,False,53,22
55,22,7,False,53,22
65,15,8,False,53,22
21,17,9,False,53,22
77,22,5,False,53,22
23,17,13,False,53,22
14,1,11,False,52,22
71,21,17,False,52,22
64,21,16,False,52,22
50,25,21,False,52,22
35,3,1,False,53,22
58,18,20,False,46,22
63,25,22,False,46,22
44,20,10,False,36,22
75,20,15,False,22,22
79,18,19,False,8,22
22,24,12,False,6,22
76,24,14,False,3,22
81,15,0,False,0,22
57,1,5,True,69,26
14,1,6,False,69,26
35,3,1,False,69,26
77,22,8,False,69,26
56,6,7,False,69,26
49,3,3,False,69,26
44,20,9,False,69,26
65,15,14,False,69,26
76,24,11,False,69,26
75,20,15,False,69,26
21,17,17,False,68,26
63,25,21,False,68,26
55,22,10,False,68,26
82,15,18,False,68,26
58,18,20,False,68,26
50,25,22,False,68,26
79,18,19,False,68,26
30,6,2,False,47,26
71,21,4,False,47,26
23,17,16,False,44,26
22,24,12,False,30,26
64,21,13,False,11,26
71,3,2,True,58,1
35,3,1,False,58,1
56,6,3,False,58,1
77,22,7,False,58,1
57,1,5,False,58,1
63,25,10,False,57,1
44,27,11,False,57,1
49,15,9,False,57,1
73,29,18,False,56,1
64,27,20,False,56,1
79,25,15,False,55,1
83,18,17,False,42,1
30,6,4,False,32,1
21,18,16,False,32,1
22,17,8,False,29,1
14,1,13,False,24,1
50,29,12,False,15,1
55,22,6,False,9,1
84,17,19,False,1,1
65,15,14,False,0,1
69,28,21,False,0,1
85,28,22,False,0,1
71,3,1,True,71,18
55,22,5,False,71,18
30,6,4,False,70,18
57,1,7,False,70,18
63,25,11,False,70,18
44,27,15,False,70,18
56,6,10,False,70,18
64,27,22,False,69,18
79,25,16,False,69,18
83,18,18,False,68,18
69,28,19,False,67,18
84,17,6,False,64,18
22,17,2,False,59,18
49,15,9,False,36,18
14,1,14,False,29,18
65,15,12,False,28,18
35,3,3,False,26,18
77,22,8,False,26,18
85,28,20,False,26,18
73,29,17,False,24,18
50,29,13,False,19,18
58,18,21,False,0,18
71,3,1,True,72,25
35,3,3,False,72,25
55,22,4,False,72,25
22,17,6,False,72,25
56,6,10,False,72,25
50,29,7,False,72,25
14,1,9,False,72,25
44,27,12,False,72,25
65,15,17,False,71,25
85,28,22,False,69,25
77,22,5,False,56,25
30,6,2,False,46,25
83,18,19,False,39,25
63,25,16,False,36,25
84,17,15,False,34,25
58,18,14,False,33,25
49,15,11,False,32,25
64,27,18,False,29,25
79,25,13,False,28,25
73,29,20,False,24,25
69,28,21,False,24,25
57,1,8,False,19,25
35,3,2,True,67,20
30,6,3,False,67,20
14,1,6,False,67,20
71,3,1,False,67,20
22,17,5,False,67,20
84,17,11,False,67,20
65,15,12,False,67,20
57,1,9,False,67,20
77,22,8,False,67,20
64,27,17,False,66,20
73,29,20,False,65,20
83,18,19,False,65,20
21,18,18,False,65,20
63,25,14,False,66,20
79,25,16,False,65,20
49,15,10,False,59,20
50,29,13,False,38,20
44,27,15,False,6,20
56,6,7,False,6,20
55,22,4,False,1,20
85,28,21,False,0,20
69,28,22,False,0,20
71,3,2,True,63,21
30,6,1,False,63,21
77,22,7,False,63,21
56,6,6,False,63,21
22,17,9,False,63,21
55,22,5,False,62,21
64,27,17,False,62,21
57,1,11,False,61,21
83,18,18,False,61,21
69,28,21,False,59,21
35,3,3,False,57,21
44,27,13,False,54,21
79,25,16,False,45,21
14,1,4,False,44,21
73,29,20,False,40,21
50,29,14,False,38,21
84,17,12,False,36,21
49,15,10,False,32,21
21,18,19,False,30,21
65,15,15,False,25,21
63,25,8,False,23,21
85,28,22,False,0,21
44,27,14,True,75,6
14,1,5,False,75,6
65,15,13,False,75,6
49,15,9,False,74,6
63,25,11,False,70,6
57,1,8,False,70,6
56,6,7,False,68,6
35,3,10,False,66,6
55,22,3,False,60,6
69,28,21,False,60,6
71,3,2,False,40,6
84,17,16,False,30,6
77,22,4,False,9,6
64,27,17,False,5,6
73,29,20,False,3,6
79,25,15,False,2,6
30,6,1,False,0,6
22,17,6,False,0,6
83,18,19,False,0,6
21,18,18,False,0,6
50,29,12,False,0,6
85,28,22,False,0,6
30,6,3,True,65,4
55,22,4,False,65,4
35,3,2,False,65,4
49,15,11,False,64,4
57,1,10,False,64,4
64,27,17,False,63,4
50,29,13,False,47,4
22,17,7,False,45,4
77,22,5,False,44,4
65,15,9,False,20,4
84,17,15,False,17,4
63,25,12,False,16,4
71,3,1,False,10,4
79,25,16,False,8,4
56,6,6,False,1,4
44,27,8,False,1,4
21,18,19,False,1,4
14,1,14,False,0,4
73,29,20,False,0,4
83,18,18,False,0,4
69,28,21,False,0,4
85,28,22,False,0,4
71,3,1,True,69,7
35,3,2,False,69,7
55,22,4,False,69,7
14,1,10,False,69,7
57,1,6,False,68,7
84,17,9,False,68,7
65,15,15,False,68,7
21,18,16,False,67,7
83,18,19,False,44,7
69,28,20,False,44,7
