driverId,constructorId,grid,positionOrder,laps,circuitId,numStops
17,9,4,0,78,6,1
18,1,9,0,78,6,1
20,9,3,0,78,6,1
154,208,13,0,63,6,2
807,15,11,0,78,6,1
813,3,16,0,44,6,2
814,10,17,0,78,6,1
815,1,7,0,72,6,1
817,5,12,0,61,6,1
818,5,10,0,78,6,1
820,206,22,0,78,6,3
821,15,19,0,78,6,2
822,3,14,0,78,6,1
823,207,15,0,78,6,3
824,206,20,0,58,6,2
1,131,2,0,70,7,2
3,131,4,0,70,7,3
4,6,6,0,70,7,2
8,208,10,0,69,7,1
13,6,16,0,69,7,2
16,10,8,0,69,7,3
17,9,5,0,70,7,2
18,1,14,0,69,7,1
20,9,1,1,70,7,2
154,208,22,0,69,7,2
807,15,9,0,45,7,2
813,3,13,0,68,7,3
814,10,17,0,69,7,1
815,1,12,0,69,7,2
817,5,11,0,68,7,2
818,5,7,0,69,7,2
819,207,18,0,67,7,2
820,206,20,0,67,7,1
821,15,15,0,63,7,2
822,3,3,0,69,7,2
823,207,21,0,43,7,4
824,206,19,0,68,7,1
1,131,1,0,52,9,2
3,131,2,1,52,9,3
4,6,9,0,52,9,3
8,208,8,0,52,9,2
13,6,11,0,52,9,4
16,10,6,0,52,9,2
17,9,4,0,52,9,3
18,1,10,0,52,9,2
20,9,3,0,41,9,2
154,208,7,0,51,9,3
807,15,14,0,52,9,3
813,3,15,0,52,9,2
814,10,21,0,52,9,3
815,1,13,0,46,9,2
817,5,5,0,52,9,2
818,5,12,0,35,9,2
819,207,18,0,52,9,2
820,206,20,0,52,9,2
821,15,17,0,52,9,4
822,3,16,0,52,9,2
823,207,22,0,52,9,3
824,206,19,0,52,9,2
1,131,1,0,60,20,3
3,131,11,0,60,20,3
4,6,8,0,60,20,3
8,208,4,0,60,20,3
16,10,15,0,60,20,3
17,9,3,0,60,20,3
18,1,9,0,60,20,2
20,9,2,1,60,20,3
154,208,5,0,60,20,3
807,15,10,0,60,20,3
813,3,18,0,60,20,2
814,10,12,0,60,20,2
815,1,13,0,60,20,2
817,5,6,0,60,20,3
818,5,16,0,22,20,1
819,207,22,0,59,20,3
820,206,21,0,59,20,4
821,15,14,0,60,20,3
822,3,17,0,59,20,2
823,207,20,0,59,20,3
824,206,19,0,21,20,2
1,131,1,1,70,11,3
3,131,4,0,64,11,3
4,6,5,0,70,11,3
8,208,6,0,70,11,2
13,6,7,0,70,11,3
17,9,10,0,70,11,3
18,1,13,0,70,11,2
20,9,2,0,70,11,3
154,208,3,0,70,11,4
807,15,12,0,69,11,3
813,3,15,0,69,11,3
814,10,18,0,66,11,3
815,1,9,0,69,11,2
817,5,8,0,69,11,2
818,5,14,0,69,11,3
819,207,19,0,68,11,2
820,206,22,0,67,11,3
821,15,17,0,28,11,1
822,3,16,0,42,11,2
823,207,20,0,68,11,3
824,206,21,0,67,11,3
1,131,1,0,44,13,2
3,131,4,0,44,13,2
4,6,9,0,44,13,2
8,208,8,0,25,13,1
13,6,10,0,44,13,2
16,10,12,0,44,13,2
17,9,3,0,44,13,2
18,1,6,0,44,13,2
20,9,2,1,44,13,2
154,208,7,0,44,13,1
807,15,11,0,44,13,2
813,3,17,0,43,13,3
814,10,5,0,26,13,2
815,1,13,0,44,13,2
817,5,19,0,44,13,2
818,5,18,0,44,13,2
820,206,16,0,42,13,3
821,15,21,0,44,13,3
822,3,20,0,44,13,2
823,207,14,0,43,13,2
824,206,15,0,43,13,2
1,131,12,0,53,14,2
3,131,6,0,53,14,1
4,6,5,0,53,14,1
8,208,11,0,53,14,2
13,6,4,0,53,14,1
16,10,17,0,52,14,1
17,9,2,0,53,14,1
18,1,9,0,53,14,1
20,9,1,1,53,14,1
154,208,13,0,53,14,1
807,15,3,0,53,14,1
813,3,14,0,53,14,1
815,1,8,0,53,14,1
817,5,7,0,53,14,1
819,207,20,0,52,14,2
820,206,22,0,52,14,1
821,15,16,0,53,14,1
822,3,18,0,53,14,1
823,207,19,0,52,14,2
824,206,21,0,52,14,1
1,131,5,0,61,15,2
3,131,2,0,61,15,2
4,6,7,0,61,15,2
8,208,13,0,61,15,2
13,6,6,0,61,15,3
16,10,15,0,61,15,3
17,9,4,0,60,15,2
18,1,8,0,61,15,2
20,9,1,1,61,15,2
154,208,3,0,37,15,3
807,15,11,0,61,15,2
813,3,18,0,61,15,3
814,10,17,0,54,15,2
815,1,14,0,61,15,2
817,5,9,0,23,15,1
818,5,12,0,61,15,3
819,207,19,0,60,15,3
820,206,22,0,60,15,3
821,15,10,0,61,15,2
822,3,16,0,61,15,3
823,207,20,0,60,15,3
824,206,21,0,60,15,4
1,131,2,0,55,35,2
3,131,4,0,55,35,2
4,6,5,0,55,35,2
8,208,9,0,55,35,2
13,6,6,0,55,35,2
16,10,14,0,50,35,4
17,9,13,0,36,35,3
18,1,11,0,55,35,2
20,9,1,1,55,35,2
154,208,3,0,55,35,2
807,15,7,0,55,35,2
813,3,18,0,55,35,2
814,10,15,0,24,35,2
815,1,10,0,55,35,2
817,5,12,0,52,35,2
818,5,16,0,53,35,3
819,207,19,0,55,35,2
820,206,21,0,55,35,2
821,15,8,0,55,35,2
822,3,17,0,55,35,2
823,207,20,0,55,35,3
824,206,22,0,55,35,2
1,131,3,0,7,22,1
3,131,6,0,53,22,4
4,6,8,0,53,22,2
8,208,9,0,53,22,2
13,6,5,0,53,22,3
16,10,22,0,52,22,2
17,9,1,0,53,22,3
18,1,10,0,53,22,3
20,9,2,1,53,22,2
154,208,4,0,53,22,2
807,15,7,0,53,22,2
813,3,15,0,52,22,2
814,10,12,0,53,22,2
815,1,11,0,52,22,3
817,5,16,0,52,22,3
818,5,17,0,52,22,3
819,207,20,0,52,22,3
820,206,18,0,52,22,2
821,15,14,0,53,22,2
822,3,13,0,52,22,2
1,131,3,0,60,68,2
3,131,2,0,60,68,2
4,6,8,0,60,68,3
8,208,6,0,60,68,2
13,6,5,0,60,68,2
16,10,13,0,60,68,1
17,9,4,0,39,68,2
18,1,10,0,59,68,3
20,9,1,1,60,68,2
154,208,17,0,60,68,1
807,15,7,0,54,68,3
813,3,18,0,60,68,2
814,10,12,0,60,68,2
815,1,9,0,60,68,2
817,5,11,0,60,68,2
818,5,14,0,59,68,2
819,207,21,0,35,68,2
820,206,22,0,58,68,2
821,15,16,0,59,68,3
822,3,15,0,59,68,2
824,206,19,0,58,68,2
1,131,4,0,55,24,2
3,131,3,0,55,24,2
4,6,10,0,55,24,2
13,6,7,0,55,24,2
16,10,17,0,55,24,1
17,9,1,0,55,24,2
18,1,12,0,55,24,2
20,9,2,1,55,24,2
154,208,6,0,55,24,2
807,15,5,0,54,24,3
813,3,14,0,55,24,2
814,10,11,0,55,24,1
815,1,8,0,55,24,2
817,5,9,0,54,24,2
818,5,13,0,54,24,2
819,207,19,0,54,24,2
820,206,20,0,53,24,2
821,15,16,0,55,24,2
822,3,15,0,54,24,2
823,207,18,0,54,24,2
824,206,21,0,53,24,2
1,131,5,0,56,69,1
3,131,12,0,56,69,1
4,6,6,0,56,69,1
5,208,8,0,56,69,2
13,6,13,0,56,69,2
17,9,2,0,56,69,1
18,1,15,0,56,69,1
20,9,1,1,56,69,1
154,208,3,0,56,69,1
807,15,4,0,56,69,1
813,3,17,0,55,69,1
814,10,11,0,56,69,2
815,1,7,0,56,69,1
817,5,10,0,56,69,1
818,5,14,0,56,69,1
819,207,22,0,55,69,2
820,206,21,0,54,69,2
821,15,20,0,56,69,2
822,3,9,0,56,69,1
823,207,18,0,55,69,1
824,206,19,0,55,69,1
1,131,5,0,71,18,3
3,131,2,0,71,18,2
4,6,3,0,71,18,2
5,208,11,0,70,18,2
13,6,9,0,71,18,3
16,10,15,0,70,18,3
17,9,4,0,71,18,2
18,1,14,0,71,18,2
20,9,1,1,71,18,2
807,15,10,0,71,18,2
813,3,16,0,70,18,2
814,10,12,0,70,18,2
815,1,19,0,71,18,2
817,5,7,0,70,18,2
818,5,8,0,70,18,3
819,207,18,0,58,18,1
820,206,22,0,69,18,3
821,15,17,0,70,18,2
822,3,13,0,45,18,2
823,207,20,0,69,18,3
824,206,21,0,69,18,2
3,131,3,1,57,1,2
4,6,5,0,57,1,2
8,6,11,0,57,1,2
16,15,13,0,56,1,1
18,1,10,0,57,1,2
154,208,22,0,43,1,2
807,10,7,0,57,1,2
813,208,21,0,29,1,1
815,10,16,0,57,1,3
817,9,2,0,57,1,2
818,5,6,0,57,1,2
820,206,17,0,55,1,2
821,15,20,0,56,1,2
822,3,15,0,57,1,2
824,206,18,0,49,1,2
825,1,4,0,57,1,2
826,5,8,0,57,1,2
828,207,19,0,27,1,1
1,131,1,1,56,2,3
3,131,3,0,56,2,3
4,6,4,0,56,2,3
8,6,6,0,55,2,3
13,3,13,0,56,2,3
16,15,17,0,32,2,2
18,1,10,0,56,2,3
20,9,2,0,56,2,3
154,208,15,0,55,2,3
155,207,20,0,55,2,2
807,10,7,0,56,2,2
817,9,5,0,49,2,5
818,5,9,0,18,2,2
820,206,21,0,54,2,3
821,15,12,0,35,2,2
822,3,18,0,56,2,3
824,206,19,0,8,2,1
825,1,8,0,55,2,3
826,5,11,0,55,2,3
828,207,22,0,54,2,3
1,131,2,1,57,3,2
3,131,1,0,57,3,2
4,6,9,0,57,3,3
8,6,5,0,57,3,3
13,3,7,0,57,3,3
16,15,22,0,17,3,2
18,1,6,0,55,3,2
20,9,10,0,57,3,2
154,208,16,0,57,3,3
155,207,18,0,57,3,2
807,10,11,0,57,3,2
813,208,17,0,57,3,4
815,10,4,0,57,3,2
817,9,13,0,57,3,2
818,5,14,0,18,3,2
820,206,21,0,57,3,3
821,15,15,0,39,3,2
822,3,3,0,57,3,3
824,206,19,0,56,3,5
825,1,8,0,40,3,3
826,5,12,0,57,3,3
828,207,20,0,33,3,2
1,131,1,1,54,17,2
3,131,4,0,54,17,2
4,6,5,0,54,17,2
8,6,11,0,54,17,2
13,3,6,0,53,17,2
18,1,12,0,53,17,2
20,9,3,0,54,17,2
154,208,10,0,28,17,1
155,207,18,0,53,17,3
807,10,8,0,54,17,2
813,208,22,0,53,17,2
815,10,16,0,54,17,2
817,9,2,0,54,17,2
818,5,9,0,53,17,2
820,206,21,0,52,17,3
821,15,17,0,53,17,3
822,3,7,0,54,17,2
824,206,19,0,53,17,2
825,1,15,0,53,17,2
826,5,13,0,53,17,2
828,207,20,0,52,17,3
1,131,1,1,66,4,2
3,131,2,0,66,4,2
4,6,7,0,66,4,3
8,6,6,0,65,4,2
13,3,9,0,65,4,3
16,15,16,0,65,4,2
18,1,8,0,65,4,2
20,9,15,0,66,4,3
154,208,5,0,65,4,2
155,207,20,0,34,4,1
807,10,10,0,65,4,2
813,208,22,0,65,4,2
815,10,11,0,65,4,2
817,9,3,0,66,4,2
818,5,21,0,24,4,1
820,206,17,0,64,4,3
821,15,13,0,65,4,3
822,3,4,0,66,4,2
824,206,18,0,64,4,2
825,1,14,0,65,4,2
826,5,12,0,65,4,3
828,207,19,0,64,4,2
1,131,2,0,78,6,1
3,131,1,1,78,6,1
4,6,5,0,78,6,1
8,6,6,0,77,6,3
13,3,16,0,77,6,1
16,15,18,0,23,6,1
18,1,12,0,77,6,1
20,9,4,0,5,6,1
154,208,14,0,77,6,2
155,207,20,0,75,6,2
807,10,11,0,77,6,1
817,9,3,0,78,6,1
818,5,7,0,50,6,2
820,206,19,0,75,6,3
821,15,17,0,59,6,1
822,3,13,0,55,6,1
824,206,21,0,77,6,1
825,1,8,0,77,6,1
828,207,22,0,77,6,2
1,131,2,0,46,7,2
3,131,1,0,70,7,2
4,6,7,0,70,7,2
8,6,10,0,70,7,2
13,3,5,0,69,7,2
16,15,16,0,69,7,2
18,1,9,0,70,7,2
20,9,3,0,70,7,2
154,208,14,0,59,7,2
807,10,11,0,70,7,1
815,10,13,0,69,7,1
817,9,6,1,70,7,2
818,5,8,0,70,7,2
821,15,22,0,64,7,3
822,3,4,0,70,7,2
825,1,12,0,70,7,2
826,5,15,0,47,7,2
1,131,9,0,71,70,2
3,131,3,1,71,70,2
4,6,4,0,71,70,2
8,6,8,0,71,70,2
13,3,1,0,71,70,2
16,15,16,0,70,70,2
18,1,11,0,71,70,2
20,9,12,0,34,70,2
154,208,22,0,70,70,2
155,207,19,0,69,70,1
807,10,10,0,71,70,2
813,208,13,0,70,70,2
815,10,15,0,71,70,2
817,9,5,0,71,70,2
818,5,14,0,59,70,2
820,206,21,0,69,70,1
821,15,17,0,69,70,3
822,3,2,0,71,70,2
824,206,18,0,69,70,1
825,1,6,0,71,70,2
826,5,7,0,24,70,1
828,207,20,0,69,70,2
1,131,6,1,52,9,2
3,131,1,0,28,9,1
4,6,16,0,52,9,1
16,15,13,0,51,9,1
18,1,3,0,52,9,1
20,9,2,0,52,9,2
154,208,11,0,51,9,1
155,207,22,0,50,9,2
807,10,4,0,52,9,1
813,208,20,0,49,9,1
815,10,7,0,51,9,1
817,9,8,0,52,9,1
818,5,10,0,51,9,1
820,206,17,0,50,9,3
822,3,14,0,52,9,1
824,206,12,0,51,9,1
825,1,5,0,52,9,1
826,5,9,0,52,9,2
1,131,20,0,67,10,3
3,131,1,1,67,10,2
4,6,7,0,67,10,3
8,6,12,0,66,10,3
16,15,15,0,47,10,3
18,1,11,0,67,10,3
20,9,6,0,67,10,3
154,208,14,0,26,10,1
155,207,19,0,65,10,3
807,10,9,0,67,10,2
813,208,18,0,66,10,2
815,10,10,0,66,10,3
817,9,5,0,67,10,3
818,5,13,0,66,10,3
820,206,21,0,65,10,3
821,15,16,0,66,10,3
822,3,2,0,67,10,2
824,206,17,0,66,10,2
825,1,4,0,66,10,3
826,5,8,0,44,10,2
828,207,22,0,65,10,3
1,131,22,0,70,11,2
3,131,1,0,70,11,3
4,6,5,0,70,11,2
8,6,16,0,70,11,2
13,3,6,0,70,11,3
16,15,11,0,70,11,2
18,1,7,0,70,11,3
20,9,2,0,70,11,2
154,208,14,0,11,11,1
155,207,17,0,26,11,1
807,10,9,0,16,11,1
813,208,20,0,70,11,3
815,10,12,0,23,11,1
817,9,4,1,70,11,3
818,5,8,0,70,11,2
820,206,18,0,69,11,2
821,15,13,0,33,11,1
822,3,3,0,70,11,3
824,206,15,0,69,11,3
825,1,21,0,70,11,2
826,5,10,0,69,11,2
1,131,2,0,38,13,3
3,131,1,0,44,13,3
4,6,4,0,44,13,2
8,6,8,0,44,13,2
13,3,9,0,44,13,3
16,15,14,0,44,13,3
18,1,10,0,44,13,2
20,9,3,0,44,13,3
154,208,15,0,33,13,3
807,10,18,0,44,13,2
815,10,13,0,44,13,2
817,9,5,1,44,13,2
818,5,12,0,44,13,2
820,206,19,0,43,13,2
821,15,20,0,44,13,2
822,3,6,0,44,13,2
824,206,16,0,39,13,2
825,1,7,0,44,13,2
826,5,11,0,44,13,2
828,207,22,0,43,13,2
1,131,1,1,53,14,1
3,131,2,0,53,14,1
4,6,7,0,28,14,1
8,6,11,0,53,14,1
13,3,4,0,53,14,1
16,15,14,0,52,14,1
18,1,6,0,53,14,1
20,9,8,0,53,14,1
154,208,17,0,52,14,1
155,207,18,0,52,14,1
807,10,13,0,53,14,1
813,208,16,0,52,14,1
815,10,10,0,53,14,1
817,9,9,0,53,14,1
818,5,12,0,53,14,1
821,15,15,0,51,14,3
822,3,3,0,53,14,1
824,206,19,0,52,14,1
825,1,5,0,53,14,1
826,5,21,0,53,14,1
828,207,22,0,51,14,1
1,131,1,1,60,15,3
4,6,5,0,60,15,3
8,6,7,0,60,15,3
13,3,6,0,60,15,2
16,15,17,0,40,15,3
18,1,11,0,52,15,2
20,9,4,0,60,15,2
154,208,16,0,60,15,3
807,10,13,0,60,15,3
813,208,18,0,60,15,4
815,10,15,0,60,15,4
817,9,3,0,60,15,2
818,5,12,0,60,15,3
820,206,21,0,59,15,3
821,15,14,0,17,15,1
822,3,8,0,60,15,2
824,206,19,0,60,15,3
825,1,9,0,60,15,3
826,5,10,0,60,15,3
828,207,22,0,60,15,2
1,131,2,1,44,22,3
3,131,1,0,44,22,3
4,6,5,0,2,22,1
8,6,10,0,43,22,5
13,3,4,0,44,22,3
16,15,14,0,40,22,4
18,1,8,0,44,22,4
20,9,9,0,44,22,3
154,208,16,0,43,22,5
155,207,19,0,43,22,5
807,10,13,0,44,22,4
813,208,22,0,43,22,4
815,10,11,0,43,22,4
817,9,6,0,44,22,3
818,5,20,0,44,22,3
820,206,21,0,43,22,3
821,15,15,0,43,22,3
822,3,3,0,44,22,3
824,206,18,0,41,22,3
825,1,7,0,43,22,5
826,5,12,0,43,22,4
828,207,17,0,43,22,4
1,131,1,1,53,71,1
3,131,2,0,53,71,1
4,6,7,0,53,71,1
8,6,8,0,53,71,1
13,3,18,0,53,71,2
16,15,14,0,52,71,1
18,1,4,0,53,71,1
20,9,10,0,53,71,1
154,208,15,0,52,71,1
807,10,17,0,53,71,1
813,208,21,0,52,71,1
815,10,12,0,53,71,1
817,9,6,0,53,71,1
818,5,9,0,53,71,1
820,206,20,0,9,71,1
821,15,13,0,52,71,1
822,3,3,0,53,71,1
825,1,11,0,53,71,1
826,5,5,0,52,71,2
828,207,16,0,51,71,2
1,131,2,1,56,69,2
3,131,1,0,56,69,2
4,6,6,0,56,69,2
8,6,8,0,55,69,3
13,3,4,0,56,69,2
18,1,12,0,55,69,2
20,9,18,0,56,69,4
154,208,16,0,55,69,2
807,10,13,0,16,69,1
813,208,10,0,56,69,2
817,9,5,0,56,69,2
818,5,14,0,56,69,2
821,15,15,0,55,69,3
822,3,3,0,56,69,2
825,1,7,0,56,69,2
826,5,17,0,55,69,3
1,131,2,0,71,18,3
3,131,1,1,71,18,3
4,6,8,0,71,18,3
8,6,10,0,71,18,2
13,3,3,0,71,18,3
16,15,13,0,70,18,3
18,1,5,0,71,18,3
20,9,6,0,71,18,3
154,208,14,0,63,18,3
807,10,12,0,71,18,3
813,208,16,0,70,18,3
815,10,18,0,70,18,3
817,9,9,0,39,18,2
818,5,15,0,70,18,3
821,15,11,0,70,18,3
822,3,4,0,70,18,3
825,1,7,0,71,18,3
826,5,17,0,70,18,3
1,131,2,1,55,24,2
3,131,1,0,54,24,2
4,6,8,0,55,24,2
8,6,7,0,55,24,2
13,3,4,0,55,24,2
16,15,13,0,54,24,3
18,1,6,0,55,24,2
20,9,19,0,55,24,2
154,208,18,0,54,24,3
155,207,16,0,42,24,2
807,10,12,0,55,24,2
813,208,15,0,26,24,1
815,10,11,0,55,24,2
817,9,20,0,55,24,2
818,5,10,0,55,24,3
821,15,14,0,54,24,2
822,3,3,0,55,24,2
825,1,9,0,55,24,2
826,5,5,0,14,24,1
829,207,17,0,54,24,2
1,131,1,1,58,1,1
3,131,2,0,58,1,1
8,6,5,0,40,1,2
13,3,3,0,58,1,1
18,1,16,0,56,1,1
20,6,4,0,58,1,1
807,10,13,0,57,1,2
815,10,14,0,57,1,1
817,9,6,0,57,1,1
828,15,15,0,57,1,3
830,5,11,0,32,1,1
831,15,10,0,58,1,1
832,5,7,0,57,1,1
1,131,1,0,56,2,3
3,131,3,0,56,2,3
4,1,18,0,21,2,1
8,6,11,0,56,2,3
13,3,7,0,56,2,3
18,1,17,0,41,2,3
20,6,2,1,56,2,2
154,208,10,0,55,2,3
807,10,13,0,55,2,3
813,208,12,0,47,2,3
815,10,14,0,55,2,2
817,9,4,0,55,2,3
822,3,8,0,56,2,3
826,9,5,0,55,2,3
830,5,6,0,56,2,3
831,15,16,0,55,2,4
832,5,15,0,55,2,2
833,209,19,0,53,2,3
1,131,1,1,56,17,2
3,131,2,0,56,17,2
4,1,18,0,55,17,2
8,6,6,0,56,17,2
13,3,4,0,56,17,2
18,1,17,0,55,17,2
20,6,3,0,56,17,2
154,208,8,0,56,17,2
813,208,11,0,49,17,3
815,10,15,0,55,17,3
817,9,7,0,56,17,2
822,3,5,0,56,17,2
828,15,10,0,55,17,2
829,209,19,0,54,17,2
830,5,13,0,52,17,2
831,15,9,0,56,17,2
832,5,14,0,55,17,2
833,209,20,0,54,17,2
1,131,1,1,57,3,2
3,131,3,0,57,3,2
4,1,14,0,56,3,2
8,6,4,0,57,3,2
13,3,6,0,56,3,2
20,6,2,0,57,3,3
154,208,10,0,57,3,2
807,10,8,0,56,3,3
813,208,16,0,56,3,3
815,10,11,0,56,3,2
817,9,7,0,57,3,2
822,3,5,0,57,3,2
826,9,17,0,56,3,2
828,15,13,0,56,3,3
829,209,18,0,55,3,2
830,5,15,0,34,3,2
831,15,12,0,56,3,3
832,5,9,0,29,3,2
833,209,19,0,54,3,2
1,131,2,0,66,4,3
3,131,1,1,66,4,2
4,1,13,0,26,4,1
8,6,7,0,66,4,2
13,3,9,0,66,4,3
18,1,14,0,65,4,3
20,6,3,0,66,4,2
154,208,11,0,65,4,2
807,10,17,0,65,4,3
813,208,12,0,45,4,3
815,10,18,0,65,4,2
817,9,10,0,65,4,2
822,3,4,0,66,4,2
826,9,8,0,65,4,2
828,15,16,0,65,4,2
829,209,19,0,63,4,3
830,5,6,0,65,4,2
831,15,15,0,65,4,2
832,5,5,0,65,4,2
833,209,20,0,62,4,3
1,131,1,0,78,6,2
3,131,2,1,78,6,1
4,1,13,0,41,6,1
8,6,6,0,78,6,1
13,3,12,0,77,6,3
18,1,10,0,78,6,2
20,6,3,0,78,6,1
154,208,15,0,78,6,1
807,10,11,0,78,6,2
815,10,7,0,78,6,2
817,9,4,0,78,6,2
822,3,16,0,78,6,2
826,9,5,0,78,6,1
828,15,17,0,78,6,3
829,209,18,0,76,6,1
830,5,9,0,62,6,2
831,15,14,0,78,6,2
832,5,0,0,78,6,1
833,209,19,0,76,6,1
1,131,1,1,70,7,1
3,131,2,0,70,7,1
4,1,13,0,44,7,1
8,6,3,0,70,7,2
13,3,15,0,70,7,1
18,1,20,0,54,7,2
20,6,18,0,70,7,2
154,208,5,0,69,7,1
807,10,7,0,69,7,1
813,208,6,0,70,7,1
815,10,10,0,69,7,1
817,9,9,0,69,7,1
822,3,4,0,70,7,1
826,9,8,0,69,7,1
828,15,12,0,69,7,1
829,209,17,0,66,7,1
830,5,19,0,69,7,1
831,15,14,0,68,7,1
832,5,11,0,69,7,1
833,209,16,0,57,7,1
1,131,1,0,71,70,1
3,131,2,1,71,70,1
13,3,4,0,71,70,1
18,1,20,0,8,70,2
20,6,3,0,71,70,1
154,208,9,0,35,70,1
807,10,5,0,71,70,1
813,208,10,0,70,70,1
815,10,13,0,70,70,1
817,9,18,0,70,70,1
822,3,6,0,71,70,1
826,9,15,0,70,70,2
828,15,11,0,69,70,3
830,5,7,0,70,70,1
831,15,8,0,70,70,1
832,5,12,0,35,70,1
833,209,16,0,68,70,1
1,131,1,1,52,9,2
3,131,2,0,52,9,2
4,1,17,0,51,9,3
8,6,5,0,51,9,3
13,3,3,0,52,9,2
20,6,6,0,52,9,2
807,10,9,0,52,9,2
815,10,11,0,51,9,2
817,9,10,0,21,9,2
822,3,4,0,52,9,2
826,9,7,0,52,9,2
828,15,15,0,51,9,4
829,209,19,0,49,9,2
832,5,8,0,31,9,1
833,209,20,0,49,9,2
1,131,1,0,69,11,6
3,131,2,0,69,11,5
4,1,15,0,69,11,5
8,6,5,0,55,11,5
13,3,8,0,69,11,5
18,1,16,0,69,11,4
20,6,3,1,69,11,4
154,208,10,0,69,11,5
807,10,11,0,41,11,2
813,208,14,0,69,11,6
815,10,13,0,53,11,5
817,9,4,0,69,11,5
822,3,6,0,69,11,5
826,9,7,0,69,11,5
828,15,17,0,69,11,5
829,209,20,0,65,11,5
830,5,9,0,69,11,5
831,15,18,0,69,11,5
832,5,12,0,60,11,4
833,209,19,0,67,11,5
1,131,1,1,43,13,2
3,131,2,0,43,13,2
4,1,20,0,42,13,3
8,6,16,0,43,13,2
13,3,6,0,43,13,2
18,1,19,0,42,13,3
20,6,8,0,42,13,1
154,208,9,0,43,13,2
815,10,4,0,43,13,2
817,9,5,0,19,13,1
822,3,3,0,43,13,3
826,9,12,0,43,13,2
828,15,13,0,43,13,2
829,209,15,0,42,13,2
830,5,18,0,43,13,3
831,15,14,0,43,13,2
832,5,10,0,32,13,2
833,209,17,0,42,13,2
1,131,1,1,53,14,1
3,131,4,0,50,14,1
4,1,16,0,47,14,2
8,6,2,0,53,14,1
13,3,5,0,53,14,1
18,1,15,0,52,14,1
20,6,3,0,53,14,1
807,10,9,0,52,14,1
815,10,7,0,53,14,1
817,9,19,0,52,14,1
822,3,6,0,53,14,1
826,9,18,0,52,14,1
828,15,12,0,52,14,1
829,209,13,0,51,14,1
830,5,20,0,52,14,3
831,15,17,0,52,14,2
832,5,17,0,52,14,2
833,209,14,0,51,14,1
1,131,5,0,32,15,1
3,131,6,0,61,15,2
4,1,12,0,33,15,1
8,6,3,0,61,15,2
13,3,9,0,30,15,3
18,1,15,0,52,15,3
20,6,1,1,61,15,2
154,208,10,0,59,15,2
807,10,11,0,12,15,1
813,208,18,0,61,15,3
815,10,13,0,61,15,2
817,9,2,0,61,15,2
822,3,7,0,61,15,2
826,9,4,0,61,15,2
828,15,17,0,61,15,3
829,209,19,0,59,15,2
830,5,8,0,61,15,2
831,15,16,0,61,15,2
832,5,14,0,61,15,3
834,209,20,0,59,15,2
1,131,2,1,53,22,2
3,131,1,0,53,22,2
4,1,12,0,52,22,2
8,6,6,0,53,22,2
13,3,5,0,51,22,3
18,1,14,0,52,22,2
20,6,4,0,53,22,2
154,208,8,0,53,22,2
807,10,13,0,53,22,3
813,208,11,0,53,22,2
815,10,9,0,52,22,3
817,9,7,0,52,22,2
822,3,3,0,53,22,2
826,9,20,0,52,22,3
828,15,15,0,52,22,2
829,209,18,0,50,22,3
830,5,17,0,53,22,2
831,15,16,0,49,22,2
832,5,10,0,52,22,2
834,209,19,0,51,22,2
1,131,2,1,53,71,1
4,1,19,0,53,71,1
8,6,5,0,53,71,1
13,3,15,0,53,71,1
18,1,13,0,53,71,1
20,6,4,0,53,71,1
154,208,8,0,11,71,1
813,208,14,0,53,71,1
815,10,7,0,53,71,1
817,9,10,0,47,71,1
822,3,3,0,52,71,1
826,9,11,0,53,71,1
829,209,17,0,51,71,2
830,5,9,0,53,71,2
831,15,12,0,53,71,1
832,5,20,0,45,71,1
833,209,18,0,52,71,1
1,131,2,1,56,69,2
3,131,1,0,56,69,2
4,1,9,0,56,69,3
8,6,18,0,25,69,2
13,3,7,0,23,69,1
18,1,11,0,56,69,3
20,6,13,0,56,69,3
154,208,10,0,10,69,2
807,10,6,0,35,69,2
813,208,12,0,56,69,3
815,10,5,0,56,69,2
817,9,3,0,56,69,3
822,3,16,0,5,69,2
826,9,4,0,41,69,2
828,15,14,0,25,69,2
830,5,8,0,56,69,2
831,15,15,0,56,69,5
832,5,20,0,56,69,3
834,209,17,0,56,69,3
1,131,2,0,71,32,2
3,131,1,1,71,32,2
13,3,7,0,71,32,2
18,1,20,0,71,32,2
20,6,3,0,50,32,2
154,208,12,0,71,32,2
807,10,10,0,71,32,2
813,208,13,0,71,32,2
815,10,9,0,71,32,1
817,9,5,0,71,32,2
822,3,6,0,71,32,2
826,9,4,0,71,32,2
828,15,14,0,71,32,3
829,209,17,0,69,32,2
830,5,8,0,71,32,2
831,15,15,0,57,32,3
832,5,11,0,71,32,3
834,209,16,0,69,32,2
1,131,2,0,71,18,3
3,131,1,1,71,18,3
4,1,20,0,70,18,3
8,6,4,0,71,18,2
13,3,8,0,70,18,3
18,1,16,0,70,18,3
20,6,3,0,71,18,3
154,208,14,0,70,18,3
807,10,5,0,70,18,2
813,208,15,0,70,18,2
815,10,11,0,70,18,3
817,9,19,0,70,18,3
822,3,7,0,70,18,2
826,9,6,0,70,18,2
828,15,12,0,69,18,3
829,209,18,0,67,18,2
830,5,9,0,70,18,3
831,15,13,0,70,18,2
834,209,17,0,67,18,2
1,131,2,0,55,24,2
