driverId,constructorId,grid,positionOrder,laps,circuitId,numStops
3,131,1,1,55,24,2
4,1,16,0,53,24,4
8,6,3,0,55,24,2
13,3,8,0,55,24,2
18,1,12,0,54,24,2
20,6,15,0,55,24,2
154,208,18,0,55,24,2
807,10,7,0,55,24,2
815,10,4,0,55,24,2
817,9,5,0,55,24,2
822,3,6,0,54,24,3
826,9,9,0,55,24,2
828,15,17,0,54,24,2
829,209,19,0,53,24,2
830,5,11,0,54,24,3
831,15,14,0,54,24,3
832,5,10,0,55,24,2
833,209,20,0,52,24,1
1,131,1,0,57,1,2
3,131,2,1,57,1,2
4,1,11,0,16,1,1
8,6,4,0,21,1,2
13,3,6,0,57,1,2
18,1,12,0,56,1,3
20,6,3,0,57,1,3
154,210,19,0,57,1,1
807,10,10,0,57,1,2
815,10,9,0,57,1,2
817,9,8,0,57,1,3
822,3,16,0,57,1,2
825,4,14,0,57,1,3
828,15,15,0,38,1,3
830,5,5,0,57,1,3
831,15,17,0,56,1,2
832,5,7,0,57,1,3
835,4,13,0,57,1,2
836,209,21,0,56,1,3
837,209,22,0,17,1,1
1,131,1,0,57,3,3
3,131,2,1,57,3,3
8,6,4,0,57,3,3
13,3,7,0,56,3,2
154,210,9,0,57,3,3
807,10,8,0,56,3,4
815,10,18,0,56,3,3
817,9,5,0,57,3,3
821,210,13,0,9,3,1
822,3,6,0,56,3,3
825,4,22,0,56,3,3
826,9,15,0,56,3,3
828,15,17,0,56,3,2
830,5,10,0,57,3,3
831,15,21,0,56,3,3
832,5,11,0,29,3,2
836,209,16,0,56,3,3
837,209,20,0,56,3,3
838,1,12,0,56,3,3
1,131,22,0,56,17,5
3,131,1,1,56,17,2
4,1,11,0,56,17,2
8,6,3,0,56,17,3
13,3,10,0,56,17,2
18,1,12,0,56,17,3
20,6,4,0,56,17,3
154,210,14,0,55,17,4
807,10,13,0,55,17,4
815,10,7,0,56,17,3
817,9,2,0,56,17,3
821,210,18,0,55,17,3
822,3,5,0,56,17,3
825,4,17,0,55,17,3
826,9,6,0,56,17,3
828,15,15,0,55,17,2
830,5,9,0,56,17,3
831,15,16,0,55,17,3
832,5,8,0,56,17,3
835,4,19,0,55,17,3
836,209,21,0,55,17,3
837,209,20,0,55,17,3
1,131,10,0,53,71,1
3,131,1,1,53,71,1
4,1,14,0,52,71,1
8,6,3,0,53,71,1
13,3,4,0,53,71,2
18,1,12,0,52,71,1
154,210,15,0,52,71,1
815,10,6,0,52,71,2
817,9,5,0,52,71,2
821,210,16,0,52,71,2
822,3,2,0,53,71,1
825,4,17,0,52,71,1
826,9,8,0,52,71,2
828,15,22,0,52,71,2
830,5,9,0,33,71,1
831,15,19,0,52,71,1
832,5,11,0,52,71,1
835,4,18,0,52,71,1
836,209,20,0,51,71,2
4,1,10,0,45,4,2
8,6,5,0,66,4,2
13,3,18,0,66,4,3
18,1,12,0,65,4,2
20,6,6,0,66,4,3
154,210,14,0,56,4,3
807,10,11,0,20,4,1
815,10,9,0,66,4,2
817,9,3,0,66,4,4
821,210,16,0,65,4,2
822,3,7,0,66,4,2
825,4,15,0,65,4,3
826,5,13,0,65,4,3
828,15,19,0,65,4,3
830,9,4,1,66,4,2
831,15,20,0,65,4,2
832,5,8,0,66,4,2
835,4,17,0,65,4,2
836,209,21,0,65,4,2
837,209,22,0,65,4,2
1,131,3,1,78,6,1
3,131,2,0,78,6,2
4,1,9,0,78,6,2
13,3,14,0,77,6,2
18,1,13,0,77,6,2
20,6,4,0,78,6,2
154,210,15,0,76,6,2
807,10,5,0,78,6,2
815,10,7,0,78,6,2
817,9,1,0,78,6,2
821,210,12,0,77,6,2
822,3,10,0,77,6,3
825,4,16,0,32,6,4
826,5,8,0,18,6,3
828,15,17,0,51,6,3
830,9,0,0,34,6,2
831,15,0,0,48,6,3
832,5,6,0,77,6,2
836,209,20,0,76,6,1
837,209,19,0,74,6,3
1,131,1,1,70,7,1
3,131,2,0,70,7,2
4,1,10,0,69,7,1
8,6,6,0,70,7,2
13,3,8,0,35,7,1
20,6,3,0,70,7,2
154,210,14,0,68,7,3
807,10,9,0,69,7,2
815,10,11,0,69,7,2
817,9,4,0,70,7,2
821,210,13,0,68,7,2
822,3,7,0,70,7,1
825,4,22,0,68,7,1
826,5,15,0,69,7,2
828,15,21,0,68,7,2
830,9,5,0,70,7,2
831,15,18,0,68,7,2
832,5,20,0,69,7,2
836,209,17,0,68,7,2
837,209,19,0,68,7,2
1,131,10,0,51,73,1
3,131,1,1,51,73,1
4,1,13,0,42,73,2
8,6,4,0,51,73,1
13,3,5,0,51,73,2
18,1,19,0,51,73,2
20,6,3,0,51,73,1
154,210,11,0,50,73,2
807,10,12,0,51,73,1
815,10,7,0,51,73,1
817,9,2,0,51,73,2
821,210,14,0,50,73,2
822,3,8,0,51,73,1
825,4,22,0,50,73,1
826,5,6,0,6,73,1
828,15,20,0,50,73,2
830,9,9,0,51,73,2
831,15,15,0,50,73,2
832,5,18,0,31,73,2
835,4,21,0,50,73,2
836,209,17,0,39,73,1
837,209,16,0,49,73,1
1,131,1,1,71,70,4
3,131,6,0,71,70,4
4,1,14,0,64,70,4
8,6,4,0,71,70,3
13,3,0,0,63,70,4
18,1,3,0,71,70,4
154,210,13,0,71,70,3
807,10,2,0,64,70,5
815,10,16,0,69,70,4
817,9,5,0,71,70,4
821,210,11,0,70,70,4
822,3,7,0,70,70,4
825,4,17,0,70,70,4
828,15,18,0,70,70,4
830,9,8,0,71,70,3
831,15,21,0,70,70,3
832,5,15,0,71,70,3
835,4,19,0,70,70,4
836,209,12,0,70,70,4
837,209,20,0,70,70,4
1,131,1,1,52,9,2
3,131,2,0,52,9,2
4,1,9,0,51,9,3
8,6,5,0,52,9,2
13,3,12,0,51,9,3
18,1,17,0,51,9,2
20,6,11,0,52,9,2
154,210,13,0,17,9,2
807,10,8,0,52,9,2
815,10,10,0,52,9,2
817,9,4,0,52,9,2
821,210,14,0,51,9,2
822,3,6,0,51,9,2
825,4,16,0,49,9,3
826,5,15,0,52,9,2
828,15,22,0,11,9,2
830,9,3,0,52,9,2
831,15,21,0,51,9,2
832,5,7,0,52,9,2
835,4,18,0,37,9,3
836,209,20,0,6,9,1
837,209,19,0,24,9,2
1,131,2,1,70,11,2
3,131,1,0,70,11,2
4,1,7,0,69,11,2
8,6,14,0,70,11,2
13,3,18,0,68,11,2
18,1,8,0,60,11,3
20,6,5,0,70,11,2
154,210,11,0,69,11,2
807,10,9,0,69,11,2
815,10,13,0,69,11,2
817,9,3,0,70,11,2
821,210,15,0,69,11,2
822,3,10,0,69,11,2
825,4,19,0,69,11,2
826,5,12,0,69,11,2
828,15,22,0,68,11,3
830,9,4,0,70,11,2
831,15,16,0,69,11,2
832,5,6,0,69,11,2
835,4,17,0,69,11,2
836,209,20,0,68,11,2
837,209,21,0,68,11,1
1,131,2,1,67,10,3
3,131,1,0,67,10,3
4,1,13,0,66,10,3
8,6,5,0,67,10,3
13,3,10,0,36,10,2
18,1,12,0,66,10,3
20,6,6,0,67,10,3
154,210,20,0,66,10,2
807,10,8,0,67,10,3
815,10,9,0,66,10,3
817,9,3,0,67,10,3
821,210,11,0,66,10,2
822,3,7,0,66,10,2
825,4,16,0,66,10,2
826,5,18,0,66,10,3
828,15,22,0,65,10,2
830,9,4,0,67,10,3
831,15,21,0,57,10,3
832,5,15,0,66,10,3
835,4,14,0,65,10,3
836,209,17,0,65,10,3
837,209,19,0,65,10,3
1,131,21,0,44,13,3
3,131,1,1,44,13,2
4,1,22,0,44,13,2
8,6,3,0,44,13,4
13,3,10,0,44,13,3
20,6,4,0,44,13,3
154,210,11,0,44,13,3
807,10,7,0,44,13,3
815,10,6,0,44,13,3
817,9,5,0,44,13,2
821,210,18,0,44,13,3
822,3,8,0,44,13,3
826,5,19,0,44,13,3
830,9,2,0,44,13,4
831,15,16,0,43,13,3
835,4,13,0,44,13,4
839,209,17,0,43,13,3
1,131,1,0,53,14,1
3,131,2,1,53,14,1
4,1,12,0,52,14,3
8,6,4,0,53,14,2
13,3,11,0,53,14,2
18,1,14,0,52,14,2
20,6,3,0,53,14,2
154,210,17,0,52,14,1
807,10,9,0,53,14,2
815,10,8,0,53,14,2
817,9,6,0,53,14,2
821,210,10,0,52,14,2
822,3,5,0,53,14,2
825,4,21,0,52,14,2
826,5,16,0,36,14,2
828,15,19,0,52,14,1
830,9,7,0,53,14,2
831,15,18,0,6,14,3
832,5,15,0,52,14,2
835,4,20,0,7,14,1
836,209,13,0,26,14,1
839,209,22,0,51,14,1
1,131,3,0,61,15,4
3,131,1,1,61,15,3
4,1,9,0,61,15,3
8,6,5,0,61,15,4
13,3,11,0,60,15,4
18,1,12,0,43,15,3
20,6,22,0,61,15,3
815,10,17,0,61,15,2
817,9,2,0,61,15,4
821,210,13,0,60,15,3
822,3,10,0,35,15,4
825,4,15,0,61,15,3
826,5,7,0,61,15,3
828,15,14,0,60,15,4
830,9,4,0,61,15,4
831,15,16,0,60,15,3
832,5,6,0,60,15,4
835,4,18,0,60,15,3
836,209,19,0,60,15,3
839,209,21,0,59,15,4
1,131,1,0,40,2,1
3,131,2,0,56,2,3
4,1,22,0,56,2,3
8,6,6,0,56,2,3
13,3,10,0,55,2,3
18,1,9,0,56,2,2
807,10,8,0,56,2,3
815,10,7,0,56,2,2
817,9,4,1,56,2,2
821,210,13,0,39,2,3
822,3,11,0,56,2,1
825,4,14,0,17,2,1
826,5,15,0,55,2,3
828,15,17,0,55,2,2
830,9,3,0,56,2,3
831,15,18,0,46,2,1
832,5,16,0,56,2,2
835,4,19,0,56,2,1
836,209,21,0,55,2,3
839,209,20,0,55,2,2
1,131,2,0,53,22,2
3,131,1,1,53,22,2
4,1,15,0,52,22,2
8,6,8,0,53,22,2
13,3,12,0,53,22,1
18,1,22,0,52,22,2
20,6,6,0,53,22,2
154,210,7,0,53,22,2
807,10,9,0,53,22,2
815,10,5,0,53,22,2
817,9,4,0,53,22,2
821,210,10,0,52,22,2
822,3,11,0,53,22,1
825,4,17,0,52,22,1
826,5,13,0,52,22,2
828,15,18,0,52,22,1
830,9,3,0,53,22,2
831,15,19,0,52,22,1
832,5,14,0,52,22,2
835,4,16,0,52,22,1
836,209,21,0,52,22,2
839,209,20,0,52,22,2
1,131,1,1,56,69,2
3,131,2,0,56,69,2
4,1,12,0,56,69,2
8,6,5,0,38,69,3
13,3,9,0,55,69,3
18,1,19,0,55,69,2
20,6,6,0,56,69,3
154,210,17,0,55,69,2
815,10,11,0,55,69,2
817,9,3,0,56,69,2
821,210,14,0,16,69,1
822,3,8,0,55,69,2
825,4,18,0,55,69,3
826,5,13,0,55,69,1
828,15,16,0,55,69,1
830,9,4,0,28,69,2
831,15,21,0,55,69,1
832,5,10,0,56,69,2
835,4,15,0,55,69,2
836,209,20,0,55,69,2
839,209,22,0,54,69,3
1,131,1,1,71,32,1
3,131,2,0,71,32,1
4,1,11,0,70,32,2
8,6,6,0,71,32,2
13,3,9,0,71,32,1
18,1,13,0,70,32,1
20,6,7,0,71,32,1
154,210,22,0,70,32,2
807,10,5,0,71,32,1
815,10,12,0,71,32,1
817,9,4,0,71,32,2
821,210,17,0,70,32,2
822,3,8,0,71,32,1
825,4,14,0,70,32,2
826,5,18,0,70,32,2
828,15,15,0,70,32,1
830,9,3,0,71,32,1
831,15,19,0,70,32,1
832,5,10,0,70,32,1
835,4,21,0,70,32,1
839,209,20,0,69,32,1
1,131,1,1,71,18,2
3,131,2,0,71,18,2
4,1,10,0,71,18,3
13,3,13,0,46,18,4
18,1,17,0,71,18,5
20,6,5,0,71,18,3
807,10,8,0,71,18,3
815,10,9,0,71,18,2
817,9,6,0,71,18,5
821,210,12,0,60,18,4
822,3,11,0,71,18,4
825,4,18,0,71,18,4
826,5,14,0,71,18,4
828,15,20,0,11,18,1
830,9,4,0,71,18,5
831,15,21,0,71,18,2
832,5,15,0,71,18,2
835,4,16,0,20,18,2
836,209,19,0,71,18,3
839,209,22,0,71,18,2
1,131,1,1,55,24,2
3,131,2,0,55,24,2
4,1,9,0,55,24,2
8,6,4,0,55,24,2
13,3,10,0,55,24,2
20,6,5,0,55,24,2
154,210,14,0,55,24,2
807,10,7,0,55,24,2
815,10,8,0,55,24,2
817,9,3,0,55,24,2
821,210,13,0,55,24,2
825,4,18,0,5,24,1
826,5,17,0,14,24,1
828,15,22,0,54,24,1
830,9,6,0,55,24,1
831,15,19,0,54,24,2
832,5,21,0,41,24,2
835,4,15,0,54,24,3
836,209,16,0,54,24,2
839,209,20,0,54,24,2
1,131,1,0,57,1,1
4,1,12,0,50,1,1
8,6,4,0,57,1,1
13,3,7,0,57,1,1
20,6,2,1,57,1,1
807,4,11,0,56,1,2
815,10,10,0,56,1,1
822,131,3,0,57,1,1
825,210,17,0,46,1,2
826,5,9,0,56,1,2
830,9,5,0,57,1,1
832,5,8,0,56,1,1
838,1,18,0,55,1,1
839,10,13,0,56,1,1
840,3,20,0,40,1,2
841,15,16,0,55,1,1
1,131,1,1,56,17,4
4,1,13,0,33,17,4
8,6,4,0,56,17,4
13,3,6,0,55,17,6
20,6,2,0,56,17,5
154,210,19,0,55,17,5
807,4,7,0,55,17,5
815,10,8,0,55,17,6
817,9,5,0,56,17,4
822,131,3,0,56,17,4
825,210,12,0,55,17,5
826,5,9,0,18,17,4
828,15,14,0,55,17,4
830,9,16,0,56,17,4
832,5,11,0,56,17,4
835,4,20,0,55,17,4
838,1,15,0,17,17,4
839,10,17,0,55,17,5
841,15,18,0,3,17,1
1,131,2,0,57,3,2
4,1,15,0,54,3,2
8,6,5,0,57,3,2
13,3,8,0,57,3,2
20,6,3,1,57,3,2
154,210,9,0,57,3,2
807,4,7,0,57,3,2
815,10,18,0,57,3,2
817,9,4,0,57,3,2
822,131,1,0,57,3,2
826,5,11,0,56,3,2
828,15,19,0,50,3,1
830,9,6,0,11,3,1
832,5,16,0,12,3,1
835,4,10,0,56,3,2
836,15,13,0,56,3,1
839,10,14,0,57,3,2
840,3,12,0,12,3,1
1,131,4,0,52,71,1
8,6,2,0,52,71,1
13,3,6,0,51,71,2
20,6,1,0,52,71,1
807,4,8,0,52,71,1
815,10,9,0,52,71,1
822,131,3,1,52,71,1
825,210,13,0,51,71,1
826,5,12,0,51,71,1
828,15,18,0,51,71,2
830,9,7,0,52,71,1
832,5,14,0,51,71,1
836,15,17,0,50,71,2
838,1,20,0,51,71,2
839,10,10,0,52,71,1
840,3,11,0,51,71,1
1,131,1,1,66,4,2
4,1,7,0,64,4,3
13,3,9,0,64,4,3
20,6,2,0,66,4,2
154,210,14,0,65,4,2
807,4,13,0,65,4,2
815,10,8,0,65,4,2
817,9,6,0,66,4,2
822,131,3,0,38,4,1
825,210,11,0,64,4,3
826,5,19,0,65,4,2
828,15,16,0,64,4,2
832,5,12,0,65,4,2
835,4,17,0,64,4,3
836,15,15,0,65,4,1
838,1,20,0,32,4,1
839,10,10,0,65,4,2
840,3,18,0,64,4,2
1,131,13,0,78,6,1
8,6,1,0,78,6,1
13,3,14,0,78,6,2
18,1,20,0,57,6,2
20,6,2,1,78,6,1
154,210,8,0,78,6,1
815,10,7,0,78,6,3
817,9,5,0,78,6,1
822,131,3,0,78,6,1
825,210,11,0,78,6,2
826,5,9,0,71,6,1
828,15,19,0,63,6,1
830,9,4,0,78,6,2
832,5,6,0,78,6,1
835,4,16,0,78,6,1
836,15,18,0,57,6,1
838,1,12,0,66,6,1
839,10,15,0,78,6,3
840,3,17,0,71,6,2
1,131,1,1,70,7,1
4,1,12,0,66,7,1
8,6,4,0,70,7,2
20,6,2,0,70,7,2
154,210,14,0,69,7,1
807,4,10,0,70,7,1
815,10,8,0,70,7,1
817,9,6,0,70,7,1
822,131,3,0,70,7,1
825,210,18,0,69,7,1
826,5,11,0,54,7,2
828,15,19,0,69,7,1
835,4,15,0,69,7,1
836,15,20,0,68,7,2
838,1,16,0,69,7,1
839,10,9,0,70,7,1
840,3,17,0,69,7,1
1,131,1,0,51,73,4
4,1,19,0,51,73,3
8,6,3,0,46,73,4
13,3,9,0,25,73,3
20,6,4,0,51,73,4
154,210,16,0,50,73,5
807,4,13,0,24,73,3
815,10,6,0,39,73,4
817,9,10,1,51,73,4
822,131,2,0,51,73,4
825,210,12,0,51,73,3
828,15,17,0,51,73,3
832,5,15,0,51,73,3
836,15,14,0,51,73,5
838,1,18,0,51,73,4
839,10,7,0,51,73,4
840,3,8,0,51,73,3
1,131,8,0,71,70,1
8,6,3,0,71,70,1
13,3,17,0,70,70,1
20,6,2,0,71,70,1
154,210,6,0,71,70,1
807,4,11,0,70,70,1
815,10,7,0,70,70,1
817,9,4,0,71,70,1
822,131,1,1,71,70,1
826,5,14,0,68,70,3
828,15,19,0,69,70,1
832,5,10,0,44,70,1
835,4,16,0,70,70,1
836,15,20,0,70,70,1
838,1,13,0,70,70,2
839,10,9,0,70,70,1
840,3,18,0,70,70,1
1,131,1,1,51,9,1
4,1,20,0,32,9,1
8,6,2,0,51,9,2
13,3,14,0,50,9,1
20,6,3,0,51,9,2
154,210,10,0,50,9,2
807,4,5,0,51,9,1
815,10,6,0,50,9,1
817,9,19,0,51,9,1
822,131,9,0,51,9,1
825,210,16,0,50,9,1
826,5,12,0,50,9,3
828,15,18,0,50,9,1
830,9,4,0,51,9,2
836,15,17,0,50,9,3
838,1,8,0,50,9,1
839,10,7,0,50,9,1
840,3,15,0,50,9,2
1,131,4,0,70,11,1
4,1,7,0,70,11,1
8,6,2,0,70,11,1
20,6,1,1,70,11,1
154,210,14,0,20,11,1
807,4,12,0,67,11,1
814,3,19,0,60,11,1
815,10,13,0,69,11,1
822,131,3,0,70,11,1
825,210,15,0,69,11,1
826,5,16,0,69,11,1
828,15,20,0,68,11,2
830,9,5,0,70,11,1
832,5,9,0,69,11,1
835,4,10,0,69,11,1
836,15,18,0,68,11,2
838,1,8,0,69,11,1
839,10,11,0,69,11,1
840,3,17,0,69,11,1
1,131,1,1,44,13,2
4,1,10,0,25,13,1
8,6,4,0,44,13,3
13,3,16,0,44,13,2
20,6,2,0,44,13,2
154,210,11,0,44,13,2
807,4,7,0,44,13,2
815,10,8,0,42,13,3
817,9,6,0,44,13,2
822,131,3,0,44,13,2
825,210,12,0,44,13,3
826,5,19,0,44,13,2
828,15,17,0,44,13,3
832,5,13,0,44,13,2
835,4,14,0,44,13,2
838,1,20,0,44,13,2
839,10,9,0,44,13,3
840,3,15,0,44,13,2
1,131,1,1,53,14,1
4,1,19,0,50,14,1
8,6,5,0,53,14,1
13,3,7,0,53,14,1
20,6,6,0,53,14,1
154,210,20,0,52,14,2
807,4,14,0,52,14,1
815,10,10,0,53,14,1
817,9,16,0,53,14,1
822,131,4,0,53,14,1
825,210,9,0,52,14,1
826,5,8,0,52,14,1
828,15,11,0,49,14,1
830,9,13,0,52,14,2
832,5,15,0,52,14,1
835,4,17,0,29,14,1
836,15,12,0,51,14,1
839,10,3,0,53,14,1
840,3,2,0,53,14,1
1,131,5,1,58,15,4
4,1,8,0,8,15,3
13,3,17,0,58,15,6
154,210,15,0,58,15,4
807,4,7,0,48,15,6
815,10,12,0,58,15,5
817,9,3,0,58,15,5
822,131,6,0,58,15,4
825,210,16,0,50,15,6
826,5,13,0,10,15,3
828,15,20,0,35,15,6
832,5,10,0,58,15,4
835,4,11,0,58,15,5
836,15,19,0,56,15,6
838,1,9,0,58,15,5
839,10,14,0,58,15,6
840,3,18,0,58,15,4
1,131,1,0,56,2,1
4,1,10,0,55,2,1
13,3,11,0,55,2,1
20,6,20,0,56,2,1
154,210,16,0,55,2,2
807,4,8,0,55,2,2
815,10,9,0,56,2,1
817,9,4,0,56,2,1
822,131,5,0,56,2,1
825,210,17,0,55,2,1
828,15,19,0,54,2,1
830,9,3,1,56,2,1
835,4,12,0,55,2,1
836,15,18,0,55,2,1
838,1,7,0,55,2,1
839,10,6,0,55,2,1
840,3,13,0,55,2,1
842,5,15,0,55,2,1
1,131,1,1,53,22,1
4,1,20,0,52,22,1
8,6,10,0,53,22,1
13,3,8,0,52,22,1
154,210,13,0,53,22,1
807,4,11,0,40,22,1
815,10,7,0,53,22,1
817,9,3,0,53,22,1
822,131,6,0,53,22,1
825,210,12,0,53,22,1
830,9,4,0,53,22,1
835,4,18,0,52,22,1
836,15,17,0,51,22,3
838,1,9,0,52,22,2
839,10,5,0,53,22,1
840,3,15,0,45,22,2
842,5,14,0,52,22,2
1,131,1,1,56,69,1
4,1,8,0,24,69,1
8,6,5,0,56,69,1
13,3,10,0,55,69,1
20,6,2,0,56,69,2
154,210,12,0,55,69,1
815,10,9,0,55,69,1
817,9,4,0,14,69,1
822,131,3,0,56,69,2
825,210,17,0,55,69,2
826,5,11,0,55,69,1
828,15,13,0,55,69,1
830,9,16,0,56,69,2
832,4,7,0,56,69,1
836,15,14,0,5,69,1
838,1,20,0,55,69,1
839,10,6,0,56,69,1
840,3,15,0,55,69,2
843,5,19,0,55,69,2
1,131,3,0,70,32,2
4,1,18,0,70,32,1
8,6,5,0,71,32,1
13,3,10,0,70,32,1
20,6,1,0,71,32,2
154,210,15,0,69,32,2
807,4,7,0,24,32,1
815,10,9,0,70,32,2
822,131,4,0,71,32,1
825,210,14,0,70,32,1
828,15,12,0,55,32,1
830,9,2,1,71,32,1
832,4,8,0,59,32,2
836,15,13,0,69,32,1
838,1,19,0,70,32,1
839,10,6,0,70,32,1
840,3,11,0,70,32,1
842,5,20,0,70,32,1
1,131,20,0,71,18,4
4,1,6,0,71,18,4
8,6,3,0,71,18,4
13,3,9,0,71,18,4
20,6,2,1,71,18,4
154,210,11,0,69,18,4
807,4,7,0,70,18,4
815,10,5,0,71,18,4
817,9,14,0,71,18,4
822,131,1,0,71,18,4
828,15,17,0,70,18,4
830,9,4,0,71,18,5
832,4,8,0,70,18,4
836,15,15,0,70,18,3
840,3,16,0,69,18,5
842,5,19,0,70,18,4
843,5,18,0,40,18,4
1,131,2,0,55,24,1
4,1,11,0,54,24,1
8,6,5,0,55,24,1
13,3,10,0,54,24,1
20,6,3,0,55,24,1
154,210,16,0,54,24,1
807,4,7,0,55,24,1
815,10,8,0,55,24,1
817,9,4,0,20,24,1
822,131,1,1,55,24,1
825,210,14,0,54,24,1
828,15,19,0,54,24,1
830,9,6,0,55,24,1
832,4,12,0,31,24,1
836,15,18,0,54,24,1
838,1,13,0,54,24,1
839,10,9,0,55,24,1
840,3,15,0,54,24,3
842,5,17,0,54,24,1
843,5,20,0,54,24,1
1,131,1,0,58,1,1
4,1,10,0,58,1,1
8,6,2,0,58,1,1
20,6,3,1,58,1,1
154,210,6,0,24,1,1
807,4,7,0,58,1,1
815,10,12,0,58,1,1
817,9,8,0,58,1,1
822,131,15,0,58,1,1
825,210,5,0,22,1,1
830,9,4,0,58,1,1
832,4,9,0,58,1,1
838,1,11,0,58,1,1
839,10,14,0,58,1,1
840,3,13,0,58,1,2
843,5,16,0,57,1,2
844,15,18,0,58,1,2
1,131,9,0,57,3,1
4,1,13,0,56,3,2
8,6,2,0,35,3,1
20,6,1,1,57,3,1
154,210,16,0,56,3,3
807,4,7,0,57,3,2
815,10,12,0,56,3,2
822,131,3,0,57,3,1
825,210,6,0,57,3,2
828,15,17,0,56,3,1
830,9,15,0,3,3,1
832,4,10,0,56,3,2
838,1,14,0,56,3,2
839,10,8,0,56,3,2
840,3,20,0,56,3,2
842,5,5,0,57,3,2
843,5,11,0,56,3,2
844,15,19,0,56,3,2
845,3,18,0,56,3,2
1,131,4,0,56,17,1
4,1,13,0,56,17,1
8,6,2,0,56,17,1
20,6,1,0,56,17,1
154,210,10,0,56,17,2
807,4,7,0,56,17,2
815,10,8,0,56,17,2
817,9,6,1,56,17,2
822,131,3,0,56,17,1
825,210,11,0,56,17,1
828,15,20,0,56,17,1
830,9,5,0,56,17,2
832,4,9,0,56,17,2
838,1,14,0,56,17,1
839,10,12,0,56,17,2
840,3,18,0,56,17,1
842,5,17,0,56,17,2
843,5,15,0,51,17,2
844,15,19,0,56,17,1
845,3,16,0,56,17,2
1,131,2,1,51,73,2
4,1,12,0,51,73,2
8,6,6,0,51,73,2
20,6,1,0,51,73,2
154,210,20,0,42,73,2
815,10,8,0,51,73,2
817,9,4,0,39,73,1
822,131,3,0,48,73,1
825,210,15,0,51,73,2
828,15,18,0,51,73,4
830,9,5,0,39,73,1
832,4,9,0,51,73,2
838,1,16,0,51,73,4
840,3,10,0,51,73,2
842,5,17,0,51,73,2
843,5,19,0,51,73,3
844,15,13,0,51,73,2
1,131,1,1,66,4,1
4,1,8,0,65,4,1
20,6,3,0,66,4,2
815,10,15,0,64,4,2
817,9,6,0,66,4,1
822,131,2,0,66,4,1
825,210,7,0,65,4,1
828,15,17,0,64,4,1
830,9,5,0,66,4,1
832,4,9,0,65,4,1
838,1,11,0,45,4,1
839,10,13,0,38,4,1
840,3,18,0,64,4,1
843,5,20,0,64,4,2
844,15,14,0,64,4,1
845,3,19,0,63,4,3
1,131,3,0,78,6,1
4,1,7,0,52,6,1
8,6,4,0,78,6,1
20,6,2,0,78,6,1
154,210,18,0,77,6,2
807,4,11,0,78,6,1
815,10,9,0,78,6,1
817,9,1,1,78,6,1
822,131,5,0,78,6,1
825,210,19,0,78,6,1
828,15,16,0,78,6,1
830,9,20,0,78,6,1
832,4,8,0,78,6,1
838,1,12,0,77,6,2
839,10,6,0,78,6,1
840,3,17,0,76,6,3
842,5,10,0,78,6,1
843,5,15,0,70,6,1
844,15,14,0,70,6,1
845,3,13,0,77,6,3
1,131,4,0,68,7,1
4,1,14,0,40,7,1
8,6,5,0,68,7,1
20,6,1,1,68,7,1
154,210,20,0,67,7,1
807,4,7,0,67,7,1
815,10,10,0,67,7,2
817,9,6,0,68,7,1
822,131,2,0,68,7,1
825,210,11,0,67,7,1
828,15,19,0,66,7,1
830,9,3,0,68,7,1
832,4,9,0,67,7,1
838,1,15,0,66,7,2
839,10,8,0,67,7,1
842,5,16,0,67,7,1
844,15,13,0,67,7,1
845,3,18,0,66,7,1
1,131,1,1,53,34,1
4,1,16,0,50,34,2
8,6,6,0,53,34,1
20,6,3,0,53,34,2
154,210,10,0,52,34,1
807,4,12,0,53,34,1
817,9,5,0,53,34,1
822,131,2,0,53,34,2
825,210,9,0,53,34,1
828,15,15,0,52,34,1
830,9,4,0,53,34,1
832,4,7,0,53,34,1
838,1,17,0,52,34,1
840,3,19,0,48,34,1
843,5,20,0,52,34,1
844,15,8,0,53,34,1
845,3,18,0,52,34,1
1,131,2,0,62,70,2
4,1,13,0,70,70,1
8,6,3,0,71,70,1
20,6,6,0,71,70,1
154,210,5,0,70,70,1
815,10,16,0,70,70,1
817,9,7,0,53,70,2
825,210,8,0,70,70,1
828,15,20,0,70,70,1
830,9,4,1,71,70,1
832,4,9,0,70,70,2
838,1,15,0,65,70,2
839,10,11,0,70,70,1
840,3,14,0,69,70,2
842,5,12,0,70,70,1
844,15,18,0,70,70,1
845,3,17,0,69,70,2
1,131,1,0,52,9,1
4,1,13,0,52,9,2
8,6,3,0,52,9,2
20,6,2,1,52,9,2
154,210,8,0,37,9,1
807,4,11,0,52,9,1
815,10,12,0,52,9,2
817,9,6,0,52,9,2
822,131,4,0,52,9,1
825,210,7,0,52,9,1
828,15,15,0,31,9,1
830,9,5,0,46,9,2
832,4,16,0,37,9,2
838,1,17,0,52,9,2
839,10,10,0,52,9,1
840,3,19,0,52,9,1
842,5,14,0,52,9,2
844,15,9,0,18,9,1
845,3,18,0,52,9,1
1,131,14,1,67,10,1
4,1,11,0,65,10,3
8,6,3,0,67,10,2
20,6,1,0,51,10,1
154,210,6,0,67,10,3
807,4,7,0,67,10,3
815,10,10,0,67,10,1
822,131,2,0,67,10,2
825,210,5,0,67,10,3
828,15,13,0,67,10,1
830,9,4,0,67,10,3
