raceId,driverId,constructorId,grid,positionOrder,laps,circuitId,stop,lap,milliseconds
851,20,9,1,2,70,11,1,12,20690
851,20,9,1,2,70,11,2,28,20611
851,20,9,1,2,70,11,3,41,19664
851,4,6,5,3,70,11,1,12,22886
851,4,6,5,3,70,11,2,25,23208
851,4,6,5,3,70,11,3,36,19936
851,4,6,5,3,70,11,4,47,20126
851,1,1,2,4,70,11,1,12,21880
851,1,1,2,4,70,11,2,26,20803
851,1,1,2,4,70,11,3,40,20861
851,1,1,2,4,70,11,4,52,20855
851,1,1,2,4,70,11,5,54,21628
851,1,1,2,4,70,11,6,56,13173
851,17,9,6,5,70,11,1,10,20854
851,17,9,6,5,70,11,2,25,20000
851,17,9,6,5,70,11,3,39,20673
851,17,9,6,5,70,11,4,51,21122
851,17,9,6,5,70,11,5,53,20715
851,13,6,4,6,70,11,1,10,22293
851,13,6,4,6,70,11,2,25,21138
851,13,6,4,6,70,11,3,40,22453
851,13,6,4,6,70,11,4,58,21157
851,814,10,11,7,69,11,1,11,22262
851,814,10,11,7,69,11,2,27,20801
851,814,10,11,7,69,11,3,42,20935
851,67,5,23,8,69,11,1,12,22349
851,67,5,23,8,69,11,2,25,21460
851,67,5,23,8,69,11,3,43,20360
851,3,131,7,9,69,11,1,12,20767
851,3,131,7,9,69,11,2,27,19939
851,3,131,7,9,69,11,3,50,20563
851,3,131,7,9,69,11,4,54,23244
851,153,5,16,10,69,11,1,13,23734
851,153,5,16,10,69,11,2,24,22552
851,153,5,16,10,69,11,3,47,21345
851,155,15,13,11,69,11,1,12,23725
851,155,15,13,11,69,11,2,34,22852
851,155,15,13,11,69,11,3,62,21258
851,808,4,12,12,69,11,1,10,25532
851,808,4,12,12,69,11,2,25,24194
851,808,4,12,12,69,11,3,50,21353
851,808,4,12,12,69,11,4,53,21609
851,22,3,15,13,68,11,1,10,22640
851,22,3,15,13,68,11,2,24,22217
851,22,3,15,13,68,11,3,37,20580
851,22,3,15,13,68,11,4,50,31539
851,22,3,15,13,68,11,5,52,25596
