raceId,driverId,stop,lap,resultId,constructorId,grid,position,points,laps,rank,statusId,wins,year,circuitId
1039,848,5,45,24788,9,4,3.0,15.0,59,3,1,1,2020,76
1039,815,5,45,24790,211,7,5.0,10.0,59,5,1,0,2020,76
1038,840,1,26,24768,211,8,3.0,15.0,53,3,1,0,2020,14
1038,842,2,26,24766,213,10,1.0,25.0,53,6,1,1,2020,14
1038,832,2,26,24767,1,3,2.0,18.0,53,2,1,0,2020,14
1038,846,2,26,24769,1,6,4.0,12.0,53,7,1,0,2020,14
1038,822,2,26,24770,131,2,5.0,10.0,53,5,1,6,2020,14
1040,817,1,15,24810,4,5,5.0,10.0,53,6,1,0,2020,71
1040,1,1,16,24808,131,1,3.0,15.0,53,7,1,8,2020,71
1040,815,1,20,24809,211,4,4.0,12.0,53,8,1,0,2020,71
1040,830,1,25,24807,9,2,2.0,18.0,53,3,1,1,2020,71
1041,1,1,16,24826,131,2,1.0,25.0,60,2,1,9,2020,20
1041,830,1,16,24827,9,3,2.0,19.0,60,1,1,1,2020,20
1041,817,1,16,24828,4,6,3.0,15.0,60,3,1,0,2020,20
1041,815,1,28,24829,211,9,4.0,12.0,60,4,1,0,2020,20
1041,832,1,28,24830,1,10,5.0,10.0,60,6,1,0,2020,20
1041,817,2,44,24828,4,6,3.0,15.0,60,3,1,0,2020,20
1041,832,2,44,24830,1,10,5.0,10.0,60,6,1,0,2020,20
1041,1,2,45,24826,131,2,1.0,25.0,60,2,1,9,2020,20
1041,830,2,45,24827,9,3,2.0,19.0,60,1,1,1,2020,20
1041,815,2,45,24829,211,9,4.0,12.0,60,4,1,0,2020,20
1042,830,1,23,24848,9,3,3.0,15.0,66,4,1,1,2020,75
1042,842,1,28,24850,213,9,5.0,10.0,65,9,11,1,2020,75
1042,844,1,34,24849,6,4,4.0,12.0,66,7,1,0,2020,75
1042,822,1,41,24847,131,2,2.0,18.0,66,2,1,10,2020,75
1043,844,1,13,24870,6,7,5.0,10.0,63,12,1,0,2020,21
1043,817,1,14,24868,4,5,3.0,15.0,63,4,1,0,2020,21
1043,826,1,14,24869,213,8,4.0,12.0,63,6,1,1,2020,21
1043,822,1,19,24867,131,1,2.0,18.0,63,2,1,11,2020,21
1043,822,2,51,24867,131,1,2.0,18.0,63,2,1,11,2020,21
1043,826,2,51,24869,213,8,4.0,12.0,63,6,1,1,2020,21
1044,844,1,6,24889,6,12,4.0,12.0,58,11,1,0,2020,5
1044,20,1,8,24888,6,11,3.0,15.0,58,8,1,0,2020,5
1044,1,1,8,24886,131,6,1.0,25.0,58,6,1,12,2020,5
1044,815,1,10,24887,211,3,2.0,18.0,58,12,1,0,2020,5
1044,832,1,10,24890,1,15,5.0,10.0,58,4,1,0,2020,5
1044,844,2,30,24889,6,12,4.0,12.0,58,11,1,0,2020,5
1044,20,2,33,24888,6,11,3.0,15.0,58,8,1,0,2020,5
1044,832,2,33,24890,1,15,5.0,10.0,58,4,1,0,2020,5
1045,1,1,1,24906,131,1,1.0,25.0,57,3,1,13,2020,3
1045,830,1,1,24907,9,3,2.0,19.0,57,1,1,1,2020,3
1045,848,1,1,24908,9,4,3.0,15.0,57,10,1,1,2020,3
1045,846,1,1,24909,1,9,4.0,12.0,57,7,1,0,2020,3
1045,832,1,1,24910,1,15,5.0,10.0,57,5,1,0,2020,3
1045,846,2,18,24909,1,9,4.0,12.0,57,7,1,0,2020,3
1045,1,2,19,24906,131,1,1.0,25.0,57,3,1,13,2020,3
1045,848,2,19,24908,9,4,3.0,15.0,57,10,1,1,2020,3
1045,830,2,20,24907,9,3,2.0,19.0,57,1,1,1,2020,3
1045,832,2,21,24910,1,15,5.0,10.0,57,5,1,0,2020,3
1045,830,3,34,24907,9,3,2.0,19.0,57,1,1,1,2020,3
1045,848,3,34,24908,9,4,3.0,15.0,57,10,1,1,2020,3
1045,1,3,35,24906,131,1,1.0,25.0,57,3,1,13,2020,3
1045,846,3,38,24909,1,9,4.0,12.0,57,7,1,0,2020,3
1045,832,3,39,24910,1,15,5.0,10.0,57,5,1,0,2020,3
1045,830,4,46,24907,9,3,2.0,19.0,57,1,1,1,2020,3
1046,815,1,1,24926,211,5,1.0,25.0,87,3,1,1,2020,3
1046,832,1,28,24929,1,8,4.0,12.0,87,9,1,0,2020,3
1046,817,1,29,24930,4,7,5.0,10.0,87,6,1,0,2020,3
1046,839,1,41,24927,4,11,2.0,18.0,87,12,1,0,2020,3
1046,840,1,42,24928,211,10,3.0,15.0,87,14,1,1,2020,3
1046,815,2,47,24926,211,5,1.0,25.0,87,3,1,1,2020,3
1046,832,2,55,24929,1,8,4.0,12.0,87,9,1,0,2020,3
1046,817,2,55,24930,4,7,5.0,10.0,87,6,1,0,2020,3
1047,830,1,10,24946,9,1,1.0,25.0,55,2,1,2,2020,24
1047,822,1,10,24947,131,2,2.0,18.0,55,3,1,13,2020,24
1047,1,1,10,24948,131,3,3.0,15.0,55,5,1,13,2020,24
1047,848,1,10,24949,9,5,4.0,12.0,55,4,1,2,2020,24
1047,846,1,10,24950,1,4,5.0,10.0,55,12,1,0,2020,24
1052,815,1,2,24970,9,0,5.0,10.0,56,3,1,0,2021,3
1052,846,1,12,24969,1,7,4.0,12.0,56,6,1,0,2021,3
1052,1,1,13,24966,131,2,1.0,25.0,56,4,1,1,2021,3
1052,822,1,16,24968,131,3,3.0,16.0,56,1,1,1,2021,3
1052,830,1,17,24967,9,1,2.0,18.0,56,2,1,0,2021,3
1052,815,2,19,24970,9,0,5.0,10.0,56,3,1,0,2021,3
1052,1,2,28,24966,131,2,1.0,25.0,56,4,1,1,2021,3
1052,822,2,30,24968,131,3,3.0,16.0,56,1,1,1,2021,3
1052,846,2,33,24969,1,7,4.0,12.0,56,6,1,0,2021,3
1052,815,3,38,24970,9,0,5.0,10.0,56,3,1,0,2021,3
1052,830,2,39,24967,9,1,2.0,18.0,56,2,1,0,2021,3
1052,822,3,54,24968,131,3,3.0,16.0,56,1,1,1,2021,3
1053,830,1,27,24986,9,3,1.0,25.0,63,2,1,1,2021,21
1053,832,1,27,24990,6,11,5.0,10.0,63,7,1,0,2021,21
1053,1,1,28,24987,131,1,2.0,19.0,63,1,1,1,2021,21
1053,844,1,28,24989,6,4,4.0,12.0,63,6,1,0,2021,21
1053,846,1,28,24988,1,7,3.0,15.0,63,3,1,0,2021,21
1053,1,2,31,24987,131,1,2.0,19.0,63,1,1,1,2021,21
1053,830,2,33,24986,9,3,1.0,25.0,63,2,1,1,2021,21
1053,1,3,32,24987,131,1,2.0,19.0,63,1,1,1,2021,21
1053,844,2,33,24989,6,4,4.0,12.0,63,6,1,0,2021,21
1053,846,2,33,24988,1,7,3.0,15.0,63,3,1,0,2021,21
1053,832,2,33,24990,6,11,5.0,10.0,63,7,1,0,2021,21
1053,1,4,33,24987,131,1,2.0,19.0,63,1,1,1,2021,21
1054,822,1,2,25008,131,1,3.0,16.0,66,1,1,2,2021,75
1054,1,1,2,25006,131,2,1.0,25.0,66,4,1,2,2021,75
1054,830,1,2,25007,9,3,2.0,18.0,66,3,1,1,2021,75
1054,815,1,2,25009,9,4,4.0,12.0,66,2,1,1,2021,75
1054,846,1,2,25010,1,7,5.0,10.0,66,7,1,0,2021,75
1054,822,2,3,25008,131,1,3.0,16.0,66,1,1,2,2021,75
1054,1,2,3,25006,131,2,1.0,25.0,66,4,1,2,2021,75
1054,830,2,3,25007,9,3,2.0,18.0,66,3,1,1,2021,75
1054,815,2,3,25009,9,4,4.0,12.0,66,2,1,1,2021,75
1054,846,2,3,25010,1,7,5.0,10.0,66,7,1,0,2021,75
1054,846,3,22,25010,1,7,5.0,10.0,66,7,1,0,2021,75
1054,830,3,35,25007,9,3,2.0,18.0,66,3,1,1,2021,75
1054,822,3,36,25008,131,1,3.0,16.0,66,1,1,2,2021,75
1054,1,3,37,25006,131,2,1.0,25.0,66,4,1,2,2021,75
1054,815,3,51,25009,9,4,4.0,12.0,66,2,1,1,2021,75
1054,822,4,63,25008,131,1,3.0,16.0,66,1,1,2,2021,75
1054,830,4,64,25007,9,3,2.0,18.0,66,3,1,1,2021,75
1055,822,1,23,25028,131,3,3.0,15.0,66,2,1,3,2021,4
1055,830,1,24,25027,9,2,2.0,19.0,66,1,1,1,2021,4
1055,815,1,27,25030,9,8,5.0,10.0,66,3,1,1,2021,4
1055,1,1,28,25026,131,1,1.0,25.0,66,5,1,3,2021,4
1055,844,1,28,25029,6,4,4.0,12.0,66,4,1,0,2021,4
1055,1,2,42,25026,131,1,1.0,25.0,66,5,1,3,2021,4
1055,822,2,53,25028,131,3,3.0,15.0,66,2,1,3,2021,4
1055,815,2,57,25030,9,8,5.0,10.0,66,3,1,1,2021,4
1055,844,2,58,25029,6,4,4.0,12.0,66,4,1,0,2021,4
1055,830,2,60,25027,9,2,2.0,19.0,66,1,1,1,2021,4
1056,846,1,30,25048,1,5,3.0,15.0,78,7,1,0,2021,6
1056,20,1,31,25050,117,8,5.0,10.0,78,11,1,0,2021,6
1056,832,1,32,25047,6,4,2.0,18.0,78,5,1,0,2021,6
1056,830,1,34,25046,9,2,1.0,25.0,78,6,1,2,2021,6
1056,815,1,35,25049,9,9,4.0,12.0,78,3,1,2,2021,6
1057,846,1,7,25070,1,9,5.0,10.0,51,7,1,0,2021,73
1057,844,1,9,25069,6,1,4.0,12.0,51,8,1,0,2021,73
1057,842,1,11,25068,213,4,3.0,15.0,51,6,1,0,2021,73
1057,815,1,13,25066,9,6,1.0,25.0,51,2,1,3,2021,73
1057,20,1,18,25067,117,11,2.0,18.0,51,4,1,0,2021,73
1057,815,2,47,25066,9,6,1.0,25.0,51,2,1,3,2021,73
1057,20,2,47,25067,117,11,2.0,18.0,51,4,1,0,2021,73
1057,842,2,47,25068,213,4,3.0,15.0,51,6,1,0,2021,73
1057,844,2,47,25069,6,1,4.0,12.0,51,8,1,0,2021,73
1057,846,2,47,25070,1,9,5.0,10.0,51,7,1,0,2021,73
1057,815,3,48,25066,9,6,1.0,25.0,51,2,1,3,2021,73
1057,20,3,48,25067,117,11,2.0,18.0,51,4,1,0,2021,73
1057,842,3,48,25068,213,4,3.0,15.0,51,6,1,0,2021,73
1057,844,3,48,25069,6,1,4.0,12.0,51,8,1,0,2021,73
1057,846,3,48,25070,1,9,5.0,10.0,51,7,1,0,2021,73
1059,822,1,17,25089,131,3,4.0,12.0,53,3,1,3,2021,34
1059,1,1,19,25087,131,2,2.0,18.0,53,5,1,3,2021,34
1059,815,1,24,25088,9,4,3.0,15.0,53,2,1,4,2021,34
1059,846,1,24,25090,1,8,5.0,10.0,53,6,1,0,2021,34
1058,815,1,26,25109,9,4,4.0,12.0,71,2,1,5,2021,70
1058,822,1,27,25108,131,5,3.0,15.0,71,5,1,3,2021,70
1058,1,1,28,25107,131,2,2.0,19.0,71,1,1,3,2021,70
1058,830,1,29,25106,9,1,1.0,25.0,71,3,1,5,2021,70
1058,846,1,31,25110,1,3,5.0,10.0,70,7,11,0,2021,70
1058,815,2,54,25109,9,4,4.0,12.0,71,2,1,5,2021,70
1058,1,2,69,25107,131,2,2.0,19.0,71,1,1,3,2021,70
1060,846,1,30,25128,1,2,3.0,15.0,71,10,1,0,2021,70
1060,822,1,30,25127,131,5,2.0,18.0,71,6,1,3,2021,70
1060,1,1,31,25129,131,4,4.0,12.0,71,3,1,3,2021,70
1060,832,1,48,25130,6,10,5.0,10.0,71,2,1,0,2021,70
1060,1,2,53,25129,131,4,4.0,12.0,71,3,1,3,2021,70
1061,844,1,2,25147,6,4,2.0,18.0,52,5,1,0,2021,9
1061,1,1,2,25146,131,2,1.0,25.0,52,2,1,4,2021,9
1061,822,1,2,25148,131,3,3.0,15.0,52,4,1,4,2021,9
1061,846,1,2,25149,1,5,4.0,12.0,52,9,1,0,2021,9
1061,817,1,2,25150,1,6,5.0,10.0,52,8,1,0,2021,9
1061,817,2,20,25150,1,6,5.0,10.0,52,8,1,0,2021,9
1061,846,2,21,25149,1,5,4.0,12.0,52,9,1,0,2021,9
1061,822,2,22,25148,131,3,3.0,15.0,52,4,1,4,2021,9
1061,1,2,27,25146,131,2,1.0,25.0,52,2,1,4,2021,9
1061,844,2,29,25147,6,4,2.0,18.0,52,5,1,0,2021,9
1062,1,1,2,25167,131,1,2.0,18.0,70,2,1,4,2021,11
1062,839,1,2,25166,214,8,1.0,25.0,70,5,1,1,2021,11
1062,832,1,2,25168,6,15,3.0,15.0,70,6,1,0,2021,11
1062,4,1,2,25169,214,9,4.0,12.0,70,3,1,1,2021,11
1062,842,1,2,25170,213,5,5.0,11.0,70,1,1,0,2021,11
1062,839,2,3,25166,214,8,1.0,25.0,70,5,1,1,2021,11
1062,832,2,3,25168,6,15,3.0,15.0,70,6,1,0,2021,11
1062,4,2,3,25169,214,9,4.0,12.0,70,3,1,1,2021,11
1062,842,2,3,25170,213,5,5.0,11.0,70,1,1,0,2021,11
1062,1,2,4,25167,131,1,2.0,18.0,70,2,1,4,2021,11
1062,1,3,19,25167,131,1,2.0,18.0,70,2,1,4,2021,11
1062,842,3,30,25170,213,5,5.0,11.0,70,1,1,0,2021,11
1062,832,3,32,25168,6,15,3.0,15.0,70,6,1,0,2021,11
1062,839,3,37,25166,214,8,1.0,25.0,70,5,1,1,2021,11
1062,4,3,39,25169,214,9,4.0,12.0,70,3,1,1,2021,11
1062,1,4,47,25167,131,1,2.0,18.0,70,2,1,4,2021,11
1062,842,4,68,25170,213,5,5.0,11.0,70,1,1,0,2021,11
1064,1,1,20,25207,131,2,2.0,19.0,72,1,1,4,2021,39
1064,830,1,21,25206,9,1,1.0,25.0,72,3,1,8,2021,39
1064,842,1,24,25209,213,4,4.0,12.0,71,10,11,0,2021,39
1064,822,1,31,25208,131,3,3.0,15.0,72,2,1,4,2021,39
1064,844,1,34,25210,6,5,5.0,10.0,71,9,11,0,2021,39
1064,1,2,39,25207,131,2,2.0,19.0,72,1,1,4,2021,39
1064,830,2,40,25206,9,1,1.0,25.0,72,3,1,8,2021,39
1064,822,2,67,25208,131,3,3.0,15.0,72,2,1,4,2021,39
1064,1,3,70,25207,131,2,2.0,19.0,72,1,1,4,2021,39
1065,846,1,24,25227,1,3,2.0,18.0,53,3,1,1,2021,14
1065,844,1,26,25229,6,5,4.0,12.0,53,6,1,0,2021,14
1065,815,1,26,25230,9,8,5.0,10.0,53,4,1,8,2021,14
1065,822,1,26,25228,131,19,3.0,15.0,53,2,1,4,2021,14
1066,832,1,14,25248,6,2,3.0,15.0,53,12,1,0,2021,71
1066,817,1,22,25249,1,5,4.0,12.0,53,9,1,1,2021,71
1066,1,1,26,25246,131,4,1.0,25.0,53,2,1,5,2021,71
1066,830,1,26,25247,9,20,2.0,18.0,53,5,1,8,2021,71
1066,822,1,28,25250,131,16,5.0,10.0,53,3,1,5,2021,71
1066,822,2,47,25250,131,16,5.0,10.0,53,3,1,5,2021,71
1066,830,2,48,25247,9,20,2.0,18.0,53,5,1,8,2021,71
1066,832,2,48,25248,6,2,3.0,15.0,53,12,1,0,2021,71
1066,817,2,48,25249,1,5,4.0,12.0,53,9,1,1,2021,71
1066,1,2,49,25246,131,4,1.0,25.0,53,2,1,5,2021,71
1067,830,1,36,25267,9,2,2.0,18.0,58,9,1,8,2021,5
1067,815,1,37,25268,9,6,3.0,15.0,58,4,1,8,2021,5
1067,844,1,47,25269,6,3,4.0,12.0,58,8,1,0,2021,5
1067,1,1,50,25270,131,11,5.0,10.0,58,10,1,6,2021,5
1069,830,1,10,25286,9,1,1.0,25.0,56,2,1,9,2021,69
1069,817,1,11,25290,1,6,5.0,10.0,56,8,1,1,2021,69
1069,815,1,12,25288,9,3,3.0,15.0,56,4,1,9,2021,69
1069,844,1,12,25289,6,4,4.0,12.0,56,3,1,0,2021,69
1069,1,1,13,25287,131,2,2.0,19.0,56,1,1,6,2021,69
1069,830,2,29,25286,9,1,1.0,25.0,56,2,1,9,2021,69
1069,815,2,30,25288,9,3,3.0,15.0,56,4,1,9,2021,69
1069,817,2,30,25290,1,6,5.0,10.0,56,8,1,1,2021,69
1069,844,2,32,25289,6,4,4.0,12.0,56,3,1,0,2021,69
1069,1,2,37,25287,131,2,2.0,19.0,56,1,1,6,2021,69
1070,1,1,29,25307,131,2,2.0,18.0,71,4,1,6,2021,32
1070,844,1,30,25310,6,8,5.0,10.0,71,9,1,0,2021,32
1070,842,1,31,25309,213,5,4.0,12.0,71,7,1,0,2021,32
1070,830,1,33,25306,9,3,1.0,25.0,71,2,1,10,2021,32
1070,815,1,40,25308,9,4,3.0,15.0,71,3,1,10,2021,32
1071,830,1,7,25327,9,2,2.0,18.0,71,3,1,10,2021,18
1071,815,1,7,25329,9,4,4.0,13.0,71,1,1,10,2021,18
1071,1,1,7,25326,131,10,1.0,25.0,71,2,1,7,2021,18
1071,822,1,7,25328,131,1,3.0,15.0,71,4,1,7,2021,18
1071,844,1,7,25330,6,6,5.0,10.0,71,7,1,0,2021,18
1071,830,2,8,25327,9,2,2.0,18.0,71,3,1,10,2021,18
1071,815,2,8,25329,9,4,4.0,13.0,71,1,1,10,2021,18
1071,1,2,8,25326,131,10,1.0,25.0,71,2,1,7,2021,18
1071,822,2,8,25328,131,1,3.0,15.0,71,4,1,7,2021,18
1071,844,2,8,25330,6,6,5.0,10.0,71,7,1,0,2021,18
1071,1,3,26,25326,131,10,1.0,25.0,71,2,1,7,2021,18
1071,830,3,27,25327,9,2,2.0,18.0,71,3,1,10,2021,18
1071,844,3,27,25330,6,6,5.0,10.0,71,7,1,0,2021,18
1071,815,3,28,25329,9,4,4.0,13.0,71,1,1,10,2021,18
1071,822,3,30,25328,131,1,3.0,15.0,71,4,1,7,2021,18
1071,830,4,40,25327,9,2,2.0,18.0,71,3,1,10,2021,18
1071,822,4,41,25328,131,1,3.0,15.0,71,4,1,7,2021,18
1071,815,4,42,25329,9,4,4.0,13.0,71,1,1,10,2021,18
1071,1,4,43,25326,131,10,1.0,25.0,71,2,1,7,2021,18
1071,844,4,52,25330,6,6,5.0,10.0,71,7,1,0,2021,18
1071,815,5,69,25329,9,4,4.0,13.0,71,1,1,10,2021,18
1051,830,1,17,25347,9,7,2.0,19.0,57,1,1,10,2021,78
1051,1,1,18,25346,131,1,1.0,25.0,57,2,1,8,2021,78
1051,815,1,19,25349,9,11,4.0,12.0,57,3,1,10,2021,78
1051,4,1,23,25348,214,3,3.0,15.0,57,10,1,1,2021,78
1051,839,1,24,25350,214,9,5.0,10.0,57,13,1,1,2021,78
1051,830,2,41,25347,9,7,2.0,19.0,57,1,1,10,2021,78
1051,815,2,41,25349,9,11,4.0,12.0,57,3,1,10,2021,78
1051,1,2,42,25346,131,1,1.0,25.0,57,2,1,8,2021,78
1051,830,3,55,25347,9,7,2.0,19.0,57,1,1,10,2021,78
1072,822,1,10,25368,131,2,3.0,15.0,50,2,1,9,2021,77
1072,830,1,13,25367,9,3,2.0,18.0,50,3,1,10,2021,77
1072,822,2,13,25368,131,2,3.0,15.0,50,2,1,9,2021,77
1072,839,1,13,25369,214,9,4.0,12.0,50,6,1,1,2021,77
1072,817,1,13,25370,1,11,5.0,10.0,50,11,1,1,2021,77
1072,830,2,15,25367,9,3,2.0,18.0,50,3,1,10,2021,77
1072,839,2,15,25369,214,9,4.0,12.0,50,6,1,1,2021,77
1072,817,2,15,25370,1,11,5.0,10.0,50,11,1,1,2021,77
1072,822,3,15,25368,131,2,3.0,15.0,50,2,1,9,2021,77
1073,1,1,14,25387,131,2,2.0,18.0,58,3,1,9,2021,24
1073,832,1,19,25388,6,5,3.0,15.0,58,9,1,0,2021,24
1073,852,1,23,25389,213,8,4.0,12.0,58,7,1,0,2021,24
1073,842,1,36,25390,213,12,5.0,10.0,58,6,1,0,2021,24
1073,852,2,53,25389,213,8,4.0,12.0,58,7,1,0,2021,24
1073,842,2,54,25390,213,12,5.0,10.0,58,6,1,0,2021,24
1074,1,1,11,25408,131,5,3.0,15.0,57,5,1,0,2022,3
1074,832,1,14,25407,6,3,2.0,18.0,57,3,1,1,2022,3
1074,825,1,14,25410,210,7,5.0,10.0,57,8,1,0,2022,3
1074,847,1,15,25409,131,9,4.0,12.0,57,6,1,0,2022,3
1074,1,2,27,25408,131,5,3.0,15.0,57,5,1,0,2022,3
1074,832,2,33,25407,6,3,2.0,18.0,57,3,1,1,2022,3
1074,847,2,33,25409,131,9,4.0,12.0,57,6,1,0,2022,3
1074,825,2,34,25410,210,7,5.0,10.0,57,8,1,0,2022,3
1074,832,3,44,25407,6,3,2.0,18.0,57,3,1,1,2022,3
1074,1,3,44,25408,131,5,3.0,15.0,57,5,1,0,2022,3
1074,847,3,45,25409,131,9,4.0,12.0,57,6,1,0,2022,3
1074,825,3,46,25410,210,7,5.0,10.0,57,8,1,0,2022,3
1075,815,1,15,25429,9,1,4.0,12.0,50,4,1,1,2022,77
1075,844,1,16,25427,6,2,2.0,19.0,50,1,1,1,2022,77
1075,830,1,16,25426,9,4,1.0,25.0,50,2,1,1,2022,77
1075,832,1,16,25428,6,3,3.0,15.0,50,3,1,1,2022,77
1075,847,1,16,25430,131,6,5.0,10.0,50,7,1,0,2022,77
1076,815,1,20,25447,9,3,2.0,18.0,58,3,1,1,2022,1
1076,846,1,20,25450,1,4,5.0,10.0,58,8,1,0,2022,1
1076,1,1,22,25449,131,5,4.0,12.0,58,7,1,0,2022,1
1076,847,1,23,25448,131,6,3.0,15.0,58,4,1,0,2022,1
1077,815,1,18,25467,9,3,2.0,18.0,63,3,1,2,2022,21
1077,847,1,18,25469,131,11,4.0,12.0,63,8,1,0,2022,21
1077,822,1,18,25470,51,7,5.0,10.0,63,6,1,0,2022,21
1077,846,1,19,25468,1,5,3.0,15.0,63,7,1,0,2022,21
1077,815,2,50,25467,9,3,2.0,18.0,63,3,1,2,2022,21
1078,844,1,24,25487,6,1,2.0,18.0,57,2,1,2,2022,79
1078,832,1,27,25488,6,2,3.0,15.0,57,3,1,2,2022,79
1078,815,1,27,25489,9,4,4.0,12.0,57,4,1,3,2022,79
1078,847,1,40,25490,131,12,5.0,10.0,57,5,1,0,2022,79
1078,815,2,41,25489,9,4,4.0,12.0,57,4,1,3,2022,79
1079,1,1,1,25510,131,6,5.0,10.0,66,2,1,0,2022,4
1079,832,1,10,25509,6,3,4.0,12.0,66,7,1,2,2022,4
1079,847,1,13,25508,131,4,3.0,15.0,66,3,1,0,2022,4
1079,830,1,13,25506,9,2,1.0,25.0,66,4,1,4,2022,4
1079,815,1,17,25507,9,5,2.0,19.0,66,1,1,4,2022,4
1079,1,2,22,25510,131,6,5.0,10.0,66,2,1,0,2022,4
1079,830,2,28,25506,9,2,1.0,25.0,66,4,1,4,2022,4
1079,832,2,31,25509,6,3,4.0,12.0,66,7,1,2,2022,4
1079,847,2,36,25508,131,4,3.0,15.0,66,3,1,0,2022,4
1079,815,2,37,25507,9,5,2.0,19.0,66,1,1,4,2022,4
1079,830,3,44,25506,9,2,1.0,25.0,66,4,1,4,2022,4
1079,832,3,45,25509,6,3,4.0,12.0,66,7,1,2,2022,4
1079,1,3,48,25510,131,6,5.0,10.0,66,2,1,0,2022,4
1079,847,3,51,25508,131,4,3.0,15.0,66,3,1,0,2022,4
1079,815,3,53,25507,9,5,2.0,19.0,66,1,1,4,2022,4
1080,815,1,16,25526,9,3,1.0,25.0,64,4,1,5,2022,6
1080,844,1,18,25529,6,1,4.0,12.0,64,6,1,2,2022,6
1080,830,1,18,25528,9,4,3.0,15.0,64,5,1,5,2022,6
1080,832,1,21,25527,6,2,2.0,18.0,64,7,1,2,2022,6
1080,844,2,21,25529,6,1,4.0,12.0,64,6,1,2,2022,6
1080,847,1,21,25530,131,6,5.0,10.0,64,8,1,0,2022,6
1080,815,2,22,25526,9,3,1.0,25.0,64,4,1,5,2022,6
1080,830,2,22,25528,9,4,3.0,15.0,64,5,1,5,2022,6
1080,815,3,30,25526,9,3,1.0,25.0,64,4,1,5,2022,6
1080,832,2,30,25527,6,2,2.0,18.0,64,7,1,2,2022,6
1080,830,3,30,25528,9,4,3.0,15.0,64,5,1,5,2022,6
1080,844,3,30,25529,6,1,4.0,12.0,64,6,1,2,2022,6
1080,847,2,30,25530,131,6,5.0,10.0,64,8,1,0,2022,6
1081,847,1,9,25548,131,5,3.0,15.0,51,4,1,0,2022,73
1081,842,1,9,25550,213,6,5.0,10.0,51,16,1,0,2022,73
1081,1,1,9,25549,131,7,4.0,12.0,51,3,1,0,2022,73
1081,815,1,16,25547,9,2,2.0,19.0,51,1,1,6,2022,73
1081,830,1,18,25546,9,3,1.0,25.0,51,2,1,6,2022,73
1081,830,2,33,25546,9,3,1.0,25.0,51,2,1,6,2022,73
1081,815,2,33,25547,9,2,2.0,19.0,51,1,1,6,2022,73
1081,847,2,33,25548,131,5,3.0,15.0,51,4,1,0,2022,73
1081,1,2,33,25549,131,7,4.0,12.0,51,3,1,0,2022,73
1082,830,1,9,25566,9,1,1.0,25.0,70,2,1,7,2022,7
1082,1,1,9,25568,131,4,3.0,15.0,70,4,1,0,2022,7
1082,847,1,19,25569,131,8,4.0,12.0,70,5,1,0,2022,7
1082,832,1,20,25567,6,3,2.0,19.0,70,1,1,2,2022,7
1082,844,1,41,25570,6,19,5.0,10.0,70,3,1,2,2022,7
1082,830,2,43,25566,9,1,1.0,25.0,70,2,1,7,2022,7
1082,1,2,44,25568,131,4,3.0,15.0,70,4,1,0,2022,7
1082,847,2,45,25569,131,8,4.0,12.0,70,5,1,0,2022,7
1082,832,2,49,25567,6,3,2.0,19.0,70,1,1,2,2022,7
1083,832,1,1,25586,6,1,1.0,25.0,52,2,1,3,2022,9
1083,1,1,1,25588,131,5,3.0,16.0,52,1,1,0,2022,9
1083,844,1,1,25589,6,3,4.0,12.0,52,4,1,3,2022,9
1083,4,1,1,25590,214,7,5.0,10.0,52,5,1,0,2022,9
1083,815,1,1,25587,9,4,2.0,18.0,52,3,1,7,2022,9
1083,815,2,5,25587,9,4,2.0,18.0,52,3,1,7,2022,9
1083,832,2,20,25586,6,1,1.0,25.0,52,2,1,3,2022,9
1083,844,2,25,25589,6,3,4.0,12.0,52,4,1,3,2022,9
1083,1,2,33,25588,131,5,3.0,16.0,52,1,1,0,2022,9
1083,4,2,33,25590,214,7,5.0,10.0,52,5,1,0,2022,9
1083,832,3,39,25586,6,1,1.0,25.0,52,2,1,3,2022,9
1083,1,3,39,25588,131,5,3.0,16.0,52,1,1,0,2022,9
1083,815,3,39,25587,9,4,2.0,18.0,52,3,1,7,2022,9
1083,4,3,39,25590,214,7,5.0,10.0,52,5,1,0,2022,9
1084,847,1,11,25609,131,4,4.0,12.0,71,6,1,0,2022,70
1084,830,1,13,25607,9,1,2.0,19.0,71,1,1,7,2022,70
1084,839,1,16,25610,214,6,5.0,10.0,71,10,1,0,2022,70
1084,844,1,26,25606,6,2,1.0,25.0,71,2,1,4,2022,70
1084,1,1,28,25608,131,8,3.0,15.0,71,5,1,0,2022,70
1084,830,2,36,25607,9,1,2.0,19.0,71,1,1,7,2022,70
1084,847,2,40,25609,131,4,4.0,12.0,71,6,1,0,2022,70
1084,839,2,44,25610,214,6,5.0,10.0,71,10,1,0,2022,70
1084,844,2,49,25606,6,2,1.0,25.0,71,2,1,4,2022,70
1084,1,2,51,25608,131,8,3.0,15.0,71,5,1,0,2022,70
1084,844,3,58,25606,6,2,1.0,25.0,71,2,1,4,2022,70
1084,830,3,58,25607,9,1,2.0,19.0,71,1,1,7,2022,70
1085,830,1,16,25626,9,2,1.0,25.0,53,2,1,8,2022,34
1085,1,1,18,25627,131,4,2.0,18.0,53,4,1,0,2022,34
1085,815,1,18,25629,9,3,4.0,12.0,53,5,1,8,2022,34
1085,847,1,18,25628,131,6,3.0,15.0,53,3,1,0,2022,34
1085,832,1,18,25630,6,19,5.0,11.0,53,1,1,4,2022,34
