resultId,raceId,driverId,constructorId,grid,positionOrder,points,laps,statusId,total_pitstops,total_pitstop_duration
23765,988,8,6,5,4,12.0,55,1,1,21609
23766,988,830,9,6,5,10.0,55,1,1,21269
23767,988,807,4,7,6,8.0,55,1,1,29724
23768,988,815,10,8,7,6.0,55,1,1,21869
23769,988,839,10,9,8,4.0,55,1,1,21865
23770,988,4,1,11,9,2.0,54,11,1,22541
23771,988,13,3,10,10,1.0,54,11,1,21449
23772,988,154,210,16,11,0.0,54,11,1,21850
23773,988,838,1,13,12,0.0,54,11,1,22125
23774,988,825,210,14,13,0.0,54,11,1,21875
23775,988,836,15,18,14,0.0,54,11,1,22959
23776,988,843,5,20,15,0.0,54,11,1,21598
23777,988,842,5,17,16,0.0,54,11,1,21519
23778,988,828,15,19,17,0.0,54,11,1,22176
23779,988,840,3,15,18,0.0,54,11,3,65064
23780,988,832,4,12,19,0.0,31,36,1,21956
23781,988,817,9,4,20,0.0,20,9,1,23477
23782,989,20,6,3,1,25.0,58,1,1,21787
23783,989,1,131,1,2,18.0,58,1,1,21821
23784,989,8,6,2,3,15.0,58,1,1,21421
23785,989,817,9,8,4,12.0,58,1,1,21440
23786,989,4,1,10,5,10.0,58,1,1,22573
23787,989,830,9,4,6,8.0,58,1,1,20953
23788,989,807,4,7,7,6.0,58,1,1,22628
23789,989,822,131,15,8,4.0,58,1,1,21664
23790,989,838,1,11,9,2.0,58,1,1,22474
23791,989,832,4,9,10,1.0,58,1,1,23868
23792,989,815,10,12,11,0.0,58,1,1,22327
23793,989,839,10,14,12,0.0,58,1,1,21854
23794,989,844,15,18,13,0.0,58,1,2,45078
23795,989,840,3,13,14,0.0,58,1,2,46901
23796,989,843,5,16,15,0.0,57,11,2,44509
23797,989,154,210,6,16,0.0,24,36,1,23054
23798,989,825,210,5,17,0.0,22,36,1,21983
23802,990,20,6,1,1,25.0,57,1,1,24524
23803,990,822,131,3,2,18.0,57,1,1,26105
23804,990,1,131,9,3,15.0,57,1,1,24302
23805,990,842,5,5,4,12.0,57,1,2,49792
23806,990,825,210,6,5,10.0,57,1,2,49735
23807,990,807,4,7,6,8.0,57,1,2,48836
23808,990,4,1,13,7,6.0,56,11,2,49574
23809,990,838,1,14,8,4.0,56,11,2,50212
23810,990,828,15,17,9,2.0,56,11,1,25194
23811,990,839,10,8,10,1.0,56,11,2,49315
23812,990,832,4,10,11,0.0,56,11,2,51075
23813,990,844,15,19,12,0.0,56,11,2,50702
23814,990,154,210,16,13,0.0,56,11,3,76801
23815,990,840,3,20,14,0.0,56,11,2,58250
23816,990,845,3,18,15,0.0,56,11,2,50365
23817,990,815,10,12,16,0.0,56,11,2,49669
23818,990,843,5,11,17,0.0,56,11,2,61599
23819,990,8,6,2,18,0.0,35,36,1,25018
23820,990,830,9,15,19,0.0,3,29,1,30381
23822,991,817,9,6,1,25.0,56,1,2,45733
23823,991,822,131,3,2,18.0,56,1,1,22097
23824,991,8,6,2,3,15.0,56,1,1,22913
23825,991,1,131,4,4,12.0,56,1,1,22464
23826,991,830,9,5,5,10.0,56,1,2,45311
23827,991,807,4,7,6,8.0,56,1,2,46951
23828,991,4,1,13,7,6.0,56,1,1,24110
23829,991,20,6,1,8,4.0,56,1,1,23009
23830,991,832,4,9,9,2.0,56,1,2,47052
23831,991,825,210,11,10,1.0,56,1,1,22973
23832,991,839,10,12,11,0.0,56,1,2,45918
23833,991,815,10,8,12,0.0,56,1,2,45190
23834,991,838,1,14,13,0.0,56,1,1,23730
23835,991,840,3,18,14,0.0,56,1,1,22661
23836,991,845,3,16,15,0.0,56,1,2,46439
23837,991,828,15,20,16,0.0,56,1,1,22785
23838,991,154,210,10,17,0.0,56,1,2,46716
23839,991,842,5,17,18,0.0,56,1,2,58600
23840,991,844,15,19,19,0.0,56,1,1,23392
23841,991,843,5,15,20,0.0,51,130,2,47242
23842,992,1,131,2,1,25.0,51,1,2,41706
23843,992,8,6,6,2,18.0,51,1,2,51161
23844,992,815,10,8,3,15.0,51,1,2,54283
23845,992,20,6,1,4,12.0,51,1,2,40860
23846,992,832,4,9,5,10.0,51,1,2,42483
23847,992,844,15,13,6,8.0,51,1,2,43088
23848,992,4,1,12,7,6.0,51,1,2,78081
23849,992,840,3,10,8,4.0,51,1,2,40973
23850,992,838,1,16,9,2.0,51,1,4,83728
23851,992,843,5,19,10,1.0,51,1,3,63257
23852,992,828,15,18,11,0.0,51,1,4,117112
23853,992,842,5,17,12,0.0,51,1,2,42069
23854,992,825,210,15,13,0.0,51,1,2,57386
23855,992,822,131,3,14,0.0,48,29,1,20192
23856,992,154,210,20,15,0.0,42,3,2,44482
23857,992,830,9,5,16,0.0,39,4,1,19765
23858,992,817,9,4,17,0.0,39,4,1,19925
23862,993,1,131,1,1,25.0,66,1,1,22085
23863,993,822,131,2,2,18.0,66,1,1,23213
23864,993,830,9,5,3,15.0,66,1,1,21740
23865,993,20,6,3,4,12.0,66,1,2,46327
23866,993,817,9,6,5,10.0,66,1,1,21618
23867,993,825,210,7,6,8.0,65,11,1,22917
23868,993,832,4,9,7,6.0,65,11,1,22409
23869,993,4,1,8,8,4.0,65,11,1,21721
23870,993,815,10,15,9,2.0,64,12,2,44680
23871,993,844,15,14,10,1.0,64,12,1,21995
23872,993,840,3,18,11,0.0,64,12,1,21351
23873,993,843,5,20,12,0.0,64,12,2,45103
23874,993,828,15,17,13,0.0,64,12,1,22100
23875,993,845,3,19,14,0.0,63,13,3,67948
23876,993,838,1,11,15,0.0,45,6,1,27416
23877,993,839,10,13,16,0.0,38,44,1,47910
23882,994,817,9,1,1,25.0,78,1,1,24542
23883,994,20,6,2,2,18.0,78,1,1,23964
23884,994,1,131,3,3,15.0,78,1,1,23739
23885,994,8,6,4,4,12.0,78,1,1,24263
23886,994,822,131,5,5,10.0,78,1,1,24020
23887,994,839,10,6,6,8.0,78,1,1,24663
23888,994,842,5,10,7,6.0,78,1,1,24296
23889,994,807,4,11,8,4.0,78,1,1,25213
23890,994,830,9,20,9,2.0,78,1,1,24111
23891,994,832,4,8,10,1.0,78,1,1,24874
23892,994,828,15,16,11,0.0,78,1,1,24291
23893,994,815,10,9,12,0.0,78,1,1,29379
23894,994,825,210,19,13,0.0,78,1,1,24237
23895,994,838,1,12,14,0.0,77,11,2,52255
23896,994,154,210,18,15,0.0,77,11,2,49309
23897,994,845,3,13,16,0.0,77,11,3,82543
23898,994,840,3,17,17,0.0,76,12,3,89843
23899,994,844,15,14,18,0.0,70,4,1,23870
23900,994,843,5,15,19,0.0,70,4,1,24326
23901,994,4,1,7,20,0.0,52,6,1,24241
23902,995,20,6,1,1,25.0,68,1,1,23529
23903,995,822,131,2,2,18.0,68,1,1,23775
23904,995,830,9,3,3,15.0,68,1,1,23137
23905,995,817,9,6,4,12.0,68,1,1,23279
23906,995,1,131,4,5,10.0,68,1,1,23335
23907,995,8,6,5,6,8.0,68,1,1,23645
23908,995,807,4,7,7,6.0,67,11,1,24521
23909,995,832,4,9,8,4.0,67,11,1,24416
23910,995,839,10,8,9,2.0,67,11,1,25353
23911,995,844,15,13,10,1.0,67,11,1,23666
23912,995,842,5,16,11,0.0,67,11,1,24107
23913,995,154,210,20,12,0.0,67,11,1,24400
23914,995,825,210,11,13,0.0,67,11,1,24008
23915,995,815,10,10,14,0.0,67,11,2,47804
23916,995,828,15,19,15,0.0,66,12,1,23529
23917,995,838,1,15,16,0.0,66,12,2,64545
23918,995,845,3,18,17,0.0,66,12,1,23531
23919,995,4,1,14,18,0.0,40,43,1,23099
23922,996,1,131,1,1,25.0,53,1,1,24310
23923,996,830,9,4,2,18.0,53,1,1,24395
23924,996,8,6,6,3,15.0,53,1,1,24289
23925,996,817,9,5,4,12.0,53,1,1,24309
23926,996,20,6,3,5,10.0,53,1,2,63641
23927,996,825,210,9,6,8.0,53,1,1,25419
23928,996,822,131,2,7,6.0,53,1,2,58621
23929,996,832,4,7,8,4.0,53,1,1,25423
23930,996,807,4,12,9,2.0,53,1,1,25016
23931,996,844,15,8,10,1.0,53,1,1,25026
23932,996,154,210,10,11,0.0,52,11,1,29996
23933,996,838,1,17,12,0.0,52,11,1,24399
23934,996,828,15,15,13,0.0,52,11,1,24295
23935,996,843,5,20,14,0.0,52,11,1,24297
23936,996,845,3,18,15,0.0,52,11,1,26273
23937,996,4,1,16,16,0.0,50,36,2,50577
23938,996,840,3,19,17,0.0,48,29,1,26576
23942,997,830,9,4,1,25.0,71,1,1,21214
23943,997,8,6,3,2,18.0,71,1,1,21552
23944,997,20,6,6,3,15.0,71,1,1,23912
23945,997,154,210,5,4,12.0,70,11,1,22121
23946,997,825,210,8,5,10.0,70,11,1,22138
23947,997,839,10,11,6,8.0,70,11,1,22527
23948,997,815,10,16,7,6.0,70,11,1,22863
23949,997,4,1,13,8,4.0,70,11,1,21588
23950,997,844,15,18,9,2.0,70,11,1,21364
23951,997,828,15,20,10,1.0,70,11,1,21519
23952,997,842,5,12,11,0.0,70,11,1,22011
23953,997,832,4,9,12,0.0,70,11,2,49592
23954,997,845,3,17,13,0.0,69,12,2,47932
23955,997,840,3,14,14,0.0,69,12,2,44480
23956,997,838,1,15,15,0.0,65,130,2,69083
23957,997,1,131,2,16,0.0,62,32,2,42225
23959,997,817,9,7,18,0.0,53,43,2,43209
23962,998,20,6,2,1,25.0,52,1,2,56851
23963,998,1,131,1,2,18.0,52,1,1,28982
23964,998,8,6,3,3,15.0,52,1,2,67558
23965,998,822,131,4,4,12.0,52,1,1,27894
23966,998,817,9,6,5,10.0,52,1,2,56195
23967,998,807,4,11,6,8.0,52,1,1,28719
23968,998,839,10,10,7,6.0,52,1,1,29410
23969,998,4,1,13,8,4.0,52,1,2,56754
23970,998,825,210,7,9,2.0,52,1,1,28450
23971,998,815,10,12,10,1.0,52,1,2,57487
23972,998,838,1,17,11,0.0,52,1,2,56942
23973,998,840,3,19,12,0.0,52,1,1,27774
23974,998,842,5,14,13,0.0,52,1,2,58442
23975,998,845,3,18,14,0.0,52,1,1,28224
23977,998,830,9,5,15,0.0,46,23,2,56458
23978,998,154,210,8,16,0.0,37,4,1,29254
23979,998,832,4,16,17,0.0,37,4,2,57152
23980,998,828,15,15,18,0.0,31,3,1,28207
23981,998,844,15,9,19,0.0,18,27,1,27865
23983,999,1,131,14,1,25.0,67,1,1,18978
23984,999,822,131,2,2,18.0,67,1,2,52467
23985,999,8,6,3,3,15.0,67,1,2,39635
23986,999,830,9,4,4,12.0,67,1,3,58126
23987,999,807,4,7,5,10.0,67,1,3,61148
23988,999,154,210,6,6,8.0,67,1,3,62688
23989,999,815,10,10,7,6.0,67,1,1,25130
23990,999,839,10,15,8,4.0,67,1,1,19570
23991,999,828,15,13,9,2.0,67,1,1,18840
23992,999,843,5,17,10,1.0,67,1,2,39294
23993,999,825,210,5,11,0.0,67,1,3,82296
23994,999,832,4,8,12,0.0,67,1,3,60327
23995,999,838,1,19,13,0.0,67,1,2,39399
23996,999,842,5,16,14,0.0,66,11,2,39318
23997,999,844,15,9,15,0.0,66,11,3,61120
23998,999,4,1,11,16,0.0,65,31,3,61002
23999,999,840,3,18,17,0.0,53,5,2,39002
24000,999,20,6,1,18,0.0,51,3,1,18657
24001,999,845,3,12,19,0.0,51,5,2,45884
24003,1000,1,131,1,1,25.0,70,1,1,21480
24004,1000,20,6,4,2,18.0,70,1,1,23111
24005,1000,8,6,3,3,15.0,70,1,2,46300
24006,1000,817,9,12,4,12.0,70,1,1,21364
24007,1000,822,131,2,5,10.0,70,1,1,21337
24008,1000,842,5,6,6,8.0,70,1,1,21684
24009,1000,825,210,9,7,6.0,69,11,1,25126
24010,1000,4,1,11,8,4.0,69,11,1,21795
24011,1000,832,4,5,9,2.0,69,11,1,21914
24012,1000,154,210,10,10,1.0,69,11,1,21733
24013,1000,843,5,8,11,0.0,69,11,1,21831
24014,1000,807,4,13,12,0.0,69,11,2,44616
24015,1000,839,10,18,13,0.0,69,11,1,22258
24016,1000,815,10,19,14,0.0,69,11,1,22561
24017,1000,828,15,14,15,0.0,68,12,1,22640
24018,1000,845,3,20,16,0.0,68,12,1,21509
24019,1000,840,3,15,17,0.0,68,12,1,21291
24020,1000,838,1,16,18,0.0,49,6,1,21732
24023,1001,20,6,2,1,25.0,44,1,2,41835
24024,1001,1,131,1,2,18.0,44,1,2,41747
24025,1001,830,9,7,3,15.0,44,1,2,42283
24026,1001,822,131,19,4,12.0,44,1,3,73267
24027,1001,815,10,4,5,10.0,44,1,2,42824
24028,1001,839,10,3,6,8.0,44,1,2,42807
24029,1001,154,210,5,7,6.0,44,1,2,43528
24030,1001,825,210,9,8,4.0,44,1,2,44325
24031,1001,842,5,10,9,2.0,44,1,2,43089
24032,1001,828,15,13,10,1.0,43,11,2,42269
24033,1001,832,4,14,11,0.0,43,11,2,42366
24034,1001,845,3,16,12,0.0,43,11,2,42130
24035,1001,840,3,17,13,0.0,43,11,2,42633
24036,1001,843,5,11,14,0.0,43,11,2,47400
24037,1001,838,1,18,15,0.0,43,11,3,65942
24039,1001,8,6,6,17,0.0,8,23,2,61818
24043,1002,1,131,3,1,25.0,53,1,1,23728
24044,1002,8,6,1,2,18.0,53,1,1,23862
24045,1002,822,131,4,3,15.0,53,1,1,23763
24046,1002,20,6,2,4,12.0,53,1,2,56520
24047,1002,830,9,5,5,10.0,53,1,1,24003
24048,1002,839,10,8,6,8.0,53,1,1,24827
24049,1002,815,10,14,7,6.0,53,1,1,25655
24050,1002,832,4,7,8,4.0,53,1,1,25774
24051,1002,840,3,10,9,2.0,52,11,1,26440
24052,1002,845,3,12,10,1.0,52,11,1,25245
24053,1002,844,15,15,11,0.0,52,11,1,24084
24054,1002,838,1,17,12,0.0,52,11,1,24094
24055,1002,807,4,20,13,0.0,52,11,2,49690
24056,1002,842,5,9,14,0.0,52,11,1,27792
24057,1002,828,15,18,15,0.0,52,11,2,55567
24058,1002,825,210,11,16,0.0,52,11,1,38563
24059,1002,817,9,19,17,0.0,23,5,1,24805
24062,1002,154,210,6,20,0.0,53,2,1,24779
24063,1003,1,131,1,1,25.0,61,1,1,28946
24064,1003,830,9,2,2,18.0,61,1,1,29681
24065,1003,20,6,3,3,15.0,61,1,1,28722
24066,1003,822,131,4,4,12.0,61,1,1,28542
24067,1003,8,6,5,5,10.0,61,1,1,29513
24068,1003,817,9,6,6,8.0,61,1,1,28779
24069,1003,4,1,11,7,6.0,61,1,1,29922
24070,1003,832,4,12,8,4.0,60,11,1,30242
24071,1003,844,15,13,9,2.0,60,11,1,29310
24072,1003,807,4,10,10,1.0,60,11,1,31183
24073,1003,828,15,14,11,0.0,60,11,1,28860
24074,1003,838,1,18,12,0.0,60,11,1,30234
24075,1003,842,5,15,13,0.0,60,11,1,28931
24076,1003,840,3,20,14,0.0,60,11,1,28767
24077,1003,154,210,8,15,0.0,60,11,1,29517
24078,1003,815,10,7,16,0.0,60,11,3,84879
24079,1003,843,5,17,17,0.0,60,11,2,59376
24080,1003,825,210,16,18,0.0,59,12,3,89443
24081,1003,845,3,19,19,0.0,59,12,2,64499
24083,1004,1,131,2,1,25.0,53,1,1,29551
24084,1004,822,131,1,2,18.0,53,1,1,29794
24085,1004,20,6,3,3,15.0,53,1,1,29798
24086,1004,8,6,4,4,12.0,53,1,1,29531
24087,1004,830,9,19,5,10.0,53,1,1,29370
24088,1004,817,9,18,6,8.0,53,1,1,37446
24089,1004,844,15,7,7,6.0,53,1,1,30397
24090,1004,825,210,5,8,4.0,52,11,1,29904
24091,1004,839,10,6,9,2.0,52,11,1,30642
24092,1004,815,10,8,10,1.0,52,11,1,29924
24093,1004,154,210,9,11,0.0,52,11,1,30469
24094,1004,807,4,12,12,0.0,52,11,1,30625
24095,1004,828,15,10,13,0.0,52,11,2,60197
24096,1004,4,1,16,14,0.0,52,11,1,30348
24097,1004,840,3,14,15,0.0,52,11,1,29266
24098,1004,838,1,15,16,0.0,51,12,1,29636
24099,1004,832,4,11,17,0.0,51,12,1,30021
24100,1004,845,3,13,18,0.0,51,12,1,29912
24102,1004,843,5,20,20,0.0,4,23,1,29418
24103,1005,1,131,1,1,25.0,53,1,1,22614
24104,1005,822,131,2,2,18.0,53,1,1,22777
24105,1005,830,9,3,3,15.0,53,1,1,28789
24106,1005,817,9,15,4,12.0,53,1,1,22864
24107,1005,8,6,4,5,10.0,53,1,1,22781
24108,1005,20,6,8,6,8.0,53,1,1,22748
24109,1005,815,10,9,7,6.0,53,1,1,23635
24110,1005,154,210,5,8,4.0,53,1,1,23692
24111,1005,839,10,11,9,2.0,53,1,1,23316
24112,1005,832,4,13,10,1.0,52,11,1,23477
24113,1005,842,5,7,11,0.0,52,11,1,23376
24114,1005,828,15,20,12,0.0,52,11,1,23244
24115,1005,843,5,6,13,0.0,52,11,1,23110
24116,1005,4,1,18,14,0.0,52,11,1,27454
24117,1005,838,1,19,15,0.0,52,11,1,23159
24118,1005,845,3,17,16,0.0,52,11,2,47307
24119,1005,840,3,14,17,0.0,52,11,2,53461
24120,1005,844,15,10,18,0.0,38,26,2,65563
24121,1005,807,4,16,19,0.0,37,5,1,23555
24122,1005,825,210,12,20,0.0,8,130,1,29007
24123,1006,8,6,2,1,25.0,56,1,1,23714
24124,1006,830,9,18,2,18.0,56,1,1,23446
24125,1006,1,131,1,3,15.0,56,1,2,47608
24126,1006,20,6,5,4,12.0,56,1,1,24449
24127,1006,822,131,3,5,10.0,56,1,1,23478
24128,1006,807,4,7,6,8.0,56,1,1,24681
24129,1006,832,4,11,7,6.0,56,1,1,29319
24130,1006,815,10,10,8,4.0,56,1,1,25723
24131,1006,843,5,20,9,2.0,55,11,1,23819
24132,1006,828,15,16,10,1.0,55,11,1,23940
24133,1006,838,1,17,11,0.0,55,11,2,48260
24134,1006,842,5,19,12,0.0,55,11,2,48084
24135,1006,845,3,14,13,0.0,55,11,2,47401
24136,1006,840,3,15,14,0.0,54,12,3,83954
24137,1006,844,15,9,15,0.0,31,130,1,34812
24139,1006,154,210,8,17,0.0,2,130,1,35104
24141,1006,839,10,6,19,0.0,56,2,1,24534
24142,1006,825,210,12,20,0.0,56,2,1,23723
24143,1007,830,9,2,1,25.0,71,1,2,44263
24144,1007,20,6,4,2,18.0,71,1,2,44435
24145,1007,8,6,6,3,15.0,71,1,1,22017
24146,1007,1,131,3,4,12.0,71,1,2,44668
24147,1007,822,131,5,5,10.0,70,11,3,68504
24148,1007,807,4,7,6,8.0,69,12,1,23037
24149,1007,844,15,9,7,6.0,69,12,1,22588
24150,1007,838,1,15,8,4.0,69,12,1,22174
24151,1007,828,15,10,9,2.0,69,12,1,31406
24152,1007,842,5,20,10,1.0,69,12,2,45625
24153,1007,839,10,11,11,0.0,69,12,2,50562
24154,1007,840,3,17,12,0.0,69,12,2,47822
24155,1007,845,3,19,13,0.0,69,12,1,22732
24156,1007,843,5,14,14,0.0,69,12,2,45608
24157,1007,825,210,16,15,0.0,69,12,1,22390
24158,1007,154,210,18,16,0.0,68,13,2,46159
24159,1007,817,9,1,17,0.0,61,5,1,22022
24160,1007,815,10,13,18,0.0,38,23,1,23755
24161,1007,832,4,8,19,0.0,28,22,1,22660
24163,1008,1,131,1,1,25.0,71,1,1,22641
24164,1008,830,9,5,2,18.0,71,1,1,23432
24165,1008,8,6,4,3,15.0,71,1,1,22766
24166,1008,817,9,11,4,12.0,71,1,1,23300
24167,1008,822,131,3,5,10.0,71,1,2,45682
24168,1008,20,6,2,6,8.0,71,1,2,45234
24169,1008,844,15,7,7,6.0,71,1,1,23593
24170,1008,154,210,8,8,4.0,71,1,1,23403
24171,1008,825,210,10,9,2.0,71,1,1,23115
24172,1008,815,10,12,10,1.0,70,11,1,23505
24173,1008,843,5,16,11,0.0,70,11,1,23422
24174,1008,832,4,15,12,0.0,70,11,2,47709
24175,1008,842,5,9,13,0.0,70,11,1,23757
24176,1008,838,1,20,14,0.0,70,11,1,22618
24177,1008,839,10,18,15,0.0,70,11,2,58424
24178,1008,845,3,14,16,0.0,69,12,1,23273
24179,1008,4,1,17,17,0.0,69,12,2,56799
24180,1008,840,3,19,18,0.0,69,12,2,48891
24182,1008,828,15,6,20,0.0,20,4,1,23377
24183,1009,1,131,1,1,25.0,55,1,1,21283
24184,1009,20,6,3,2,18.0,55,1,1,22630
24185,1009,830,9,6,3,15.0,55,1,1,21057
24186,1009,817,9,5,4,12.0,55,1,1,21061
24187,1009,822,131,2,5,10.0,55,1,2,42889
24188,1009,832,4,11,6,8.0,55,1,1,21964
24189,1009,844,15,8,7,6.0,55,1,1,21828
24190,1009,815,10,14,8,4.0,55,1,1,22112
24191,1009,154,210,7,9,2.0,54,11,1,22354
24192,1009,825,210,13,10,1.0,54,11,1,21587
24193,1009,4,1,15,11,0.0,54,11,1,21726
24194,1009,843,5,16,12,0.0,54,11,1,41012
24195,1009,840,3,20,13,0.0,54,11,1,22189
24196,1009,838,1,18,14,0.0,54,11,1,22317
24197,1009,845,3,19,15,0.0,54,11,1,22755
24198,1009,842,5,17,16,0.0,46,5,1,22493
24199,1009,839,10,9,17,0.0,44,5,1,21979
24203,1010,822,131,2,1,26.0,58,1,1,22014
24204,1010,1,131,1,2,18.0,58,1,1,21515
24205,1010,830,9,4,3,15.0,58,1,1,21157
24206,1010,20,6,3,4,12.0,58,1,1,21995
24207,1010,844,6,5,5,10.0,58,1,1,22306
24208,1010,825,210,7,6,8.0,58,1,1,22388
24209,1010,807,4,11,7,6.0,57,11,1,21588
24210,1010,8,51,9,8,4.0,57,11,1,23299
24211,1010,840,211,16,9,2.0,57,11,1,22471
24212,1010,826,5,15,10,1.0,57,11,1,22086
24213,1010,842,9,17,11,0.0,57,11,1,21269
24214,1010,846,1,8,12,0.0,57,11,1,21627
24215,1010,815,211,10,13,0.0,57,11,1,23234
24216,1010,848,5,13,14,0.0,57,11,1,21780
24217,1010,841,51,14,15,0.0,57,11,1,27172
24218,1010,847,3,19,16,0.0,56,12,2,43232
24219,1010,9,3,20,17,0.0,55,13,3,77229
24220,1010,154,210,6,18,0.0,29,36,1,29981
24221,1010,817,4,12,19,0.0,28,137,1,33027
24223,1011,1,131,3,1,25.0,57,1,2,48579
24224,1011,822,131,4,2,18.0,57,1,2,49298
24225,1011,844,6,1,3,16.0,57,1,2,48876
24226,1011,830,9,5,4,12.0,57,1,2,50928
24227,1011,20,6,2,5,10.0,57,1,3,82633
24228,1011,846,1,9,6,8.0,57,1,2,48892
24229,1011,8,51,8,7,6.0,57,1,2,51268
24230,1011,842,9,13,8,4.0,57,1,2,52041
24231,1011,848,5,12,9,2.0,57,1,2,50501
24232,1011,815,211,14,10,1.0,57,1,2,53934
24233,1011,841,51,16,11,0.0,57,1,2,52605
24234,1011,826,5,15,12,0.0,56,11,2,57269
24235,1011,825,210,6,13,0.0,56,11,2,50930
24236,1011,840,211,18,14,0.0,56,11,2,60938
24237,1011,847,3,19,15,0.0,56,11,2,49545
24238,1011,9,3,20,16,0.0,55,12,2,48980
24239,1011,807,4,17,17,0.0,53,5,2,50751
24240,1011,817,4,10,18,0.0,53,60,1,25676
24241,1011,832,1,7,19,0.0,53,130,3,95562
24242,1011,154,210,11,20,0.0,16,31,1,32082
24243,1012,1,131,2,1,25.0,56,1,2,46241
24244,1012,822,131,1,2,18.0,56,1,2,46279
24245,1012,20,6,3,3,15.0,56,1,2,45065
24246,1012,830,9,5,4,12.0,56,1,2,45588
24247,1012,844,6,4,5,10.0,56,1,2,47148
24248,1012,842,9,6,6,9.0,56,1,3,67431
24249,1012,817,4,7,7,6.0,55,11,1,23506
24250,1012,815,211,12,8,4.0,55,11,1,23733
24251,1012,8,51,13,9,2.0,55,11,1,23888
24252,1012,848,5,0,10,1.0,55,11,1,23215
24253,1012,154,210,10,11,0.0,55,11,2,46781
24254,1012,840,211,16,12,0.0,55,11,2,46981
24255,1012,825,210,9,13,0.0,55,11,2,47347
24256,1012,832,1,14,14,0.0,55,11,2,68410
24257,1012,841,51,19,15,0.0,55,11,2,50321
24258,1012,847,3,17,16,0.0,54,12,2,48297
24259,1012,9,3,18,17,0.0,54,12,1,32627
24260,1012,846,1,15,18,0.0,50,4,3,106900
24261,1012,826,5,11,19,0.0,41,4,3,86513
24262,1012,807,4,8,20,0.0,16,131,1,24107
24263,1013,822,131,1,1,25.0,51,1,1,20006
24264,1013,1,131,2,2,18.0,51,1,1,19993
24265,1013,20,6,3,3,15.0,51,1,1,19981
24266,1013,830,9,4,4,12.0,51,1,1,20973
24267,1013,844,6,8,5,11.0,51,1,2,40239
24268,1013,815,211,5,6,8.0,51,1,1,20939
24269,1013,832,1,9,7,6.0,51,1,1,19755
24270,1013,846,1,7,8,4.0,51,1,2,41899
24271,1013,840,211,13,9,2.0,51,1,1,23099
24272,1013,8,51,0,10,1.0,50,11,1,21401
24273,1013,848,5,11,11,0.0,50,11,1,20720
24274,1013,841,51,17,12,0.0,50,11,1,20776
24275,1013,825,210,12,13,0.0,50,11,2,40977
24276,1013,807,4,15,14,0.0,50,11,2,42195
24277,1013,847,3,16,15,0.0,49,12,2,41226
24278,1013,9,3,0,16,0.0,49,12,3,56809
24280,1013,154,210,14,18,0.0,38,23,1,20906
24281,1013,826,5,6,19,0.0,33,4,1,21013
24282,1013,817,4,10,20,0.0,31,4,1,20884
24283,1014,1,131,2,1,26.0,66,1,2,44776
24284,1014,822,131,1,2,18.0,66,1,2,44052
24285,1014,830,9,4,3,15.0,66,1,2,44957
24286,1014,20,6,3,4,12.0,66,1,2,45389
24287,1014,844,6,5,5,10.0,66,1,2,45284
24288,1014,842,9,6,6,8.0,66,1,2,44658
24289,1014,825,210,8,7,6.0,66,1,2,45017
24290,1014,832,1,12,8,4.0,66,1,2,43013
24291,1014,826,5,9,9,2.0,66,1,2,55870
24292,1014,154,210,7,10,1.0,66,1,2,45111
24293,1014,848,5,11,11,0.0,66,1,2,60936
24294,1014,817,4,13,12,0.0,66,1,2,45081
24295,1014,807,4,0,13,0.0,66,1,1,22193
24296,1014,8,51,14,14,0.0,66,1,2,44891
24297,1014,815,211,15,15,0.0,66,1,2,45677
24298,1014,841,51,18,16,0.0,66,1,2,45888
24299,1014,847,3,19,17,0.0,65,11,2,44288
24300,1014,9,3,17,18,0.0,65,11,2,44096
24301,1014,840,211,16,19,0.0,44,4,1,23321
24302,1014,846,1,10,20,0.0,44,4,1,21579
24306,1015,1,131,1,1,25.0,78,1,1,24266
24307,1015,20,6,4,2,18.0,78,1,1,24483
24308,1015,822,131,2,3,15.0,78,1,2,49806
24309,1015,830,9,3,4,12.0,78,1,1,24011
24310,1015,842,9,8,5,11.0,78,1,2,48019
24311,1015,832,1,9,6,8.0,78,1,1,23795
24312,1015,826,5,7,7,6.0,78,1,1,24023
24313,1015,848,5,10,8,4.0,78,1,1,25062
24314,1015,817,4,6,9,2.0,78,1,1,24269
24315,1015,154,210,13,10,1.0,78,1,1,24219
24316,1015,846,1,12,11,0.0,78,1,1,25026
24317,1015,825,210,5,14,0.0,77,11,1,25419
24318,1015,815,211,16,12,0.0,77,11,1,28463
24319,1015,807,4,11,13,0.0,77,11,1,25532
24320,1015,847,3,19,15,0.0,77,11,1,26165
24321,1015,840,211,17,16,0.0,77,11,1,24591
24322,1015,8,51,14,17,0.0,77,11,1,26299
24323,1015,9,3,20,18,0.0,77,11,1,23946
24324,1015,841,51,18,19,0.0,76,12,1,35651
24325,1015,844,6,15,20,0.0,16,4,2,51669
24326,1016,1,131,2,1,25.0,70,1,1,23662
24327,1016,20,6,1,2,18.0,70,1,1,23782
24328,1016,844,6,3,3,15.0,70,1,1,23732
24329,1016,822,131,6,4,13.0,70,1,2,47450
24330,1016,830,9,9,5,10.0,70,1,1,23426
24331,1016,817,4,4,6,8.0,69,11,1,23927
24332,1016,807,4,7,7,6.0,69,11,1,24030
