resultId,raceId,driverId,constructorId,grid,positionOrder,points,laps,statusId,total_pitstops,total_pitstop_duration
22206,903,18,1,12,11,0.0,53,11,2,44956
22207,903,818,5,9,12,0.0,53,11,2,48536
22208,903,825,1,15,13,0.0,53,11,2,46249
22209,903,813,208,22,14,0.0,53,11,2,47032
22210,903,13,3,6,15,0.0,53,11,2,102107
22211,903,821,15,17,16,0.0,53,11,3,68974
22212,903,824,206,19,17,0.0,53,11,2,49104
22213,903,155,207,18,18,0.0,53,11,3,75007
22214,903,820,206,21,19,0.0,52,12,3,71545
22215,903,828,207,20,20,0.0,52,12,3,71376
22216,903,154,208,10,21,0.0,28,6,1,23213
22218,904,1,131,1,1,25.0,66,1,2,46541
22219,904,3,131,2,2,18.0,66,1,2,44563
22220,904,817,9,3,3,15.0,66,1,2,43799
22221,904,20,9,15,4,12.0,66,1,3,65181
22222,904,822,3,4,5,10.0,66,1,2,45525
22223,904,4,6,7,6,8.0,66,1,3,65648
22224,904,8,6,6,7,6.0,65,11,2,44783
22225,904,154,208,5,8,4.0,65,11,2,44204
22226,904,815,10,11,9,2.0,65,11,2,44649
22227,904,807,10,10,10,1.0,65,11,2,45079
22228,904,18,1,8,11,0.0,65,11,2,46218
22229,904,825,1,14,12,0.0,65,11,2,43662
22230,904,13,3,9,13,0.0,65,11,3,67575
22231,904,826,5,12,14,0.0,65,11,3,68528
22232,904,813,208,22,15,0.0,65,11,2,49875
22233,904,821,15,13,16,0.0,65,11,3,70868
22234,904,16,15,16,17,0.0,65,11,2,51391
22235,904,824,206,18,18,0.0,64,12,2,45496
22236,904,820,206,17,19,0.0,64,12,3,71155
22237,904,828,207,19,20,0.0,64,12,2,49762
22238,904,155,207,20,21,0.0,34,23,1,22789
22239,904,818,5,21,22,0.0,24,43,1,22976
22240,905,3,131,1,1,25.0,78,1,1,24672
22241,905,1,131,2,2,18.0,78,1,1,27509
22242,905,817,9,3,3,15.0,78,1,1,26584
22243,905,4,6,5,4,12.0,78,1,1,26499
22244,905,807,10,11,5,10.0,77,11,1,25714
22245,905,18,1,12,6,8.0,77,11,1,25992
22246,905,13,3,16,7,6.0,77,11,1,24264
22247,905,154,208,14,8,4.0,77,11,2,51341
22248,905,824,206,21,9,2.0,77,11,1,32658
22249,905,825,1,8,10,1.0,77,11,1,28943
22250,905,828,207,22,11,0.0,77,11,2,53676
22251,905,8,6,6,12,0.0,77,11,3,82862
22252,905,155,207,20,13,0.0,75,12,2,50537
22253,905,820,206,19,14,0.0,75,13,3,96563
22254,905,821,15,17,15,0.0,59,3,1,25906
22255,905,822,3,13,16,0.0,55,5,1,25595
22256,905,818,5,7,17,0.0,50,5,2,44829
22257,905,16,15,18,18,0.0,23,3,1,33207
22259,905,20,9,4,20,0.0,5,101,1,66065
22262,906,817,9,6,1,25.0,70,1,2,46880
22263,906,3,131,1,2,18.0,70,1,2,48984
22264,906,20,9,3,3,15.0,70,1,2,47244
22265,906,18,1,9,4,12.0,70,1,2,48543
22266,906,807,10,11,5,10.0,70,1,1,23902
22267,906,4,6,7,6,8.0,70,1,2,47722
22268,906,822,3,4,7,6.0,70,1,2,47939
22269,906,818,5,8,8,4.0,70,1,2,48408
22270,906,825,1,12,9,2.0,70,1,2,47386
22271,906,8,6,10,10,1.0,70,1,2,48146
22272,906,815,10,13,11,0.0,69,4,1,23907
22273,906,13,3,5,12,0.0,69,4,2,51961
22274,906,16,15,16,13,0.0,69,11,2,47771
22275,906,821,15,22,14,0.0,64,132,3,73541
22276,906,154,208,14,15,0.0,59,65,2,47799
22277,906,826,5,15,16,0.0,47,79,2,50933
22278,906,1,131,2,17,0.0,46,23,2,47971
22284,907,3,131,3,1,25.0,71,1,2,43138
22285,907,1,131,9,2,18.0,71,1,2,44781
22286,907,822,3,2,3,15.0,71,1,2,43341
22287,907,13,3,1,4,12.0,71,1,2,43992
22288,907,4,6,4,5,10.0,71,1,2,42510
22289,907,815,10,15,6,8.0,71,1,2,45730
22290,907,825,1,6,7,6.0,71,1,2,43552
22291,907,817,9,5,8,4.0,71,1,2,42865
22292,907,807,10,10,9,2.0,71,1,2,44166
22293,907,8,6,8,10,1.0,71,1,2,43532
22294,907,18,1,11,11,0.0,71,1,2,42747
22295,907,813,208,13,12,0.0,70,11,2,45955
22296,907,16,15,16,13,0.0,70,11,2,45409
22297,907,154,208,22,14,0.0,70,11,2,46096
22298,907,824,206,18,15,0.0,69,12,1,24452
22299,907,155,207,19,16,0.0,69,12,1,22480
22300,907,820,206,21,17,0.0,69,12,1,22977
22301,907,828,207,20,18,0.0,69,12,2,48355
22302,907,821,15,17,19,0.0,69,12,3,106819
22303,907,818,5,14,20,0.0,59,23,2,44606
22304,907,20,9,12,21,0.0,34,10,2,51225
22305,907,826,5,7,22,0.0,24,22,1,21906
22306,908,1,131,6,1,25.0,52,1,2,58970
22307,908,822,3,14,2,18.0,52,1,1,29104
22308,908,817,9,8,3,15.0,52,1,1,28483
22309,908,18,1,3,4,12.0,52,1,1,28645
22310,908,20,9,2,5,10.0,52,1,2,57345
22311,908,4,6,16,6,8.0,52,1,1,34410
22312,908,825,1,5,7,6.0,52,1,1,28745
22313,908,807,10,4,8,4.0,52,1,1,29579
22314,908,826,5,9,9,2.0,52,1,2,57275
22315,908,818,5,10,10,1.0,51,11,1,30218
22316,908,815,10,7,11,0.0,51,11,1,29599
22317,908,154,208,11,12,0.0,51,11,1,29710
22318,908,16,15,13,13,0.0,51,11,1,29956
22319,908,824,206,12,14,0.0,51,11,1,30353
22320,908,155,207,22,15,0.0,50,12,2,59047
22321,908,820,206,17,16,0.0,50,12,2,52891
22322,908,813,208,20,17,0.0,49,13,1,28831
22323,908,3,131,1,18,0.0,28,6,1,28329
22328,909,3,131,1,1,25.0,67,1,2,40312
22329,909,822,3,2,2,18.0,67,1,2,40321
22330,909,1,131,20,3,15.0,67,1,3,59496
22331,909,20,9,6,4,12.0,67,1,3,57547
22332,909,4,6,7,5,10.0,67,1,3,57514
22333,909,817,9,5,6,8.0,67,1,3,57276
22334,909,807,10,9,7,6.0,67,1,2,39078
22335,909,18,1,11,8,4.0,67,1,3,60741
22336,909,825,1,4,9,2.0,66,11,3,64421
22337,909,815,10,10,10,1.0,66,11,3,61577
22338,909,8,6,12,11,0.0,66,11,3,59344
22339,909,813,208,18,12,0.0,66,11,2,38225
22340,909,818,5,13,13,0.0,66,11,3,67416
22341,909,821,15,16,14,0.0,66,11,3,64086
22342,909,824,206,17,15,0.0,66,11,2,40606
22343,909,155,207,19,16,0.0,65,12,3,60571
22344,909,820,206,21,17,0.0,65,12,3,65435
22345,909,828,207,22,18,0.0,65,12,3,67808
22346,909,16,15,15,19,0.0,47,23,3,60093
22347,909,826,5,8,20,0.0,44,44,2,40564
22348,909,154,208,14,21,0.0,26,47,1,18928
22350,910,817,9,4,1,25.0,70,1,3,68219
22351,910,4,6,5,2,18.0,70,1,2,43887
22352,910,1,131,22,3,15.0,70,1,2,47164
22353,910,3,131,1,4,12.0,70,1,3,68692
22354,910,13,3,6,5,10.0,70,1,3,67240
22355,910,8,6,16,6,8.0,70,1,2,45368
22356,910,20,9,2,7,6.0,70,1,2,43778
22357,910,822,3,3,8,4.0,70,1,3,70604
22358,910,818,5,8,9,2.0,70,1,2,46932
22359,910,18,1,7,10,1.0,70,1,3,71755
22360,910,16,15,11,11,0.0,70,1,2,54456
22361,910,825,1,21,12,0.0,70,1,2,45358
22362,910,813,208,20,13,0.0,70,1,3,76802
22363,910,826,5,10,14,0.0,69,11,2,45625
22364,910,824,206,15,15,0.0,69,11,3,72622
22365,910,820,206,18,16,0.0,69,11,2,47857
22366,910,821,15,13,17,0.0,33,31,1,24050
22367,910,155,207,17,18,0.0,26,31,1,34086
22368,910,815,10,12,19,0.0,23,3,1,25535
22369,910,807,10,9,20,0.0,16,3,1,24040
22370,910,154,208,14,21,0.0,11,3,1,23979
22373,911,817,9,5,1,25.0,44,1,2,45588
22374,911,3,131,1,2,18.0,44,1,3,76325
22375,911,822,3,6,3,15.0,44,1,2,45945
22376,911,8,6,8,4,12.0,44,1,2,45677
22377,911,20,9,3,5,10.0,44,1,3,68721
22378,911,18,1,10,6,8.0,44,1,2,45388
22379,911,4,6,4,7,6.0,44,1,2,51894
22380,911,815,10,13,8,4.0,44,1,2,47081
22381,911,826,5,11,9,2.0,44,1,2,48518
22382,911,807,10,18,10,1.0,44,1,2,47664
22383,911,818,5,12,11,0.0,44,1,2,46773
22384,911,825,1,7,12,0.0,44,1,2,45529
22385,911,13,3,9,13,0.0,44,1,3,71252
22386,911,16,15,14,14,0.0,44,1,3,71266
22387,911,821,15,20,15,0.0,44,1,2,46157
22388,911,820,206,19,16,0.0,43,11,2,48607
22389,911,828,207,22,17,0.0,43,11,2,48296
22390,911,824,206,16,18,0.0,39,6,2,49280
22391,911,1,131,2,19,0.0,38,31,3,73403
22392,911,154,208,15,20,0.0,33,31,3,76663
22395,912,1,131,1,1,25.0,53,1,1,24453
22396,912,3,131,2,2,18.0,53,1,1,24583
22397,912,13,3,4,3,15.0,53,1,1,24323
22398,912,822,3,3,4,12.0,53,1,1,24991
22399,912,817,9,9,5,10.0,53,1,1,24388
22400,912,20,9,8,6,8.0,53,1,1,25176
22401,912,815,10,10,7,6.0,53,1,1,24938
22402,912,18,1,6,8,4.0,53,1,1,24669
22403,912,8,6,11,9,2.0,53,1,1,24547
22404,912,825,1,5,10,1.0,53,1,1,24214
22405,912,826,5,21,11,0.0,53,1,1,24651
22406,912,807,10,13,12,0.0,53,1,1,25547
22407,912,818,5,12,13,0.0,53,1,1,25046
22408,912,813,208,16,14,0.0,52,11,1,24223
22409,912,16,15,14,15,0.0,52,11,1,26864
22410,912,154,208,17,16,0.0,52,11,1,25098
22411,912,155,207,18,17,0.0,52,11,1,25277
22412,912,824,206,19,18,0.0,52,11,1,26641
22413,912,821,15,15,19,0.0,51,12,3,78918
22414,912,828,207,22,20,0.0,51,12,1,28685
22415,912,4,6,7,21,0.0,28,5,1,24913
22417,913,1,131,1,1,25.0,60,1,3,89746
22418,913,20,9,4,2,18.0,60,1,2,58880
22419,913,817,9,3,3,15.0,60,1,2,58874
22420,913,4,6,5,4,12.0,60,1,3,86713
22421,913,13,3,6,5,10.0,60,1,2,58584
22422,913,818,5,12,6,8.0,60,1,3,95226
22423,913,815,10,15,7,6.0,60,1,4,124109
22424,913,8,6,7,8,4.0,60,1,3,89060
22425,913,807,10,13,9,2.0,60,1,3,89764
22426,913,825,1,9,10,1.0,60,1,3,86231
22427,913,822,3,8,11,0.0,60,1,2,59220
22428,913,813,208,18,12,0.0,60,1,4,118014
22429,913,154,208,16,13,0.0,60,1,3,88123
22430,913,826,5,10,14,0.0,60,1,3,91369
22431,913,828,207,22,15,0.0,60,1,2,60508
22432,913,824,206,19,16,0.0,60,1,3,90050
22433,913,820,206,21,17,0.0,59,11,3,98603
22434,913,18,1,11,18,0.0,52,31,2,57268
22435,913,16,15,17,19,0.0,40,34,3,90307
22436,913,821,15,14,20,0.0,17,10,1,33679
22439,914,1,131,2,1,25.0,44,1,3,1184863
22440,914,3,131,1,2,18.0,44,1,3,1185074
22441,914,20,9,9,3,15.0,44,1,3,1182185
22442,914,817,9,6,4,12.0,44,1,3,1185311
22443,914,18,1,8,5,10.0,44,1,4,1213890
22444,914,822,3,3,6,8.0,44,1,3,1186511
22445,914,13,3,4,7,6.0,44,1,3,1185898
22446,914,807,10,13,8,4.0,44,1,4,1209923
22447,914,818,5,20,9,2.0,44,1,3,1186361
22448,914,815,10,11,10,1.0,43,11,4,1210618
22449,914,826,5,12,11,0.0,43,11,4,1209872
22450,914,8,6,10,12,0.0,43,11,5,1241874
22451,914,821,15,15,13,0.0,43,11,3,1186369
22452,914,825,1,7,14,0.0,43,11,5,1241718
22453,914,154,208,16,15,0.0,43,11,5,1228877
22454,914,813,208,22,16,0.0,43,11,4,1202770
22455,914,828,207,17,17,0.0,43,11,4,1196670
22456,914,820,206,21,18,0.0,43,11,3,1187094
22457,914,155,207,19,19,0.0,43,11,5,1238155
22458,914,824,206,18,20,0.0,41,3,3,1183734
22459,914,16,15,14,21,0.0,40,3,4,1209654
22460,914,4,6,5,22,0.0,2,40,1,1137051
22461,915,1,131,1,1,25.0,53,1,1,30503
22462,915,3,131,2,2,18.0,53,1,1,33820
22463,915,822,3,3,3,15.0,53,1,1,30363
22464,915,18,1,4,4,12.0,53,1,1,29994
22465,915,825,1,11,5,10.0,53,1,1,29736
22466,915,4,6,7,6,8.0,53,1,1,35112
22467,915,817,9,6,7,6.0,53,1,1,30006
22468,915,20,9,10,8,4.0,53,1,1,30355
22469,915,8,6,8,9,2.0,53,1,1,30097
22470,915,815,10,12,10,1.0,53,1,1,29876
22471,915,13,3,18,11,0.0,53,1,2,60190
22472,915,807,10,17,12,0.0,53,1,1,30096
22473,915,818,5,9,13,0.0,53,1,1,30272
22474,915,826,5,5,14,0.0,52,11,2,61905
22475,915,821,15,13,15,0.0,52,11,1,30303
22476,915,16,15,14,16,0.0,52,11,1,30733
22477,915,154,208,15,17,0.0,52,11,1,30037
22478,915,813,208,21,18,0.0,52,11,1,30180
22479,915,828,207,16,19,0.0,51,12,2,61780
22481,915,820,206,20,21,0.0,9,22,1,31374
22482,916,1,131,2,1,25.0,56,1,2,48612
22483,916,3,131,1,2,18.0,56,1,2,48946
22484,916,817,9,5,3,15.0,56,1,2,48396
22485,916,13,3,4,4,12.0,56,1,2,49944
22486,916,822,3,3,5,10.0,56,1,2,48434
22487,916,4,6,6,6,8.0,56,1,2,48734
22488,916,20,9,18,7,6.0,56,1,4,95882
22489,916,825,1,7,8,4.0,56,1,2,51378
22490,916,818,5,14,10,1.0,56,1,2,54711
22491,916,813,208,10,9,2.0,56,1,2,54202
22492,916,154,208,16,11,0.0,55,11,2,48490
22493,916,18,1,12,12,0.0,55,11,2,50352
22494,916,8,6,8,13,0.0,55,11,3,72229
22495,916,821,15,15,14,0.0,55,11,3,80931
22496,916,826,5,17,15,0.0,55,11,3,75725
22497,916,807,10,13,16,0.0,16,5,1,33427
22500,917,3,131,1,1,25.0,71,1,3,70316
22501,917,1,131,2,2,18.0,71,1,3,70449
22502,917,13,3,3,3,15.0,71,1,3,80222
22503,917,18,1,5,4,12.0,71,1,3,69021
22504,917,20,9,6,5,10.0,71,1,3,69749
22505,917,4,6,8,6,8.0,71,1,3,69489
22506,917,8,6,10,7,6.0,71,1,2,51361
22507,917,807,10,12,8,4.0,71,1,3,70288
22508,917,825,1,7,9,2.0,71,1,3,71382
22509,917,822,3,4,10,1.0,70,11,3,85041
22510,917,826,5,17,11,0.0,70,11,3,74112
22511,917,813,208,16,12,0.0,70,11,3,69708
22512,917,818,5,15,13,0.0,70,11,3,72192
22513,917,821,15,11,14,0.0,70,11,3,71346
22514,917,815,10,18,15,0.0,70,11,3,76531
22515,917,16,15,13,16,0.0,70,11,3,78620
22516,917,154,208,14,17,0.0,63,18,3,71811
22517,917,817,9,9,18,0.0,39,22,2,46012
22518,918,1,131,2,1,50.0,55,1,2,43772
22519,918,13,3,4,2,36.0,55,1,2,44094
22520,918,822,3,3,3,30.0,55,1,2,43676
22521,918,817,9,20,4,24.0,55,1,2,43329
22522,918,18,1,6,5,20.0,55,1,2,44669
22523,918,807,10,12,6,16.0,55,1,2,49087
22524,918,815,10,11,7,12.0,55,1,2,44356
22525,918,20,9,19,8,8.0,55,1,2,44705
22526,918,4,6,8,9,4.0,55,1,2,43687
22527,918,8,6,7,10,2.0,55,1,2,43752
22528,918,825,1,9,11,0.0,55,1,2,43710
22529,918,818,5,10,12,0.0,55,1,3,68028
22530,918,154,208,18,13,0.0,54,11,3,59393
22531,918,3,131,1,14,0.0,54,11,2,45824
22532,918,821,15,14,15,0.0,54,11,2,46398
22533,918,16,15,13,16,0.0,54,11,3,66995
22534,918,829,207,17,17,0.0,54,11,2,47689
22535,918,155,207,16,18,0.0,42,31,2,46847
22536,918,813,208,15,19,0.0,26,131,1,21998
22537,918,826,5,5,20,0.0,14,131,1,24169
22538,926,1,131,1,1,25.0,58,1,1,22295
22539,926,3,131,2,2,18.0,58,1,1,22105
22540,926,20,6,4,3,15.0,58,1,1,22694
22541,926,13,3,3,4,12.0,58,1,1,22062
22542,926,831,15,10,5,10.0,58,1,1,22933
22543,926,817,9,6,6,8.0,57,11,1,22535
22544,926,807,10,13,7,6.0,57,11,2,43749
22545,926,828,15,15,8,4.0,57,11,3,68288
22546,926,832,5,7,9,2.0,57,11,1,55789
22547,926,815,10,14,10,1.0,57,11,1,26009
22548,926,18,1,16,11,0.0,56,12,1,23353
22549,926,8,6,5,12,0.0,40,36,2,49870
22550,926,830,5,11,13,0.0,32,5,1,23532
22556,927,20,6,2,1,25.0,56,1,2,49088
22557,927,1,131,1,2,18.0,56,1,3,74868
22558,927,3,131,3,3,15.0,56,1,3,82599
22559,927,8,6,11,4,12.0,56,1,3,76682
22560,927,822,3,8,5,10.0,56,1,3,79588
22561,927,13,3,7,6,8.0,56,1,3,77590
22562,927,830,5,6,7,6.0,56,1,3,79939
22563,927,832,5,15,8,4.0,55,11,2,50291
22564,927,826,9,5,9,2.0,55,11,3,81393
22565,927,817,9,4,10,1.0,55,11,3,77711
22566,927,154,208,10,11,0.0,55,11,3,75012
22567,927,831,15,16,12,0.0,55,11,4,110194
22568,927,815,10,14,13,0.0,55,11,2,61044
22569,927,807,10,13,14,0.0,55,11,3,86224
22570,927,833,209,19,15,0.0,53,13,3,83746
22571,927,813,208,12,16,0.0,47,31,3,98959
22572,927,18,1,17,17,0.0,41,101,3,84454
22573,927,4,1,18,18,0.0,21,132,1,25222
22576,928,1,131,1,1,25.0,56,1,2,44880
22577,928,3,131,2,2,18.0,56,1,2,45312
22578,928,20,6,3,3,15.0,56,1,2,44932
22579,928,8,6,6,4,12.0,56,1,2,45271
22580,928,13,3,4,5,10.0,56,1,2,46462
22581,928,822,3,5,6,8.0,56,1,2,46666
22582,928,154,208,8,7,6.0,56,1,2,47026
22583,928,831,15,9,8,4.0,56,1,2,47141
22584,928,817,9,7,9,2.0,56,1,2,45532
22585,928,828,15,10,10,1.0,55,11,2,48435
22586,928,815,10,15,11,0.0,55,11,3,69311
22587,928,4,1,18,12,0.0,55,11,2,46583
22588,928,832,5,14,13,0.0,55,11,2,47219
22589,928,18,1,17,14,0.0,55,11,2,47209
22590,928,829,209,19,15,0.0,54,12,2,48186
22591,928,833,209,20,16,0.0,54,12,2,50026
22592,928,830,5,13,17,0.0,52,7,2,47514
22593,928,813,208,11,18,0.0,49,23,3,63281
22596,929,1,131,1,1,25.0,57,1,2,50319
22597,929,8,6,4,2,18.0,57,1,2,49320
22598,929,3,131,3,3,15.0,57,1,2,50729
22599,929,822,3,5,4,12.0,57,1,2,49916
22600,929,20,6,2,5,10.0,57,1,3,82879
22601,929,817,9,7,6,8.0,57,1,2,50666
22602,929,154,208,10,7,6.0,57,1,2,49994
22603,929,815,10,11,8,4.0,56,11,2,50861
22604,929,826,9,17,9,2.0,56,11,2,50113
22605,929,13,3,6,10,1.0,56,11,2,49911
22606,929,4,1,14,11,0.0,56,11,2,50248
22607,929,831,15,12,12,0.0,56,11,3,77567
22608,929,807,10,8,13,0.0,56,11,3,76310
22609,929,828,15,13,14,0.0,56,11,3,101249
22610,929,813,208,16,15,0.0,56,11,3,162130
22611,929,829,209,18,16,0.0,55,12,2,52582
22612,929,833,209,19,17,0.0,54,13,2,53407
22613,929,830,5,15,18,0.0,34,10,2,66563
22614,929,832,5,9,19,0.0,29,5,2,59240
22616,930,3,131,1,1,25.0,66,1,2,44322
22617,930,1,131,2,2,18.0,66,1,3,69278
22618,930,20,6,3,3,15.0,66,1,2,43598
22619,930,822,3,4,4,12.0,66,1,2,43882
22620,930,8,6,7,5,10.0,66,1,2,44412
22621,930,13,3,9,6,8.0,66,1,3,67025
22622,930,817,9,10,7,6.0,65,11,2,47324
22623,930,154,208,11,8,4.0,65,11,2,56565
22624,930,832,5,5,9,2.0,65,11,2,45037
22625,930,826,9,8,10,1.0,65,11,2,44940
22626,930,830,5,6,11,0.0,65,11,2,47003
22627,930,831,15,15,12,0.0,65,11,2,45863
22628,930,815,10,18,13,0.0,65,11,2,44894
22629,930,828,15,16,14,0.0,65,11,2,48144
22630,930,807,10,17,15,0.0,65,11,3,67738
22631,930,18,1,14,16,0.0,65,11,3,69982
22632,930,829,209,19,17,0.0,63,13,3,70526
22633,930,833,209,20,18,0.0,62,14,3,71901
22634,930,813,208,12,19,0.0,45,3,3,80010
22635,930,4,1,13,20,0.0,26,23,1,23728
22636,931,3,131,2,1,25.0,78,1,1,24789
22637,931,20,6,3,2,18.0,78,1,1,24851
22638,931,1,131,1,3,15.0,78,1,2,49676
22639,931,826,9,5,4,12.0,78,1,1,25119
22640,931,817,9,4,5,10.0,78,1,2,48745
22641,931,8,6,6,6,8.0,78,1,1,24177
22642,931,815,10,7,7,6.0,78,1,2,49852
22643,931,18,1,10,8,4.0,78,1,2,49723
22644,931,831,15,14,9,2.0,78,1,2,52152
22645,931,832,5,0,10,1.0,78,1,1,25306
22646,931,807,10,11,11,0.0,78,1,2,59531
22647,931,154,208,15,12,0.0,78,1,1,25077
22648,931,828,15,17,13,0.0,78,1,3,76250
22649,931,822,3,16,14,0.0,78,1,2,49053
22650,931,13,3,12,15,0.0,77,11,3,92299
22651,931,833,209,19,16,0.0,76,12,1,27554
22652,931,829,209,18,17,0.0,76,12,1,28606
22653,931,830,5,9,18,0.0,62,3,2,78557
22654,931,4,1,13,19,0.0,41,6,1,30345
22656,932,1,131,1,1,25.0,70,1,1,23708
22657,932,3,131,2,2,18.0,70,1,1,23321
22658,932,822,3,4,3,15.0,70,1,1,25541
22659,932,8,6,3,4,12.0,70,1,2,48208
22660,932,20,6,18,5,10.0,70,1,2,51186
22661,932,13,3,15,6,8.0,70,1,1,23912
22662,932,813,208,6,7,6.0,70,1,1,23660
22663,932,807,10,7,8,4.0,69,11,1,23507
22664,932,826,9,8,9,2.0,69,11,1,23681
22665,932,154,208,5,10,1.0,69,11,1,24292
22666,932,815,10,10,11,0.0,69,11,1,23453
22667,932,832,5,11,12,0.0,69,11,1,24277
22668,932,817,9,9,13,0.0,69,11,1,23997
22669,932,828,15,12,14,0.0,69,11,1,24149
22670,932,830,5,19,15,0.0,69,11,1,36105
22671,932,831,15,14,16,0.0,68,12,1,24795
22672,932,829,209,17,17,0.0,66,14,1,30807
22673,932,833,209,16,18,0.0,57,31,1,26986
22674,932,18,1,20,19,0.0,54,31,2,43431
22675,932,4,1,13,20,0.0,44,5,1,23553
22676,933,3,131,2,1,25.0,71,1,1,21768
22677,933,1,131,1,2,18.0,71,1,1,21869
22678,933,13,3,4,3,15.0,71,1,1,22447
22679,933,20,6,3,4,12.0,71,1,1,31882
22680,933,822,3,6,5,10.0,71,1,1,22777
22681,933,807,10,5,6,8.0,71,1,1,21685
22682,933,813,208,10,7,6.0,70,11,1,21847
22683,933,830,5,7,8,4.0,70,11,1,21984
22684,933,815,10,13,9,2.0,70,11,1,26689
22685,933,817,9,18,10,1.0,70,11,1,27710
22686,933,831,15,8,11,0.0,70,11,1,22803
22687,933,826,9,15,12,0.0,70,11,2,50743
22688,933,828,15,11,13,0.0,69,12,3,68892
22689,933,833,209,16,14,0.0,68,13,1,23926
22690,933,154,208,9,15,0.0,35,6,1,22016
22691,933,832,5,12,16,0.0,35,75,1,27638
22692,933,18,1,20,17,0.0,8,31,2,52831
22696,934,1,131,1,1,25.0,52,1,2,57396
22697,934,3,131,2,2,18.0,52,1,2,58786
22698,934,20,6,6,3,15.0,52,1,2,58622
22699,934,13,3,3,4,12.0,52,1,2,61317
22700,934,822,3,4,5,10.0,52,1,2,60718
22701,934,826,9,7,6,8.0,52,1,2,62326
22702,934,807,10,9,7,6.0,52,1,2,62449
22703,934,8,6,5,8,4.0,51,11,3,89549
22704,934,815,10,11,9,2.0,51,11,2,60858
22705,934,4,1,17,10,1.0,51,11,3,132474
22706,934,828,15,15,11,0.0,51,11,4,120490
22707,934,833,209,20,12,0.0,49,13,2,65358
22708,934,829,209,19,13,0.0,49,13,2,92825
22709,934,832,5,8,14,0.0,31,10,1,29393
22710,934,817,9,10,15,0.0,21,10,2,71704
22716,936,20,6,3,1,25.0,69,1,4,77688
22717,936,826,9,7,2,18.0,69,1,5,99611
22718,936,817,9,4,3,15.0,69,1,5,111897
22719,936,830,5,9,4,12.0,69,1,5,101910
22720,936,4,1,15,5,10.0,69,1,5,100704
22721,936,1,131,1,6,8.0,69,1,6,127687
22722,936,154,208,10,7,6.0,69,1,5,109662
22723,936,3,131,2,8,4.0,69,1,5,102771
22724,936,18,1,16,9,2.0,69,1,4,77111
22725,936,828,15,17,10,1.0,69,1,5,104000
22726,936,831,15,18,11,0.0,69,1,5,104214
22727,936,13,3,8,12,0.0,69,1,5,104994
22728,936,822,3,6,13,0.0,69,1,5,108856
22729,936,813,208,14,14,0.0,69,1,6,117642
22730,936,833,209,19,15,0.0,67,12,5,108958
22731,936,829,209,20,16,0.0,65,14,5,103949
22732,936,832,5,12,17,0.0,60,10,4,81472
22733,936,8,6,5,18,0.0,55,131,5,138104
22734,936,815,10,13,19,0.0,53,22,5,116190
22735,936,807,10,11,20,0.0,41,33,2,44795
22736,937,1,131,1,1,25.0,43,1,2,45358
22737,937,3,131,2,2,18.0,43,1,2,45762
22738,937,154,208,9,3,15.0,43,1,2,47210
22739,937,826,9,12,4,12.0,43,1,2,45359
22740,937,815,10,4,5,10.0,43,1,2,46480
22741,937,13,3,6,6,8.0,43,1,2,46937
22742,937,8,6,16,7,6.0,43,1,2,45721
22743,937,830,5,18,8,4.0,43,1,3,70547
22744,937,822,3,3,9,2.0,43,131,3,64151
22745,937,828,15,13,10,1.0,43,1,2,47867
22746,937,831,15,14,11,0.0,43,1,2,46727
22747,937,20,6,8,12,0.0,42,27,1,22681
22748,937,4,1,20,13,0.0,42,11,3,72267
22749,937,18,1,19,14,0.0,42,11,3,71995
22750,937,833,209,17,15,0.0,42,11,2,46925
22751,937,829,209,15,16,0.0,42,11,2,48276
22752,937,832,5,10,17,0.0,32,131,2,47080
22753,937,817,9,5,18,0.0,19,131,1,22637
22756,938,1,131,1,1,25.0,53,1,1,24368
22757,938,20,6,3,2,18.0,53,1,1,24340
22758,938,13,3,5,3,15.0,53,1,1,25207
22759,938,822,3,6,4,12.0,53,1,1,25536
22760,938,8,6,2,5,10.0,53,1,1,24442
22761,938,815,10,7,6,8.0,53,1,1,24281
22762,938,807,10,9,7,6.0,52,11,1,24286
22763,938,817,9,19,8,4.0,52,11,1,24259
22764,938,828,15,12,9,2.0,52,11,1,24842
22765,938,826,9,18,10,1.0,52,11,1,23884
22766,938,832,5,17,11,0.0,52,11,2,55094
22767,938,830,5,20,12,0.0,52,11,3,69074
22768,938,831,15,17,13,0.0,52,11,2,51043
22769,938,18,1,15,14,0.0,52,11,1,24310
22770,938,829,209,13,15,0.0,51,12,1,29382
22771,938,833,209,14,16,0.0,51,12,1,26435
22772,938,3,131,4,17,0.0,50,13,1,24657
22773,938,4,1,16,18,0.0,47,16,2,43704
22776,939,20,6,1,1,25.0,61,1,2,58445
22777,939,817,9,2,2,18.0,61,1,2,60726
22778,939,8,6,3,3,15.0,61,1,2,60720
22779,939,3,131,6,4,12.0,61,1,2,60449
22780,939,822,3,7,5,10.0,61,1,2,58499
22781,939,826,9,4,6,8.0,61,1,2,62083
22782,939,815,10,13,7,6.0,61,1,2,59408
22783,939,830,5,8,8,4.0,61,1,2,62051
22784,939,832,5,14,9,2.0,61,1,3,94597
22785,939,831,15,16,10,1.0,61,1,2,59596
22786,939,828,15,17,11,0.0,61,1,3,88844
22787,939,813,208,18,12,0.0,61,1,3,88981
